AS 3_9_plus_9_9,incorrect,1,1,0,AS JCommTable6.R1C0
AS 3_9_plus_9_9,correct,1,1,0,AS JCommTable6.R0C0
AS 3_9_plus_9_9,correct,0,1,0,AS done
AS 1_6_plus_4_6,correct,0,1,0,AS JCommTable6.R1C0
AS 1_6_plus_4_6,correct,0,1,0,AS JCommTable6.R0C0
AS 1_6_plus_4_6,correct,0,1,0,AS done
M 6_3_times_1_5,incorrect,1,1,0,M  JCommTable6.R1C0
M 6_3_times_1_5,correct,1,1,0,M  JCommTable6.R0C0
M 6_3_times_1_5,correct,0,1,0,M  done
AD 9_8_plus_4_5,correct,0,1,0,AD JCommTable8.R0C0
AD 9_8_plus_4_5,correct,0,1,0,AD JCommTable4.R1C0
AD 9_8_plus_4_5,correct,0,1,0,AD JCommTable4.R0C0
AD 9_8_plus_4_5,correct,0,1,0,AD JCommTable5.R1C0
AD 9_8_plus_4_5,incorrect,1,1,0,AD JCommTable6.R1C0
AD 9_8_plus_4_5,incorrect,2,1,0,AD JCommTable6.R0C0
AD 9_8_plus_4_5,correct,0,1,0,AD JCommTable5.R0C0
AD 9_8_plus_4_5,correct,0,1,0,AD done
AD 9_7_plus_5_2,incorrect,1,1,0,AD JCommTable4.R1C0
AD 9_7_plus_5_2,correct,0,1,0,AD JCommTable8.R0C0
AD 9_7_plus_5_2,incorrect,1,1,0,AD JCommTable4.R0C0
AD 9_7_plus_5_2,correct,0,1,0,AD JCommTable5.R1C0
AD 9_7_plus_5_2,correct,0,1,0,AD JCommTable5.R0C0
AD 9_7_plus_5_2,correct,0,1,0,AD JCommTable6.R1C0
AD 9_7_plus_5_2,correct,0,1,0,AD JCommTable6.R0C0
AD 9_7_plus_5_2,correct,0,1,0,AD done
