Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Single-KC)	Opportunity (Single-KC)	KC (Selected)	Opportunity (Selected)	KC (ptype_selection)	Opportunity (ptype_selection)
28	BKT Controller(1)	AS 6_1_plus_9_1	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	28	JCommTable4.R0C0	2	AS JCommTable4.R0C0	1
29	BKT Controller(1)	AS 6_1_plus_9_1	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	29	JCommTable8.R0C0	2	AS JCommTable8.R0C0	1
30	BKT Controller(1)	AS 6_1_plus_9_1	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	30	JCommTable4.R1C0	2	AS JCommTable4.R1C0	1
31	BKT Controller(1)	AS 6_1_plus_9_1	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	31	JCommTable6.R0C0	8	AS JCommTable6.R0C0	5
32	BKT Controller(1)	AS 6_1_plus_9_1	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	32	JCommTable5.R1C0	2	AS JCommTable5.R1C0	1
33	BKT Controller(1)	AS 6_1_plus_9_1	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	33	JCommTable5.R0C0	2	AS JCommTable5.R0C0	1
34	BKT Controller(1)	AS 6_1_plus_9_1	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	34	JCommTable6.R1C0	9	AS JCommTable6.R1C0	5
35	BKT Controller(1)	AS 6_1_plus_9_1	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	35	JCommTable6.R0C0	9	AS JCommTable6.R0C0	6
36	BKT Controller(1)	AS 6_1_plus_9_1	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	36	done	8	AS done	5
37	BKT Controller(1)	AS 8_9_plus_8_9	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	37	JCommTable6.R1C0	10	AS JCommTable6.R1C0	6
38	BKT Controller(1)	AS 8_9_plus_8_9	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	38	JCommTable6.R0C0	10	AS JCommTable6.R0C0	7
39	BKT Controller(1)	AS 8_9_plus_8_9	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	39	done	9	AS done	6
40	BKT Controller(1)	AS 9_8_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	40	JCommTable6.R1C0	11	AS JCommTable6.R1C0	7
41	BKT Controller(1)	AS 9_8_plus_2_8	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	41	JCommTable6.R0C0	11	AS JCommTable6.R0C0	8
42	BKT Controller(1)	AS 9_8_plus_2_8	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	42	done	10	AS done	7
43	BKT Controller(1)	AD 6_4_plus_9_7	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	43	JCommTable6.R1C0	12	AD JCommTable6.R1C0	3
44	BKT Controller(1)	AD 6_4_plus_9_7	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	44	JCommTable8.R0C0	3	AD JCommTable8.R0C0	2
45	BKT Controller(1)	AD 6_4_plus_9_7	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	45	JCommTable4.R0C0	3	AD JCommTable4.R0C0	2
46	BKT Controller(1)	AD 6_4_plus_9_7	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	Single-KC	46	JCommTable4.R1C0	3	AD JCommTable4.R1C0	2
47	BKT Controller(1)	AD 6_4_plus_9_7	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	47	JCommTable6.R0C0	12	AD JCommTable6.R0C0	3
48	BKT Controller(1)	AD 6_4_plus_9_7	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	48	JCommTable5.R0C0	3	AD JCommTable5.R0C0	2
49	BKT Controller(1)	AD 6_4_plus_9_7	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	2	1	1	Single-KC	49	JCommTable4.R0C0	4	AD JCommTable4.R0C0	3
50	BKT Controller(1)	AD 6_4_plus_9_7	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	Single-KC	50	JCommTable5.R1C0	3	AD JCommTable5.R1C0	2
51	BKT Controller(1)	AD 6_4_plus_9_7	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	51	JCommTable6.R0C0	13	AD JCommTable6.R0C0	4
52	BKT Controller(1)	AD 6_4_plus_9_7	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	Single-KC	52	JCommTable5.R0C0	4	AD JCommTable5.R0C0	3
53	BKT Controller(1)	AD 6_4_plus_9_7	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	1	1	1	Single-KC	53	JCommTable6.R1C0	13	AD JCommTable6.R1C0	4
54	BKT Controller(1)	AD 6_4_plus_9_7	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	Single-KC	54	JCommTable6.R0C0	14	AD JCommTable6.R0C0	5
55	BKT Controller(1)	AD 6_4_plus_9_7	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	55	done	11	AD done	2
56	BKT Controller(1)	AD 1_4_plus_6_9	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	56	JCommTable5.R1C0	4	AD JCommTable5.R1C0	3
57	BKT Controller(1)	AD 1_4_plus_6_9	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	1	1	0	Single-KC	57	JCommTable8.R0C0	4	AD JCommTable8.R0C0	3
58	BKT Controller(1)	AD 1_4_plus_6_9	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	1	1	0	Single-KC	58	JCommTable4.R1C0	4	AD JCommTable4.R1C0	3
59	BKT Controller(1)	AD 1_4_plus_6_9	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	1	1	0	Single-KC	59	JCommTable4.R0C0	5	AD JCommTable4.R0C0	4
60	BKT Controller(1)	AD 1_4_plus_6_9	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	60	JCommTable5.R0C0	5	AD JCommTable5.R0C0	4
61	BKT Controller(1)	AD 1_4_plus_6_9	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	61	JCommTable5.R1C0	5	AD JCommTable5.R1C0	4
62	BKT Controller(1)	AD 1_4_plus_6_9	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	62	JCommTable6.R1C0	14	AD JCommTable6.R1C0	5
63	BKT Controller(1)	AD 1_4_plus_6_9	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	63	JCommTable5.R0C0	6	AD JCommTable5.R0C0	5
64	BKT Controller(1)	AD 1_4_plus_6_9	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	64	JCommTable6.R1C0	15	AD JCommTable6.R1C0	6
65	BKT Controller(1)	AD 1_4_plus_6_9	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	65	JCommTable6.R0C0	15	AD JCommTable6.R0C0	6
66	BKT Controller(1)	AD 1_4_plus_6_9	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	66	done	12	AD done	3
67	BKT Controller(1)	AD 6_6_plus_9_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	67	JCommTable6.R1C0	16	AD JCommTable6.R1C0	7
68	BKT Controller(1)	AD 6_6_plus_9_6	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	68	JCommTable8.R0C0	5	AD JCommTable8.R0C0	4
69	BKT Controller(1)	AD 6_6_plus_9_6	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	69	JCommTable4.R1C0	5	AD JCommTable4.R1C0	4
70	BKT Controller(1)	AD 6_6_plus_9_6	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	70	JCommTable4.R0C0	6	AD JCommTable4.R0C0	5
71	BKT Controller(1)	AD 6_6_plus_9_6	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	1	1	0	Single-KC	71	JCommTable5.R1C0	6	AD JCommTable5.R1C0	5
72	BKT Controller(1)	AD 6_6_plus_9_6	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	72	JCommTable5.R0C0	7	AD JCommTable5.R0C0	6
73	BKT Controller(1)	AD 6_6_plus_9_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	73	JCommTable6.R1C0	17	AD JCommTable6.R1C0	8
74	BKT Controller(1)	AD 6_6_plus_9_6	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	74	JCommTable6.R0C0	16	AD JCommTable6.R0C0	7
75	BKT Controller(1)	AD 6_6_plus_9_6	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	75	done	13	AD done	4
76	BKT Controller(1)	M 4_10_times_10_2	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	76	JCommTable4.R0C0	7	M  JCommTable4.R0C0	1
77	BKT Controller(1)	M 4_10_times_10_2	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	Single-KC	77	JCommTable8.R0C0	6	M  JCommTable8.R0C0	1
78	BKT Controller(1)	M 4_10_times_10_2	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	Single-KC	78	JCommTable6.R0C0	17	M  JCommTable6.R0C0	2
79	BKT Controller(1)	M 4_10_times_10_2	1	done	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	Single-KC	79	done	14	M  done	3
80	BKT Controller(1)	M 4_10_times_10_2	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	Single-KC	80	JCommTable6.R1C0	18	M  JCommTable6.R1C0	3
81	BKT Controller(1)	M 4_10_times_10_2	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	Single-KC	81	done	15	M  done	4
82	BKT Controller(1)	AS 1_9_plus_5_9	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	82	JCommTable6.R1C0	19	AS JCommTable6.R1C0	8
83	BKT Controller(1)	AS 1_9_plus_5_9	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	83	JCommTable6.R0C0	18	AS JCommTable6.R0C0	9
84	BKT Controller(1)	AS 1_9_plus_5_9	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	84	done	16	AS done	8
85	BKT Controller(1)	AD 5_4_plus_8_8	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	85	JCommTable8.R0C0	7	AD JCommTable8.R0C0	5
86	BKT Controller(1)	AD 5_4_plus_8_8	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	86	JCommTable4.R1C0	6	AD JCommTable4.R1C0	5
87	BKT Controller(1)	AD 5_4_plus_8_8	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	87	JCommTable5.R1C0	7	AD JCommTable5.R1C0	6
88	BKT Controller(1)	AD 5_4_plus_8_8	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	Single-KC	88	JCommTable5.R0C0	8	AD JCommTable5.R0C0	7
89	BKT Controller(1)	AD 5_4_plus_8_8	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	89	JCommTable4.R0C0	8	AD JCommTable4.R0C0	6
90	BKT Controller(1)	AD 5_4_plus_8_8	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	90	JCommTable5.R0C0	9	AD JCommTable5.R0C0	8
91	BKT Controller(1)	AD 5_4_plus_8_8	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	91	JCommTable6.R1C0	20	AD JCommTable6.R1C0	9
92	BKT Controller(1)	AD 5_4_plus_8_8	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	92	JCommTable6.R0C0	19	AD JCommTable6.R0C0	8
93	BKT Controller(1)	AD 5_4_plus_8_8	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	93	done	17	AD done	5
94	BKT Controller(1)	M 6_3_times_1_5	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	Single-KC	94	JCommTable4.R1C0	7	M  JCommTable4.R1C0	1
95	BKT Controller(1)	M 6_3_times_1_5	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	Single-KC	95	JCommTable4.R0C0	9	M  JCommTable4.R0C0	2
96	BKT Controller(1)	M 6_3_times_1_5	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	96	JCommTable6.R0C0	20	M  JCommTable6.R0C0	3
97	BKT Controller(1)	M 6_3_times_1_5	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	97	JCommTable6.R1C0	21	M  JCommTable6.R1C0	4
98	BKT Controller(1)	M 6_3_times_1_5	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	98	done	18	M  done	5
99	BKT Controller(1)	AD 9_2_plus_1_4	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	99	JCommTable8.R0C0	8	AD JCommTable8.R0C0	6
100	BKT Controller(1)	AD 9_2_plus_1_4	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	100	JCommTable4.R1C0	8	AD JCommTable4.R1C0	6
101	BKT Controller(1)	AD 9_2_plus_1_4	1	JCommTable5.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	101	JCommTable5.R1C0	8	AD JCommTable5.R1C0	7
102	BKT Controller(1)	AD 9_2_plus_1_4	1	JCommTable4.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	102	JCommTable4.R0C0	10	AD JCommTable4.R0C0	7
103	BKT Controller(1)	AD 9_2_plus_1_4	1	JCommTable5.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	103	JCommTable5.R0C0	10	AD JCommTable5.R0C0	9
104	BKT Controller(1)	AD 9_2_plus_1_4	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	104	JCommTable6.R1C0	22	AD JCommTable6.R1C0	10
105	BKT Controller(1)	AD 9_2_plus_1_4	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	105	JCommTable6.R0C0	21	AD JCommTable6.R0C0	9
106	BKT Controller(1)	AD 9_2_plus_1_4	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	106	done	19	AD done	6
107	BKT Controller(1)	M 7_5_times_9_7	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	107	JCommTable6.R1C0	23	M  JCommTable6.R1C0	5
108	BKT Controller(1)	M 7_5_times_9_7	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	0	Single-KC	108	JCommTable6.R0C0	22	M  JCommTable6.R0C0	4
109	BKT Controller(1)	M 7_5_times_9_7	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	109	done	20	M  done	6
110	BKT Controller(1)	AS 3_10_plus_6_10	1	JCommTable8.R0C0	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	Single-KC	110	JCommTable8.R0C0	9	AS JCommTable8.R0C0	2
111	BKT Controller(1)	AS 3_10_plus_6_10	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	111	JCommTable6.R1C0	24	AS JCommTable6.R1C0	9
