Anon Student Id	Session Id	Transaction Id	Time	Time Zone	Student Response Type	Tutor Response Type	Level (Domain)	Problem Name	Problem Start Time	Step Name	Selection	Action	Input	Feedback Text	Outcome	CF (Problem Context)	KC (Single-KC)	KC (Selected)	KC (ptype_selection)
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	d14135ad-9cdb-432d-2b4b-6bd8692d9eca	1/1/1970 0:00	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 5_3_plus_9_8	1/1/1970 0:00	JCommTable4.R0C0				Please enter '40' in the highlighted cell.	HINT		Single-KC	JCommTable4.R0C0	AD JCommTable4.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	220082e7-9211-9bfb-bd4b-f17ba47c5962	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 5_3_plus_9_8	1/1/1970 0:00	JCommTable4.R0C0	JCommTable4.R0C0	UpdateTextArea	40		CORRECT		Single-KC	JCommTable4.R0C0	AD JCommTable4.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	938eb530-a39a-1166-1089-f440902f884b	1/1/1970 0:00	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 5_3_plus_9_8	1/1/1970 0:00	JCommTable5.R1C0				Please enter '24' in the highlighted cell.	HINT		Single-KC	JCommTable5.R1C0	AD JCommTable5.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	06d92d0c-d5cc-dd08-bfc5-76f919cc42a0	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 5_3_plus_9_8	1/1/1970 0:00	JCommTable5.R1C0	JCommTable5.R1C0	UpdateTextArea	24		CORRECT		Single-KC	JCommTable5.R1C0	AD JCommTable5.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	1238f74f-df7b-833d-cc42-74056c84fcab	1/1/1970 0:00	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 5_3_plus_9_8	1/1/1970 0:00	JCommTable5.R0C0				Please enter '27' in the highlighted cell.	HINT		Single-KC	JCommTable5.R0C0	AD JCommTable5.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	3b1b823b-bba3-d609-43c6-0a658930c6b2	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 5_3_plus_9_8	1/1/1970 0:00	JCommTable5.R0C0	JCommTable5.R0C0	UpdateTextArea	27		CORRECT		Single-KC	JCommTable5.R0C0	AD JCommTable5.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	2f3d1fbc-89fd-a167-f2e8-dce93cd9f974	1/1/1970 0:00	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 5_3_plus_9_8	1/1/1970 0:00	JCommTable6.R1C0				Please enter '24' in the highlighted cell.	HINT		Single-KC	JCommTable6.R1C0	AD JCommTable6.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	bcc1eaa3-29f1-5bd9-1224-4bada6510f63	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 5_3_plus_9_8	1/1/1970 0:00	JCommTable6.R1C0	JCommTable6.R1C0	UpdateTextArea	24		CORRECT		Single-KC	JCommTable6.R1C0	AD JCommTable6.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	60745636-843f-cf27-d2c4-b67e59c2764b	1/1/1970 0:00	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 5_3_plus_9_8	1/1/1970 0:00	JCommTable6.R0C0				Please enter '67' in the highlighted cell.	HINT		Single-KC	JCommTable6.R0C0	AD JCommTable6.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	506a1c56-de4a-f76d-9c40-c3568b47dda4	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 5_3_plus_9_8	1/1/1970 0:00	JCommTable6.R0C0	JCommTable6.R0C0	UpdateTextArea	67		CORRECT		Single-KC	JCommTable6.R0C0	AD JCommTable6.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	21506596-f0c5-fd0d-ffe0-415dccec3640	1/1/1970 0:00	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 5_3_plus_9_8	1/1/1970 0:00	done				You have answered all the questions. Please click on the Done button to proceed to the next problem.	HINT		Single-KC	done	AD done
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	feea2231-2721-75d2-0220-24f8c9811a3e	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 5_3_plus_9_8	1/1/1970 0:00	done	done	ButtonPressed	-1		CORRECT		Single-KC	done	AD done
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	dae50845-f12f-6e7c-9ca0-bb409e4c6530	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 4_9_times_3_4	1/1/1970 0:00	JCommTable8.R0C0	JCommTable8.R0C0	UpdateTextArea	x		INCORRECT		Single-KC	JCommTable8.R0C0	M  JCommTable8.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	da5ca009-08ec-a8e7-f7cc-5fad4e2da118	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 4_9_times_3_4	1/1/1970 0:00	JCommTable6.R1C0	JCommTable6.R1C0	UpdateTextArea	36		CORRECT		Single-KC	JCommTable6.R1C0	M  JCommTable6.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	d6abb494-d053-6ee8-12a2-19d29037dc0f	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 4_9_times_3_4	1/1/1970 0:00	JCommTable4.R1C0	JCommTable4.R1C0	UpdateTextArea	36		INCORRECT		Single-KC	JCommTable4.R1C0	M  JCommTable4.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	4c3cada9-2440-0fa8-0333-a6bdf623c0f5	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 4_9_times_3_4	1/1/1970 0:00	JCommTable6.R0C0	JCommTable6.R0C0	UpdateTextArea	0.75		INCORRECT		Single-KC	JCommTable6.R0C0	M  JCommTable6.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	e52e1928-2ffd-54b2-e577-37d921686257	1/1/1970 0:01	Eastern Standard Time		HINT_MSG	fraction_arithmetic	M 4_9_times_3_4	1/1/1970 0:00	JCommTable6.R0C0				Please enter '12' in the highlighted cell.	HINT		Single-KC	JCommTable6.R0C0	M  JCommTable6.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	284a164c-3e09-ec29-c056-9bdba54cf3c4	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 4_9_times_3_4	1/1/1970 0:00	JCommTable6.R0C0	JCommTable6.R0C0	UpdateTextArea	12		CORRECT		Single-KC	JCommTable6.R0C0	M  JCommTable6.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	2dfb8f92-55dc-3e13-bf0e-4e1d15395b24	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 4_9_times_3_4	1/1/1970 0:00	done	done	ButtonPressed	-1		CORRECT		Single-KC	done	M  done
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	e9dbb966-158e-4e16-f5ac-cc96f05c036e	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	JCommTable6.R1C0	JCommTable6.R1C0	UpdateTextArea	15	"Instead of the step you are working on, please work on the highlighted step."	INCORRECT		Single-KC	JCommTable6.R1C0	AD JCommTable6.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	20dc7835-60e6-0e33-c06d-0f5abb7fee79	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	JCommTable4.R1C0	JCommTable4.R1C0	UpdateTextArea	15	"Instead of the step you are working on, please work on the highlighted step."	INCORRECT		Single-KC	JCommTable4.R1C0	AD JCommTable4.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	d8eb49db-9db2-97c2-0445-f66d4b7316f0	1/1/1970 0:01	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	JCommTable8.R0C0				Please enter 'x' in the highlighted cell.	HINT		Single-KC	JCommTable8.R0C0	AD JCommTable8.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	8354f4ec-13fb-8f9b-c665-90ded7e1ff61	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	JCommTable8.R0C0	JCommTable8.R0C0	UpdateTextArea	x		CORRECT		Single-KC	JCommTable8.R0C0	AD JCommTable8.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	13dbdb64-d855-35ee-9f76-80c1442997b4	1/1/1970 0:01	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	JCommTable4.R1C0				Please enter '15' in the highlighted cell.	HINT		Single-KC	JCommTable4.R1C0	AD JCommTable4.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	6d9020c4-cb01-cabc-3030-f10630693eda	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	JCommTable4.R1C0	JCommTable4.R1C0	UpdateTextArea	15		CORRECT		Single-KC	JCommTable4.R1C0	AD JCommTable4.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	37b21e0a-58df-f151-819b-6beda3a42f78	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	JCommTable5.R0C0	JCommTable5.R0C0	UpdateTextArea	9	"Instead of the step you are working on, please work on the highlighted step."	INCORRECT		Single-KC	JCommTable5.R0C0	AD JCommTable5.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	3b8ba9fc-401b-ce87-b8e2-11a4cee77dff	1/1/1970 0:01	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	JCommTable4.R0C0				Please enter '10' in the highlighted cell.	HINT		Single-KC	JCommTable4.R0C0	AD JCommTable4.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	41750427-1c53-813e-6d0e-3b3d7284ad41	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	JCommTable4.R0C0	JCommTable4.R0C0	UpdateTextArea	10		CORRECT		Single-KC	JCommTable4.R0C0	AD JCommTable4.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	6ccf3589-3c1b-42cf-049a-9497b360b5ec	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	JCommTable5.R1C0	JCommTable5.R1C0	UpdateTextArea	15		CORRECT		Single-KC	JCommTable5.R1C0	AD JCommTable5.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	6fa6134b-5324-9bc6-9557-84f5cf056ce8	1/1/1970 0:01	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	JCommTable5.R0C0				Please enter '9' in the highlighted cell.	HINT		Single-KC	JCommTable5.R0C0	AD JCommTable5.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	f8fbe4c3-a053-167b-c3b9-18b954c59206	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	JCommTable5.R0C0	JCommTable5.R0C0	UpdateTextArea	9		CORRECT		Single-KC	JCommTable5.R0C0	AD JCommTable5.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	c3417a71-3f69-20d2-3b8b-9d7f26318562	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	JCommTable6.R0C0	JCommTable6.R0C0	UpdateTextArea	19		CORRECT		Single-KC	JCommTable6.R0C0	AD JCommTable6.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	4cfb74d3-153b-69c4-ffb5-1ea0881c759e	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	done	done	ButtonPressed	-1	"I'm sorry, but you are not done yet. Please continue working."	INCORRECT		Single-KC	done	AD done
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	65b590fc-cc94-bd2f-5555-66504a1f4c06	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	JCommTable6.R1C0	JCommTable6.R1C0	UpdateTextArea	15		CORRECT		Single-KC	JCommTable6.R1C0	AD JCommTable6.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	166af766-16e8-7c01-060a-f4a1f69231a5	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 2_3_plus_3_5	1/1/1970 0:01	done	done	ButtonPressed	-1		CORRECT		Single-KC	done	AD done
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	fd34eff2-b36d-11bc-3940-50cbc277540e	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 4_5_times_3_10	1/1/1970 0:01	JCommTable6.R1C0	JCommTable6.R1C0	UpdateTextArea	50		CORRECT		Single-KC	JCommTable6.R1C0	M  JCommTable6.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	d95b9755-4080-3004-5b44-5a478e5c0500	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 4_5_times_3_10	1/1/1970 0:01	JCommTable6.R0C0	JCommTable6.R0C0	UpdateTextArea	30		INCORRECT		Single-KC	JCommTable6.R0C0	M  JCommTable6.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	7f0e371c-22a6-a65b-d116-e47268bc43d9	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 4_5_times_3_10	1/1/1970 0:01	done	done	ButtonPressed	-1	"I'm sorry, but you are not done yet. Please continue working."	INCORRECT		Single-KC	done	M  done
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	83cf1cd5-887e-f95a-92d3-92baf30ee2c5	1/1/1970 0:01	Eastern Standard Time		HINT_MSG	fraction_arithmetic	M 4_5_times_3_10	1/1/1970 0:01	JCommTable6.R0C0				Please enter '12' in the highlighted cell.	HINT		Single-KC	JCommTable6.R0C0	M  JCommTable6.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	fe2d6917-1b1e-1fd8-3f33-8e5e084487fb	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 4_5_times_3_10	1/1/1970 0:01	JCommTable6.R0C0	JCommTable6.R0C0	UpdateTextArea	12		CORRECT		Single-KC	JCommTable6.R0C0	M  JCommTable6.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	90f112d9-dacd-4316-9a8a-590a5fd69e6d	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 4_5_times_3_10	1/1/1970 0:01	JCommTable4.R1C0	JCommTable4.R1C0	UpdateTextArea	50		INCORRECT		Single-KC	JCommTable4.R1C0	M  JCommTable4.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	0325e7fb-cedd-736d-2c9a-d50f17f091ad	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 4_5_times_3_10	1/1/1970 0:01	done	done	ButtonPressed	-1		CORRECT		Single-KC	done	M  done
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	6558eab8-6293-a212-aa2b-7007738180cd	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 1_7_times_5_6	1/1/1970 0:01	JCommTable6.R1C0	JCommTable6.R1C0	UpdateTextArea	42		CORRECT		Single-KC	JCommTable6.R1C0	M  JCommTable6.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	6f305b50-2e50-772c-285c-194fe9104444	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 1_7_times_5_6	1/1/1970 0:01	JCommTable6.R0C0	JCommTable6.R0C0	UpdateTextArea	30		INCORRECT		Single-KC	JCommTable6.R0C0	M  JCommTable6.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	57cc1905-6c09-716e-ab01-448a26be0e12	1/1/1970 0:02	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 1_7_times_5_6	1/1/1970 0:01	JCommTable4.R1C0	JCommTable4.R1C0	UpdateTextArea	42		INCORRECT		Single-KC	JCommTable4.R1C0	M  JCommTable4.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	5e80f43c-aece-fd77-59a4-d479b06a6268	1/1/1970 0:02	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 1_7_times_5_6	1/1/1970 0:01	JCommTable6.R0C0	JCommTable6.R0C0	UpdateTextArea	5		CORRECT		Single-KC	JCommTable6.R0C0	M  JCommTable6.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	8027f53d-7f15-8502-181d-45b577e1bc90	1/1/1970 0:02	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 1_7_times_5_6	1/1/1970 0:01	done	done	ButtonPressed	-1		CORRECT		Single-KC	done	M  done
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	3af98e0b-9022-bb9f-fefc-3605f4ebf120	1/1/1970 0:02	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 11_9_times_2_3	1/1/1970 0:02	JCommTable6.R1C0	JCommTable6.R1C0	UpdateTextArea	27		CORRECT		Single-KC	JCommTable6.R1C0	M  JCommTable6.R1C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	2a084b65-17af-dc44-c784-a8c81945d260	1/1/1970 0:02	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 11_9_times_2_3	1/1/1970 0:02	JCommTable6.R0C0	JCommTable6.R0C0	UpdateTextArea	22		CORRECT		Single-KC	JCommTable6.R0C0	M  JCommTable6.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	30d1d14e-7e94-d22d-cc91-f3da63f4be5a	1/1/1970 0:02	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	M 11_9_times_2_3	1/1/1970 0:02	done	done	ButtonPressed	-1		CORRECT		Single-KC	done	M  done
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	ecfe8d45-be50-5c1d-cfff-4ea0b34108cb	1/1/1970 0:02	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 5_6_plus_5_7	1/1/1970 0:02	JCommTable8.R0C0	JCommTable8.R0C0	UpdateTextArea	x		CORRECT		Single-KC	JCommTable8.R0C0	AD JCommTable8.R0C0
Random Controller(1)	a45b73c2-78ca-dc5d-be64-a49593d11c65	40484c52-fce6-3c54-b06c-7d3d137f8aa3	1/1/1970 0:02	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 5_6_plus_5_7	1/1/1970 0:02	JCommTable4.R1C0	JCommTable4.R1C0	UpdateTextArea	42		CORRECT		Single-KC	JCommTable4.R1C0	AD JCommTable4.R1C0
