	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)	Prediction
9057	12	BKT Controller_human(1)	AS 9_7_plus_1_7	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable8.R0C0	2	Single-KC	13	AS JCommTable8.R0C0	1	0.0
9058	13	BKT Controller_human(1)	AS 9_7_plus_1_7	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable5.R0C0	2	Single-KC	14	AS JCommTable5.R0C0	1	1.7446333639765524e-11
9059	14	BKT Controller_human(1)	AS 9_7_plus_1_7	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	1	1	1	JCommTable6.R0C0	3	Single-KC	15	AS JCommTable6.R0C0	2	0.657896569272414
9060	15	BKT Controller_human(1)	AS 9_7_plus_1_7	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable4.R1C0	2	Single-KC	16	AS JCommTable4.R1C0	1	3.642721675847979e-17
9061	16	BKT Controller_human(1)	AS 9_7_plus_1_7	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable5.R1C0	2	Single-KC	17	AS JCommTable5.R1C0	1	2.845615538153235e-10
9062	17	BKT Controller_human(1)	AS 9_7_plus_1_7	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable4.R0C0	2	Single-KC	18	AS JCommTable4.R0C0	1	1.3930769566528044e-13
9063	18	BKT Controller_human(1)	AS 9_7_plus_1_7	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	done	3	Single-KC	19	AS done	2	0.6853697786399233
9064	19	BKT Controller_human(1)	M 6_1_times_1_2	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	3	1	1	JCommTable6.R0C0	4	Single-KC	20	M  JCommTable6.R0C0	1	0.28604094527940566
9065	20	BKT Controller_human(1)	M 6_1_times_1_2	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	JCommTable6.R1C0	4	Single-KC	21	M  JCommTable6.R1C0	1	0.45339062791542134
9066	21	BKT Controller_human(1)	M 6_1_times_1_2	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable8.R0C0	3	Single-KC	22	M  JCommTable8.R0C0	1	0.0
9067	22	BKT Controller_human(1)	M 6_1_times_1_2	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable4.R1C0	3	Single-KC	23	M  JCommTable4.R1C0	1	3.762135788687928e-12
9068	23	BKT Controller_human(1)	M 6_1_times_1_2	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	1	1	0	done	4	Single-KC	24	M  done	1	0.3604393074562289
9069	24	BKT Controller_human(1)	AS 3_5_plus_9_5	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	0	JCommTable6.R0C0	5	Single-KC	25	AS JCommTable6.R0C0	3	0.6731389806333764
9070	25	BKT Controller_human(1)	AS 3_5_plus_9_5	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable6.R1C0	5	Single-KC	26	AS JCommTable6.R1C0	3	0.6605005915458422
9071	26	BKT Controller_human(1)	AS 3_5_plus_9_5	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	0	done	5	Single-KC	27	AS done	3	0.8418732555705685
9072	27	BKT Controller_human(1)	M 4_4_times_8_10	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	2	1	1	JCommTable6.R1C0	6	Single-KC	28	M  JCommTable6.R1C0	2	0.5105963044391476
9073	28	BKT Controller_human(1)	M 4_4_times_8_10	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	1	1	1	JCommTable6.R0C0	6	Single-KC	29	M  JCommTable6.R0C0	2	0.36644640607456097
9074	29	BKT Controller_human(1)	M 4_4_times_8_10	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	6	Single-KC	30	M  done	2	0.5780988114650047
9075	30	BKT Controller_human(1)	AS 8_9_plus_6_9	2	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	1	1	0	JCommTable6.R1C0	7	Single-KC	31	AS JCommTable6.R1C0	4	0.6666765089389927
9076	31	BKT Controller_human(1)	AS 8_9_plus_6_9	2	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	7	Single-KC	32	AS JCommTable6.R0C0	4	0.6880243090721464
9077	32	BKT Controller_human(1)	AS 8_9_plus_6_9	2	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	7	Single-KC	33	AS done	4	0.9286347672414543
9078	33	BKT Controller_human(1)	AS 2_8_plus_8_8	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	1	1	0	JCommTable6.R0C0	8	Single-KC	34	AS JCommTable6.R0C0	5	0.7025313205304211
9079	34	BKT Controller_human(1)	AS 2_8_plus_8_8	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R1C0	8	Single-KC	35	AS JCommTable6.R1C0	5	0.6727957344010891
9080	35	BKT Controller_human(1)	AS 2_8_plus_8_8	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	8	Single-KC	36	AS done	5	0.9695154619741517
9081	36	BKT Controller_human(1)	AD 5_4_plus_2_7	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	JCommTable6.R1C0	9	Single-KC	37	AD JCommTable6.R1C0	2	0.4100645286778924
9082	37	BKT Controller_human(1)	AD 5_4_plus_2_7	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	0	JCommTable6.R0C0	9	Single-KC	38	AD JCommTable6.R0C0	2	0.47927689729676937
9083	38	BKT Controller_human(1)	AD 5_4_plus_2_7	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable8.R0C0	4	Single-KC	39	AD JCommTable8.R0C0	2	0.7394297708350344
9084	39	BKT Controller_human(1)	AD 5_4_plus_2_7	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable4.R1C0	4	Single-KC	40	AD JCommTable4.R1C0	2	0.41414640050934826
9085	40	BKT Controller_human(1)	AD 5_4_plus_2_7	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	1	1	0	JCommTable4.R0C0	3	Single-KC	41	AD JCommTable4.R0C0	2	0.3059245562419852
9086	41	BKT Controller_human(1)	AD 5_4_plus_2_7	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	JCommTable5.R0C0	3	Single-KC	42	AD JCommTable5.R0C0	2	0.21381164286733453
9087	42	BKT Controller_human(1)	AD 5_4_plus_2_7	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable5.R1C0	3	Single-KC	43	AD JCommTable5.R1C0	2	0.2940911262198364
9088	43	BKT Controller_human(1)	AD 5_4_plus_2_7	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	9	Single-KC	44	AD done	2	0.48560460478541106
9089	44	BKT Controller_human(1)	AD 8_1_plus_9_1	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	JCommTable6.R1C0	10	Single-KC	45	AD JCommTable6.R1C0	3	0.42029489350865296
9090	45	BKT Controller_human(1)	AD 8_1_plus_9_1	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	0	JCommTable6.R0C0	10	Single-KC	46	AD JCommTable6.R0C0	3	0.49172870084953174
9091	46	BKT Controller_human(1)	AD 8_1_plus_9_1	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	0	JCommTable5.R0C0	4	Single-KC	47	AD JCommTable5.R0C0	3	0.2840958629655467
9092	47	BKT Controller_human(1)	AD 8_1_plus_9_1	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	0	JCommTable4.R0C0	4	Single-KC	48	AD JCommTable4.R0C0	3	0.3952282452946448
9093	48	BKT Controller_human(1)	AD 8_1_plus_9_1	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable8.R0C0	5	Single-KC	49	AD JCommTable8.R0C0	3	0.7453522678669571
9094	49	BKT Controller_human(1)	AD 8_1_plus_9_1	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R1C0	5	Single-KC	50	AD JCommTable4.R1C0	3	0.5312884882774365
9095	50	BKT Controller_human(1)	AD 8_1_plus_9_1	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R1C0	4	Single-KC	51	AD JCommTable5.R1C0	3	0.4644069440009769
9096	51	BKT Controller_human(1)	AD 8_1_plus_9_1	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	10	Single-KC	52	AD done	3	0.6718143147216454
9097	52	BKT Controller_human(1)	AS 9_4_plus_2_4	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable5.R1C0	5	Single-KC	53	AS JCommTable5.R1C0	2	2.845615538153235e-10
9098	53	BKT Controller_human(1)	AS 9_4_plus_2_4	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	11	Single-KC	54	AS JCommTable6.R1C0	6	0.6788567359119795
9099	54	BKT Controller_human(1)	AS 9_4_plus_2_4	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	11	Single-KC	55	AS JCommTable6.R0C0	6	0.7166415719180835
9100	55	BKT Controller_human(1)	AS 9_4_plus_2_4	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	11	Single-KC	56	AS done	6	0.9872984574428615
9101	56	BKT Controller_human(1)	M 6_9_times_5_1	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable8.R0C0	6	Single-KC	57	M  JCommTable8.R0C0	2	0.0
9102	57	BKT Controller_human(1)	M 6_9_times_5_1	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	2	1	1	JCommTable6.R0C0	12	Single-KC	58	M  JCommTable6.R0C0	3	0.45504820433266324
9103	58	BKT Controller_human(1)	M 6_9_times_5_1	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable5.R0C0	5	Single-KC	59	M  JCommTable5.R0C0	1	5.3228287832749774e-11
9104	59	BKT Controller_human(1)	M 6_9_times_5_1	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	12	Single-KC	60	M  JCommTable6.R1C0	3	0.5675257859288373
9105	60	BKT Controller_human(1)	M 6_9_times_5_1	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	12	Single-KC	61	M  done	3	0.7691300099868488
9106	61	BKT Controller_human(1)	M 7_7_times_2_10	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	2	1	0	JCommTable6.R1C0	13	Single-KC	62	M  JCommTable6.R1C0	4	0.6227261171427106
9107	62	BKT Controller_human(1)	M 7_7_times_2_10	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	13	Single-KC	63	M  JCommTable6.R0C0	4	0.5465905355535707
9108	63	BKT Controller_human(1)	M 7_7_times_2_10	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	13	Single-KC	64	M  done	4	0.8901072322388678
9109	64	BKT Controller_human(1)	AD 3_3_plus_7_8	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	0	JCommTable6.R0C0	14	Single-KC	65	AD JCommTable6.R0C0	4	0.5041907752237288
9110	65	BKT Controller_human(1)	AD 3_3_plus_7_8	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	2	1	0	JCommTable6.R1C0	14	Single-KC	66	AD JCommTable6.R1C0	4	0.430594195567944
9111	66	BKT Controller_human(1)	AD 3_3_plus_7_8	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable8.R0C0	7	Single-KC	67	AD JCommTable8.R0C0	4	0.751185448954793
9112	67	BKT Controller_human(1)	AD 3_3_plus_7_8	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable4.R1C0	6	Single-KC	68	AD JCommTable4.R1C0	4	0.6450808849808763
9113	68	BKT Controller_human(1)	AD 3_3_plus_7_8	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R1C0	6	Single-KC	69	AD JCommTable5.R1C0	4	0.6434499422562383
9114	69	BKT Controller_human(1)	AD 3_3_plus_7_8	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable4.R0C0	5	Single-KC	70	AD JCommTable4.R0C0	4	0.4921173442810743
9115	70	BKT Controller_human(1)	AD 3_3_plus_7_8	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R0C0	6	Single-KC	71	AD JCommTable5.R0C0	4	0.3667074383312626
9116	71	BKT Controller_human(1)	AD 3_3_plus_7_8	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	14	Single-KC	72	AD done	4	0.8161386546771616
9117	72	BKT Controller_human(1)	M 3_10_times_7_5	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	1	1	0	JCommTable6.R1C0	15	Single-KC	73	M  JCommTable6.R1C0	5	0.6749165898392709
9118	73	BKT Controller_human(1)	M 3_10_times_7_5	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	1	JCommTable6.R0C0	15	Single-KC	74	M  JCommTable6.R0C0	5	0.6350869186762872
9119	74	BKT Controller_human(1)	M 3_10_times_7_5	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	done	15	Single-KC	75	M  done	5	0.9516747209883063
9120	75	BKT Controller_human(1)	M 6_2_times_8_3	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable6.R0C0	16	Single-KC	76	M  JCommTable6.R0C0	6	0.7153071210614902
9121	76	BKT Controller_human(1)	M 6_2_times_8_3	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable6.R1C0	16	Single-KC	77	M  JCommTable6.R1C0	6	0.7230976250678725
9122	77	BKT Controller_human(1)	M 6_2_times_8_3	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	done	16	Single-KC	78	M  done	6	0.9795417794704335
9123	78	BKT Controller_human(1)	AD 7_10_plus_4_1	1	JCommTable8.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable8.R0C0	8	Single-KC	79	AD JCommTable8.R0C0	5	0.7569285857580567
9124	79	BKT Controller_human(1)	AD 7_10_plus_4_1	1	JCommTable4.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable4.R1C0	7	Single-KC	80	AD JCommTable4.R1C0	5	0.7445310890313528
9125	80	BKT Controller_human(1)	AD 7_10_plus_4_1	1	JCommTable5.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable5.R1C0	7	Single-KC	81	AD JCommTable5.R1C0	5	0.7897389553426633
9126	81	BKT Controller_human(1)	AD 7_10_plus_4_1	1	JCommTable4.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable4.R0C0	6	Single-KC	82	AD JCommTable4.R0C0	5	0.5896022187885726
9127	82	BKT Controller_human(1)	AD 7_10_plus_4_1	1	JCommTable5.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable5.R0C0	7	Single-KC	83	AD JCommTable5.R0C0	5	0.45797395623822384
9128	83	BKT Controller_human(1)	AD 7_10_plus_4_1	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable6.R1C0	17	Single-KC	84	AD JCommTable6.R1C0	5	0.4409539051607214
9129	84	BKT Controller_human(1)	AD 7_10_plus_4_1	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable6.R0C0	17	Single-KC	85	AD JCommTable6.R0C0	5	0.5166476446772277
9130	85	BKT Controller_human(1)	AD 7_10_plus_4_1	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	done	17	Single-KC	86	AD done	5	0.9058856257171067
9131	86	BKT Controller_human(1)	M 6_9_times_9_7	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable6.R0C0	18	Single-KC	87	M  JCommTable6.R0C0	7	0.783893078670558
9132	87	BKT Controller_human(1)	M 6_9_times_9_7	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable6.R1C0	18	Single-KC	88	M  JCommTable6.R1C0	7	0.7666071064330586
9133	88	BKT Controller_human(1)	M 6_9_times_9_7	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	done	18	Single-KC	89	M  done	7	0.9914829500047516
9134	89	BKT Controller_human(1)	AD 6_4_plus_9_7	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:06	1/1/1970 0:06	incorrect	1	1	0	JCommTable6.R0C0	19	Single-KC	90	AD JCommTable6.R0C0	6	0.5290838593008603
9135	90	BKT Controller_human(1)	AD 6_4_plus_9_7	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:06	1/1/1970 0:06	incorrect	2	1	0	JCommTable6.R1C0	19	Single-KC	91	AD JCommTable6.R1C0	6	0.45136528448624047
9136	91	BKT Controller_human(1)	AD 6_4_plus_9_7	1	JCommTable8.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	0	1	1	JCommTable8.R0C0	9	Single-KC	92	AD JCommTable8.R0C0	6	0.7625810572474734
9137	92	BKT Controller_human(1)	AD 6_4_plus_9_7	1	JCommTable5.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:06	incorrect	2	1	0	JCommTable5.R1C0	8	Single-KC	93	AD JCommTable5.R1C0	6	0.8865862384309042
9138	93	BKT Controller_human(1)	AD 6_4_plus_9_7	1	JCommTable4.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	1	1	0	JCommTable4.R1C0	8	Single-KC	94	AD JCommTable4.R1C0	6	0.8237294313341352
9139	94	BKT Controller_human(1)	AD 6_4_plus_9_7	1	JCommTable5.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:06	1/1/1970 0:06	incorrect	1	1	0	JCommTable5.R0C0	8	Single-KC	95	AD JCommTable5.R0C0	6	0.5521508108097564
9140	95	BKT Controller_human(1)	AD 6_4_plus_9_7	1	JCommTable4.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable4.R0C0	7	Single-KC	96	AD JCommTable4.R0C0	6	0.6805228548463922
9141	96	BKT Controller_human(1)	AD 6_4_plus_9_7	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	done	19	Single-KC	97	AD done	6	0.9542791665860593
9142	97	BKT Controller_human(1)	AD 2_7_plus_10_3	1	JCommTable8.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	JCommTable8.R0C0	10	Single-KC	98	AD JCommTable8.R0C0	7	0.7681423474025016
