	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)	Prediction
49278	18	Streak Agent(1)	AD 10_2_plus_1_3	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable4.R0C0	3	Single-KC	19	AD JCommTable4.R0C0	3	0.507571751610364
49279	19	Streak Agent(1)	AD 10_2_plus_1_3	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	JCommTable6.R0C0	3	Single-KC	20	AD JCommTable6.R0C0	3	0.6041025594051584
49280	20	Streak Agent(1)	AD 10_2_plus_1_3	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable5.R1C0	3	Single-KC	21	AD JCommTable5.R1C0	3	0.5776328654699495
49281	21	Streak Agent(1)	AD 10_2_plus_1_3	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable5.R0C0	3	Single-KC	22	AD JCommTable5.R0C0	3	0.3849577125818094
49282	22	Streak Agent(1)	AD 10_2_plus_1_3	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable6.R1C0	3	Single-KC	23	AD JCommTable6.R1C0	3	0.5334783511410227
49283	23	Streak Agent(1)	AD 10_2_plus_1_3	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	1	1	0	done	3	Single-KC	24	AD done	3	0.7635206772774493
49284	24	Streak Agent(1)	AD 6_8_plus_1_3	2	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable8.R0C0	4	Single-KC	25	AD JCommTable8.R0C0	4	0.8264425480670181
49285	25	Streak Agent(1)	AD 6_8_plus_1_3	2	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R1C0	4	Single-KC	26	AD JCommTable4.R1C0	4	0.7413817815390072
49286	26	Streak Agent(1)	AD 6_8_plus_1_3	2	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R0C0	4	Single-KC	27	AD JCommTable4.R0C0	4	0.6044743921863068
49287	27	Streak Agent(1)	AD 6_8_plus_1_3	2	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable5.R1C0	4	Single-KC	28	AD JCommTable5.R1C0	4	0.7400150154302059
49288	28	Streak Agent(1)	AD 6_8_plus_1_3	2	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable5.R0C0	4	Single-KC	29	AD JCommTable5.R0C0	4	0.4773427450398426
49289	29	Streak Agent(1)	AD 6_8_plus_1_3	2	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R1C0	4	Single-KC	30	AD JCommTable6.R1C0	4	0.5439487268233298
49290	30	Streak Agent(1)	AD 6_8_plus_1_3	2	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	4	Single-KC	31	AD JCommTable6.R0C0	4	0.615961227844833
49291	31	Streak Agent(1)	AD 6_8_plus_1_3	2	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	4	Single-KC	32	AD done	4	0.8750185056834295
49292	32	Streak Agent(1)	AD 5_4_plus_2_7	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable8.R0C0	5	Single-KC	33	AD JCommTable8.R0C0	5	0.8308397764774335
49293	33	Streak Agent(1)	AD 5_4_plus_2_7	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R1C0	5	Single-KC	34	AD JCommTable4.R1C0	5	0.8213221411976049
49294	34	Streak Agent(1)	AD 5_4_plus_2_7	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R0C0	5	Single-KC	35	AD JCommTable4.R0C0	5	0.693811253971168
49295	35	Streak Agent(1)	AD 5_4_plus_2_7	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	2	1	0	JCommTable6.R1C0	5	Single-KC	36	AD JCommTable6.R1C0	5	0.5543804016148902
49296	36	Streak Agent(1)	AD 5_4_plus_2_7	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable5.R1C0	5	Single-KC	37	AD JCommTable5.R1C0	5	0.8555770042150492
49297	37	Streak Agent(1)	AD 5_4_plus_2_7	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	2	1	1	JCommTable5.R0C0	5	Single-KC	38	AD JCommTable5.R0C0	5	0.5713044536513295
49298	38	Streak Agent(1)	AD 5_4_plus_2_7	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	3	1	1	JCommTable6.R0C0	5	Single-KC	39	AD JCommTable6.R0C0	5	0.627683605656238
49299	39	Streak Agent(1)	AD 5_4_plus_2_7	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	5	Single-KC	40	AD done	5	0.9382011303274629
49300	40	Streak Agent(1)	AD 1_6_plus_2_6	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable8.R0C0	6	Single-KC	41	AD JCommTable8.R0C0	6	0.8351478199958234
49301	41	Streak Agent(1)	AD 1_6_plus_2_6	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R1C0	6	Single-KC	42	AD JCommTable4.R1C0	6	0.880534237687046
49302	42	Streak Agent(1)	AD 1_6_plus_2_6	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R0C0	6	Single-KC	43	AD JCommTable4.R0C0	6	0.770626594981666
49303	43	Streak Agent(1)	AD 1_6_plus_2_6	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable5.R1C0	6	Single-KC	44	AD JCommTable5.R1C0	6	0.9249796739225783
49304	44	Streak Agent(1)	AD 1_6_plus_2_6	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R0C0	6	Single-KC	45	AD JCommTable5.R0C0	6	0.6603920213761677
49305	45	Streak Agent(1)	AD 1_6_plus_2_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	6	Single-KC	46	AD JCommTable6.R1C0	6	0.5647643873885694
49306	46	Streak Agent(1)	AD 1_6_plus_2_6	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	6	Single-KC	47	AD JCommTable6.R0C0	6	0.6392577262296218
49307	47	Streak Agent(1)	AD 1_6_plus_2_6	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	6	Single-KC	48	AD done	6	0.970518834234376
49308	48	Streak Agent(1)	AS 5_8_plus_2_8	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable8.R0C0	7	Single-KC	49	AS JCommTable8.R0C0	1	0.0
49309	49	Streak Agent(1)	AS 5_8_plus_2_8	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable4.R0C0	7	Single-KC	50	AS JCommTable4.R0C0	1	2.1972178538545543e-13
49310	50	Streak Agent(1)	AS 5_8_plus_2_8	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable4.R1C0	7	Single-KC	51	AS JCommTable4.R1C0	1	5.745449355524463e-17
49311	51	Streak Agent(1)	AS 5_8_plus_2_8	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	JCommTable6.R0C0	7	Single-KC	52	AS JCommTable6.R0C0	1	0.7390678799822873
49312	52	Streak Agent(1)	AS 5_8_plus_2_8	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable5.R0C0	7	Single-KC	53	AS JCommTable5.R0C0	1	2.7517069731250293e-11
49313	53	Streak Agent(1)	AS 5_8_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	1	1	1	JCommTable6.R1C0	7	Single-KC	54	AS JCommTable6.R1C0	1	0.7438109991170736
49314	54	Streak Agent(1)	AS 5_8_plus_2_8	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	7	Single-KC	55	AS done	1	0.584327848902188
49315	55	Streak Agent(1)	M 6_2_times_8_3	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable8.R0C0	8	Single-KC	56	M  JCommTable8.R0C0	1	0.0
49316	56	Streak Agent(1)	M 6_2_times_8_3	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable4.R1C0	8	Single-KC	57	M  JCommTable4.R1C0	1	5.933794169831497e-12
49317	57	Streak Agent(1)	M 6_2_times_8_3	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	JCommTable6.R1C0	8	Single-KC	58	M  JCommTable6.R1C0	1	0.5667729083048578
49318	58	Streak Agent(1)	M 6_2_times_8_3	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	JCommTable6.R0C0	8	Single-KC	59	M  JCommTable6.R0C0	1	0.3872198422142335
49319	59	Streak Agent(1)	M 6_2_times_8_3	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	0	done	8	Single-KC	60	M  done	1	0.4705887606012244
49320	60	Streak Agent(1)	AD 8_3_plus_4_4	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable8.R0C0	9	Single-KC	61	AD JCommTable8.R0C0	7	0.8393673613926275
49321	61	Streak Agent(1)	AD 8_3_plus_4_4	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	0	JCommTable5.R1C0	7	Single-KC	62	AD JCommTable5.R1C0	7	0.9624928735417116
49322	62	Streak Agent(1)	AD 8_3_plus_4_4	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable4.R1C0	9	Single-KC	63	AD JCommTable4.R1C0	7	0.9219878226840299
49323	63	Streak Agent(1)	AD 8_3_plus_4_4	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable4.R0C0	8	Single-KC	64	AD JCommTable4.R0C0	7	0.8328145246070607
49324	64	Streak Agent(1)	AD 8_3_plus_4_4	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	2	1	0	JCommTable6.R0C0	9	Single-KC	65	AD JCommTable6.R0C0	7	0.6506722870047447
49325	65	Streak Agent(1)	AD 8_3_plus_4_4	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	1	1	0	JCommTable5.R0C0	8	Single-KC	66	AD JCommTable5.R0C0	7	0.7394107336983146
49326	66	Streak Agent(1)	AD 8_3_plus_4_4	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	9	Single-KC	67	AD JCommTable6.R1C0	7	0.5750918621926397
49327	67	Streak Agent(1)	AD 8_3_plus_4_4	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	9	Single-KC	68	AD done	7	0.9861848653216867
49328	68	Streak Agent(1)	AD 10_7_plus_2_9	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable8.R0C0	10	Single-KC	69	AD JCommTable8.R0C0	8	0.8434991387983166
49329	69	Streak Agent(1)	AD 10_7_plus_2_9	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	0	JCommTable4.R0C0	9	Single-KC	70	AD JCommTable4.R0C0	8	0.880751039297534
49330	70	Streak Agent(1)	AD 10_7_plus_2_9	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable4.R1C0	10	Single-KC	71	AD JCommTable4.R1C0	8	0.9498761742833578
49331	71	Streak Agent(1)	AD 10_7_plus_2_9	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R1C0	8	Single-KC	72	AD JCommTable5.R1C0	8	0.9816206782529527
49332	72	Streak Agent(1)	AD 10_7_plus_2_9	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R0C0	9	Single-KC	73	AD JCommTable5.R0C0	8	0.8054598038157799
49333	73	Streak Agent(1)	AD 10_7_plus_2_9	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	10	Single-KC	74	AD JCommTable6.R1C0	8	0.585354199505332
49334	74	Streak Agent(1)	AD 10_7_plus_2_9	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	10	Single-KC	75	AD JCommTable6.R0C0	8	0.6619166854371336
49335	75	Streak Agent(1)	AD 10_7_plus_2_9	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	10	Single-KC	76	AD done	8	0.9935811645179932
49336	76	Streak Agent(1)	AD 9_2_plus_4_7	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable8.R0C0	11	Single-KC	77	AD JCommTable8.R0C0	9	0.8475439423680522
49337	77	Streak Agent(1)	AD 9_2_plus_4_7	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable4.R1C0	11	Single-KC	78	AD JCommTable4.R1C0	9	0.9681393173175479
49338	78	Streak Agent(1)	AD 9_2_plus_4_7	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable4.R0C0	10	Single-KC	79	AD JCommTable4.R0C0	9	0.9163238634473403
49339	79	Streak Agent(1)	AD 9_2_plus_4_7	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R1C0	9	Single-KC	80	AD JCommTable5.R1C0	9	0.9910840875044881
49340	80	Streak Agent(1)	AD 9_2_plus_4_7	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R0C0	10	Single-KC	81	AD JCommTable5.R0C0	9	0.8579834120776513
49341	81	Streak Agent(1)	AD 9_2_plus_4_7	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	11	Single-KC	82	AD JCommTable6.R1C0	9	0.5955429960678214
49342	82	Streak Agent(1)	AD 9_2_plus_4_7	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	11	Single-KC	83	AD JCommTable6.R0C0	9	0.6729810487676481
49343	83	Streak Agent(1)	AD 9_2_plus_4_7	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	11	Single-KC	84	AD done	9	0.9970295855746883
49344	84	Streak Agent(1)	AS 1_9_plus_5_9	1	JCommTable8.R0C0	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	JCommTable8.R0C0	12	Single-KC	85	AS JCommTable8.R0C0	2	0.0
49345	85	Streak Agent(1)	AS 1_9_plus_5_9	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	0	JCommTable6.R1C0	12	Single-KC	86	AS JCommTable6.R1C0	2	0.7490472081259941
49346	86	Streak Agent(1)	AS 1_9_plus_5_9	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	1	1	0	JCommTable6.R0C0	12	Single-KC	87	AS JCommTable6.R0C0	2	0.7520566980688207
49347	87	Streak Agent(1)	AS 1_9_plus_5_9	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	done	12	Single-KC	88	AS done	2	0.7745593710695603
49348	88	Streak Agent(1)	AS 2_1_plus_8_1	1	JCommTable8.R0C0	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	JCommTable8.R0C0	13	Single-KC	89	AS JCommTable8.R0C0	3	0.0
49349	89	Streak Agent(1)	AS 2_1_plus_8_1	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable6.R1C0	13	Single-KC	90	AS JCommTable6.R1C0	3	0.7542117598975074
49350	90	Streak Agent(1)	AS 2_1_plus_8_1	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable6.R0C0	13	Single-KC	91	AS JCommTable6.R0C0	3	0.7646048843263994
49351	91	Streak Agent(1)	AS 2_1_plus_8_1	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	done	13	Single-KC	92	AS done	3	0.893586395562607
49352	92	Streak Agent(1)	M 2_4_times_7_1	1	JCommTable8.R0C0	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	JCommTable8.R0C0	14	Single-KC	93	M  JCommTable8.R0C0	2	0.0
49353	93	Streak Agent(1)	M 2_4_times_7_1	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	0	1	1	JCommTable6.R0C0	14	Single-KC	94	M  JCommTable6.R0C0	2	0.47706228474182594
49354	94	Streak Agent(1)	M 2_4_times_7_1	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	0	1	1	JCommTable6.R1C0	14	Single-KC	95	M  JCommTable6.R1C0	2	0.6220053318140751
49355	95	Streak Agent(1)	M 2_4_times_7_1	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	done	14	Single-KC	96	M  done	2	0.6836616324162785
49356	96	Streak Agent(1)	M 3_2_times_7_4	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	2	1	1	JCommTable6.R1C0	15	Single-KC	97	M  JCommTable6.R1C0	3	0.6742433550177895
49357	97	Streak Agent(1)	M 3_2_times_7_4	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	1	1	0	JCommTable6.R0C0	15	Single-KC	98	M  JCommTable6.R0C0	3	0.5684139492422072
49358	98	Streak Agent(1)	M 3_2_times_7_4	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	done	15	Single-KC	99	M  done	3	0.8401147729772042
