Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)
14	Streak Agent(1)	AD 5_6_plus_1_7	1	done	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	AD done	3	done	3	Single-KC	14
15	Streak Agent(1)	AD 5_6_plus_1_7	1	JCommTable4.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	AD JCommTable4.R0C0	2	JCommTable4.R0C0	2	Single-KC	15
16	Streak Agent(1)	AD 5_6_plus_1_7	1	JCommTable5.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	AD JCommTable5.R1C0	2	JCommTable5.R1C0	2	Single-KC	16
17	Streak Agent(1)	AD 5_6_plus_1_7	1	JCommTable5.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	AD JCommTable5.R0C0	2	JCommTable5.R0C0	2	Single-KC	17
18	Streak Agent(1)	AD 5_6_plus_1_7	1	JCommTable6.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	AD JCommTable6.R0C0	2	JCommTable6.R0C0	2	Single-KC	18
19	Streak Agent(1)	AD 5_6_plus_1_7	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	AD JCommTable6.R1C0	4	JCommTable6.R1C0	4	Single-KC	19
20	Streak Agent(1)	AD 5_6_plus_1_7	1	done	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	AD done	4	done	4	Single-KC	20
21	Streak Agent(1)	AD 5_3_plus_9_8	1	JCommTable8.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	AD JCommTable8.R0C0	3	JCommTable8.R0C0	3	Single-KC	21
22	Streak Agent(1)	AD 5_3_plus_9_8	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable4.R1C0	3	JCommTable4.R1C0	3	Single-KC	22
23	Streak Agent(1)	AD 5_3_plus_9_8	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable4.R0C0	3	JCommTable4.R0C0	3	Single-KC	23
24	Streak Agent(1)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	AD JCommTable6.R1C0	5	JCommTable6.R1C0	5	Single-KC	24
25	Streak Agent(1)	AD 5_3_plus_9_8	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable5.R1C0	3	JCommTable5.R1C0	3	Single-KC	25
26	Streak Agent(1)	AD 5_3_plus_9_8	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable5.R0C0	3	JCommTable5.R0C0	3	Single-KC	26
27	Streak Agent(1)	AD 5_3_plus_9_8	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable6.R0C0	3	JCommTable6.R0C0	3	Single-KC	27
28	Streak Agent(1)	AD 5_3_plus_9_8	1	done	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	AD done	5	done	5	Single-KC	28
29	Streak Agent(1)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	AD JCommTable6.R1C0	6	JCommTable6.R1C0	6	Single-KC	29
30	Streak Agent(1)	AD 5_3_plus_9_8	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD done	6	done	6	Single-KC	30
31	Streak Agent(1)	AD 5_9_plus_3_7	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable8.R0C0	4	JCommTable8.R0C0	4	Single-KC	31
32	Streak Agent(1)	AD 5_9_plus_3_7	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable4.R1C0	4	JCommTable4.R1C0	4	Single-KC	32
33	Streak Agent(1)	AD 5_9_plus_3_7	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable4.R0C0	4	JCommTable4.R0C0	4	Single-KC	33
34	Streak Agent(1)	AD 5_9_plus_3_7	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable5.R1C0	4	JCommTable5.R1C0	4	Single-KC	34
35	Streak Agent(1)	AD 5_9_plus_3_7	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	AD JCommTable6.R1C0	7	JCommTable6.R1C0	7	Single-KC	35
36	Streak Agent(1)	AD 5_9_plus_3_7	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable5.R0C0	4	JCommTable5.R0C0	4	Single-KC	36
37	Streak Agent(1)	AD 5_9_plus_3_7	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable6.R0C0	4	JCommTable6.R0C0	4	Single-KC	37
38	Streak Agent(1)	AD 5_9_plus_3_7	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable6.R1C0	8	JCommTable6.R1C0	8	Single-KC	38
39	Streak Agent(1)	AD 5_9_plus_3_7	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD done	7	done	7	Single-KC	39
40	Streak Agent(1)	AD 4_9_plus_3_4	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable8.R0C0	5	JCommTable8.R0C0	5	Single-KC	40
41	Streak Agent(1)	AD 4_9_plus_3_4	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable4.R1C0	5	JCommTable4.R1C0	5	Single-KC	41
42	Streak Agent(1)	AD 4_9_plus_3_4	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable4.R0C0	5	JCommTable4.R0C0	5	Single-KC	42
43	Streak Agent(1)	AD 4_9_plus_3_4	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable5.R1C0	5	JCommTable5.R1C0	5	Single-KC	43
44	Streak Agent(1)	AD 4_9_plus_3_4	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable5.R0C0	5	JCommTable5.R0C0	5	Single-KC	44
45	Streak Agent(1)	AD 4_9_plus_3_4	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable6.R0C0	5	JCommTable6.R0C0	5	Single-KC	45
46	Streak Agent(1)	AD 4_9_plus_3_4	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable6.R1C0	9	JCommTable6.R1C0	9	Single-KC	46
47	Streak Agent(1)	AD 4_9_plus_3_4	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD done	8	done	8	Single-KC	47
48	Streak Agent(1)	AS 3_8_plus_7_8	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	AS JCommTable8.R0C0	1	JCommTable8.R0C0	6	Single-KC	48
49	Streak Agent(1)	AS 3_8_plus_7_8	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	AS JCommTable4.R1C0	1	JCommTable4.R1C0	6	Single-KC	49
50	Streak Agent(1)	AS 3_8_plus_7_8	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	AS JCommTable6.R1C0	1	JCommTable6.R1C0	10	Single-KC	50
51	Streak Agent(1)	AS 3_8_plus_7_8	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	AS JCommTable6.R0C0	1	JCommTable6.R0C0	6	Single-KC	51
52	Streak Agent(1)	AS 3_8_plus_7_8	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	AS done	1	done	9	Single-KC	52
53	Streak Agent(1)	M 3_4_times_4_9	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	M  JCommTable6.R0C0	1	JCommTable6.R0C0	7	Single-KC	53
54	Streak Agent(1)	M 3_4_times_4_9	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	M  JCommTable6.R1C0	1	JCommTable6.R1C0	11	Single-KC	54
55	Streak Agent(1)	M 3_4_times_4_9	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	M  JCommTable8.R0C0	1	JCommTable8.R0C0	7	Single-KC	55
56	Streak Agent(1)	M 3_4_times_4_9	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	M  JCommTable6.R0C0	2	JCommTable6.R0C0	8	Single-KC	56
57	Streak Agent(1)	M 3_4_times_4_9	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	M  JCommTable6.R1C0	2	JCommTable6.R1C0	12	Single-KC	57
58	Streak Agent(1)	M 3_4_times_4_9	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	M  JCommTable4.R1C0	1	JCommTable4.R1C0	7	Single-KC	58
59	Streak Agent(1)	M 3_4_times_4_9	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  done	1	done	10	Single-KC	59
60	Streak Agent(1)	AS 2_5_plus_4_5	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	AS JCommTable6.R0C0	2	JCommTable6.R0C0	9	Single-KC	60
61	Streak Agent(1)	AS 2_5_plus_4_5	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	AS JCommTable6.R1C0	2	JCommTable6.R1C0	13	Single-KC	61
62	Streak Agent(1)	AS 2_5_plus_4_5	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	AS JCommTable8.R0C0	2	JCommTable8.R0C0	8	Single-KC	62
63	Streak Agent(1)	AS 2_5_plus_4_5	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AS JCommTable6.R1C0	3	JCommTable6.R1C0	14	Single-KC	63
64	Streak Agent(1)	AS 2_5_plus_4_5	1	done	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	AS done	2	done	11	Single-KC	64
65	Streak Agent(1)	AS 2_5_plus_4_5	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	AS JCommTable6.R0C0	3	JCommTable6.R0C0	10	Single-KC	65
66	Streak Agent(1)	AS 2_5_plus_4_5	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	AS done	3	done	12	Single-KC	66
67	Streak Agent(1)	M 1_4_times_7_8	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	M  JCommTable6.R0C0	3	JCommTable6.R0C0	11	Single-KC	67
68	Streak Agent(1)	M 1_4_times_7_8	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	M  JCommTable6.R1C0	3	JCommTable6.R1C0	15	Single-KC	68
69	Streak Agent(1)	M 1_4_times_7_8	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	M  JCommTable6.R0C0	4	JCommTable6.R0C0	12	Single-KC	69
70	Streak Agent(1)	M 1_4_times_7_8	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R1C0	4	JCommTable6.R1C0	16	Single-KC	70
71	Streak Agent(1)	M 1_4_times_7_8	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  done	2	done	13	Single-KC	71
72	Streak Agent(1)	AS 3_8_plus_7_8	2	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AS JCommTable6.R1C0	4	JCommTable6.R1C0	17	Single-KC	72
73	Streak Agent(1)	AS 3_8_plus_7_8	2	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	0	AS JCommTable6.R0C0	4	JCommTable6.R0C0	13	Single-KC	73
74	Streak Agent(1)	AS 3_8_plus_7_8	2	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AS done	4	done	14	Single-KC	74
75	Streak Agent(1)	AS 2_5_plus_4_5	2	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AS JCommTable6.R0C0	5	JCommTable6.R0C0	14	Single-KC	75
76	Streak Agent(1)	AS 2_5_plus_4_5	2	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AS JCommTable6.R1C0	5	JCommTable6.R1C0	18	Single-KC	76
77	Streak Agent(1)	AS 2_5_plus_4_5	2	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AS done	5	done	15	Single-KC	77
78	Streak Agent(1)	M 5_6_times_1_7	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	M  JCommTable4.R1C0	2	JCommTable4.R1C0	8	Single-KC	78
79	Streak Agent(1)	M 5_6_times_1_7	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	M  JCommTable6.R0C0	5	JCommTable6.R0C0	15	Single-KC	79
80	Streak Agent(1)	M 5_6_times_1_7	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	M  JCommTable8.R0C0	2	JCommTable8.R0C0	9	Single-KC	80
81	Streak Agent(1)	M 5_6_times_1_7	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	M  JCommTable6.R0C0	6	JCommTable6.R0C0	16	Single-KC	81
82	Streak Agent(1)	M 5_6_times_1_7	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  JCommTable6.R1C0	5	JCommTable6.R1C0	19	Single-KC	82
83	Streak Agent(1)	M 5_6_times_1_7	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	M  JCommTable4.R0C0	1	JCommTable4.R0C0	6	Single-KC	83
84	Streak Agent(1)	M 5_6_times_1_7	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  done	3	done	16	Single-KC	84
85	Streak Agent(1)	M 1_2_times_2_3	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  JCommTable6.R1C0	6	JCommTable6.R1C0	20	Single-KC	85
86	Streak Agent(1)	M 1_2_times_2_3	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	1	M  JCommTable6.R0C0	7	JCommTable6.R0C0	17	Single-KC	86
87	Streak Agent(1)	M 1_2_times_2_3	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  done	4	done	17	Single-KC	87
88	Streak Agent(1)	AS 3_7_plus_4_7	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AS JCommTable6.R1C0	6	JCommTable6.R1C0	21	Single-KC	88
89	Streak Agent(1)	AS 3_7_plus_4_7	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AS JCommTable6.R0C0	6	JCommTable6.R0C0	18	Single-KC	89
90	Streak Agent(1)	AS 3_7_plus_4_7	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AS done	6	done	18	Single-KC	90
91	Streak Agent(1)	M 2_7_times_4_5	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  JCommTable6.R1C0	7	JCommTable6.R1C0	22	Single-KC	91
92	Streak Agent(1)	M 2_7_times_4_5	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	M  JCommTable4.R1C0	3	JCommTable4.R1C0	9	Single-KC	92
93	Streak Agent(1)	M 2_7_times_4_5	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	8	JCommTable6.R0C0	19	Single-KC	93
94	Streak Agent(1)	M 2_7_times_4_5	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	5	done	19	Single-KC	94
95	Streak Agent(1)	M 3_2_times_1_4	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	8	JCommTable6.R1C0	23	Single-KC	95
96	Streak Agent(1)	M 3_2_times_1_4	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	9	JCommTable6.R0C0	20	Single-KC	96
97	Streak Agent(1)	M 3_2_times_1_4	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	6	done	20	Single-KC	97
98	Streak Agent(1)	M 4_5_times_2_7	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	9	JCommTable6.R1C0	24	Single-KC	98
99	Streak Agent(1)	M 4_5_times_2_7	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	10	JCommTable6.R0C0	21	Single-KC	99
100	Streak Agent(1)	M 4_5_times_2_7	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	7	done	21	Single-KC	100
101	Streak Agent(1)	AD 3_7_plus_2_8	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	AD JCommTable6.R0C0	6	JCommTable6.R0C0	22	Single-KC	101
102	Streak Agent(1)	AD 3_7_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	2	0	0	AD JCommTable6.R1C0	10	JCommTable6.R1C0	25	Single-KC	102
103	Streak Agent(1)	AD 3_7_plus_2_8	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	AD JCommTable6.R0C0	7	JCommTable6.R0C0	23	Single-KC	103
104	Streak Agent(1)	AD 3_7_plus_2_8	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable8.R0C0	6	JCommTable8.R0C0	10	Single-KC	104
105	Streak Agent(1)	AD 3_7_plus_2_8	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	AD JCommTable4.R1C0	6	JCommTable4.R1C0	10	Single-KC	105
106	Streak Agent(1)	AD 3_7_plus_2_8	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	AD JCommTable6.R0C0	8	JCommTable6.R0C0	24	Single-KC	106
107	Streak Agent(1)	AD 3_7_plus_2_8	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	AD JCommTable4.R0C0	6	JCommTable4.R0C0	7	Single-KC	107
108	Streak Agent(1)	AD 3_7_plus_2_8	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable5.R1C0	6	JCommTable5.R1C0	6	Single-KC	108
109	Streak Agent(1)	AD 3_7_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	AD JCommTable6.R1C0	11	JCommTable6.R1C0	26	Single-KC	109
110	Streak Agent(1)	AD 3_7_plus_2_8	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	AD JCommTable5.R0C0	6	JCommTable5.R0C0	6	Single-KC	110
111	Streak Agent(1)	AD 3_7_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	AD JCommTable6.R1C0	12	JCommTable6.R1C0	27	Single-KC	111
