	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)	Prediction
6736	39	BKT Controller_human(1)	AD 8_6_plus_9_10	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD done	5	done	5	Single-KC	40	0.7949000005513015
6737	40	BKT Controller_human(1)	AD 5_10_plus_2_5	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable8.R0C0	6	JCommTable8.R0C0	6	Single-KC	41	0.827367709321293
6738	41	BKT Controller_human(1)	AD 5_10_plus_2_5	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	1	1	0	AD JCommTable4.R1C0	6	JCommTable4.R1C0	6	Single-KC	42	0.8320907708480053
6739	42	BKT Controller_human(1)	AD 5_10_plus_2_5	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable5.R1C0	6	JCommTable5.R1C0	6	Single-KC	43	0.8921022452403911
6740	43	BKT Controller_human(1)	AD 5_10_plus_2_5	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable4.R0C0	6	JCommTable4.R0C0	6	Single-KC	44	0.6911869267650864
6741	44	BKT Controller_human(1)	AD 5_10_plus_2_5	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable5.R0C0	6	JCommTable5.R0C0	6	Single-KC	45	0.5880892798477536
6742	45	BKT Controller_human(1)	AD 5_10_plus_2_5	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable6.R1C0	6	JCommTable6.R1C0	6	Single-KC	46	0.4700407804030402
6743	46	BKT Controller_human(1)	AD 5_10_plus_2_5	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable6.R0C0	6	JCommTable6.R0C0	6	Single-KC	47	0.537186513274803
6744	47	BKT Controller_human(1)	AD 5_10_plus_2_5	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD done	6	done	6	Single-KC	48	0.9028818467473888
6745	48	BKT Controller_human(1)	AS 1_6_plus_4_6	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AS JCommTable8.R0C0	1	JCommTable8.R0C0	7	Single-KC	49	3.3262555643618157e-23
6746	49	BKT Controller_human(1)	AS 1_6_plus_4_6	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AS JCommTable5.R1C0	1	JCommTable5.R1C0	7	Single-KC	50	2.7998661760751974e-07
6747	50	BKT Controller_human(1)	AS 1_6_plus_4_6	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AS JCommTable4.R1C0	1	JCommTable4.R1C0	7	Single-KC	51	1.6605918821180908e-06
6748	51	BKT Controller_human(1)	AS 1_6_plus_4_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	1	1	1	AS JCommTable6.R1C0	1	JCommTable6.R1C0	7	Single-KC	52	0.5939221666180102
6749	52	BKT Controller_human(1)	AS 1_6_plus_4_6	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	1	1	1	AS JCommTable6.R0C0	1	JCommTable6.R0C0	7	Single-KC	53	0.5875132290560122
6750	53	BKT Controller_human(1)	AS 1_6_plus_4_6	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AS done	1	done	7	Single-KC	54	0.6600075155077395
6751	54	BKT Controller_human(1)	M 6_9_times_9_7	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	M  JCommTable8.R0C0	1	JCommTable8.R0C0	8	Single-KC	55	1.6986248763884905e-08
6752	55	BKT Controller_human(1)	M 6_9_times_9_7	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	M  JCommTable4.R1C0	1	JCommTable4.R1C0	8	Single-KC	56	1.534486882344023e-06
6753	56	BKT Controller_human(1)	M 6_9_times_9_7	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	M  JCommTable6.R0C0	1	JCommTable6.R0C0	8	Single-KC	57	0.27644553106672165
6754	57	BKT Controller_human(1)	M 6_9_times_9_7	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:04	incorrect	2	1	1	M  JCommTable6.R1C0	1	JCommTable6.R1C0	8	Single-KC	58	0.4631423670006521
6755	58	BKT Controller_human(1)	M 6_9_times_9_7	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	0	M  done	1	done	8	Single-KC	59	0.5126607963366224
6756	59	BKT Controller_human(1)	AD 6_6_plus_9_6	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	2	1	0	AD JCommTable6.R1C0	7	JCommTable6.R1C0	9	Single-KC	60	0.4796559460725019
6757	60	BKT Controller_human(1)	AD 6_6_plus_9_6	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	0	AD JCommTable6.R0C0	7	JCommTable6.R0C0	9	Single-KC	61	0.548796785270517
6758	61	BKT Controller_human(1)	AD 6_6_plus_9_6	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	AD JCommTable8.R0C0	7	JCommTable8.R0C0	9	Single-KC	62	0.8300953233901467
6759	62	BKT Controller_human(1)	AD 6_6_plus_9_6	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	1	AD JCommTable5.R1C0	7	JCommTable5.R1C0	8	Single-KC	63	0.9456071856599818
6760	63	BKT Controller_human(1)	AD 6_6_plus_9_6	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	1	1	0	AD JCommTable4.R1C0	7	JCommTable4.R1C0	9	Single-KC	64	0.8864142623960575
6761	64	BKT Controller_human(1)	AD 6_6_plus_9_6	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable4.R0C0	7	JCommTable4.R0C0	7	Single-KC	65	0.7674710606804683
6762	65	BKT Controller_human(1)	AD 6_6_plus_9_6	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	0	AD JCommTable5.R0C0	7	JCommTable5.R0C0	7	Single-KC	66	0.6779761621421426
6763	66	BKT Controller_human(1)	AD 6_6_plus_9_6	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD done	7	done	9	Single-KC	67	0.9570824256463087
6764	67	BKT Controller_human(1)	AD 8_10_plus_7_9	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable8.R0C0	8	JCommTable8.R0C0	10	Single-KC	68	0.8327885506410749
6765	68	BKT Controller_human(1)	AD 8_10_plus_7_9	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable4.R1C0	8	JCommTable4.R1C0	10	Single-KC	69	0.9247519054993592
6766	69	BKT Controller_human(1)	AD 8_10_plus_7_9	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable4.R0C0	8	JCommTable4.R0C0	8	Single-KC	70	0.8295580076480609
6767	70	BKT Controller_human(1)	AD 8_10_plus_7_9	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable5.R1C0	8	JCommTable5.R1C0	9	Single-KC	71	0.9733717577720075
6768	71	BKT Controller_human(1)	AD 8_10_plus_7_9	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable5.R0C0	8	JCommTable5.R0C0	8	Single-KC	72	0.7563738643098329
6769	72	BKT Controller_human(1)	AD 8_10_plus_7_9	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable6.R1C0	8	JCommTable6.R1C0	10	Single-KC	73	0.48928620704699527
6770	73	BKT Controller_human(1)	AD 8_10_plus_7_9	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable6.R0C0	8	JCommTable6.R0C0	10	Single-KC	74	0.5603541714171485
6771	74	BKT Controller_human(1)	AD 8_10_plus_7_9	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD done	8	done	10	Single-KC	75	0.9816490559033973
6772	75	BKT Controller_human(1)	AD 1_9_plus_7_9	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable8.R0C0	9	JCommTable8.R0C0	11	Single-KC	76	0.8354475493234542
6773	76	BKT Controller_human(1)	AD 1_9_plus_7_9	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable4.R1C0	9	JCommTable4.R1C0	11	Single-KC	77	0.9508670032831762
6774	77	BKT Controller_human(1)	AD 1_9_plus_7_9	1	JCommTable4.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable4.R0C0	9	JCommTable4.R0C0	9	Single-KC	78	0.8777088176950064
6775	78	BKT Controller_human(1)	AD 1_9_plus_7_9	1	JCommTable5.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable5.R1C0	9	JCommTable5.R1C0	10	Single-KC	79	0.9871565184325143
6776	79	BKT Controller_human(1)	AD 1_9_plus_7_9	1	JCommTable5.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable5.R0C0	9	JCommTable5.R0C0	9	Single-KC	80	0.820732094318146
6777	80	BKT Controller_human(1)	AD 1_9_plus_7_9	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable6.R1C0	9	JCommTable6.R1C0	11	Single-KC	81	0.4989244271878542
6778	81	BKT Controller_human(1)	AD 1_9_plus_7_9	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable6.R0C0	9	JCommTable6.R0C0	11	Single-KC	82	0.5718464789066507
6779	82	BKT Controller_human(1)	AD 1_9_plus_7_9	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD done	9	done	11	Single-KC	83	0.9922670171500396
6780	83	BKT Controller_human(1)	AD 3_9_plus_3_7	1	JCommTable8.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable8.R0C0	10	JCommTable8.R0C0	12	Single-KC	84	0.8380724861696239
6781	84	BKT Controller_human(1)	AD 3_9_plus_3_7	1	JCommTable4.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable4.R1C0	10	JCommTable4.R1C0	12	Single-KC	85	0.9682301415791512
6782	85	BKT Controller_human(1)	AD 3_9_plus_3_7	1	JCommTable4.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable4.R0C0	10	JCommTable4.R0C0	10	Single-KC	86	0.9136723343974819
6783	86	BKT Controller_human(1)	AD 3_9_plus_3_7	1	JCommTable5.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable5.R1C0	10	JCommTable5.R1C0	11	Single-KC	87	0.9938503452664266
6784	87	BKT Controller_human(1)	AD 3_9_plus_3_7	1	JCommTable5.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable5.R0C0	10	JCommTable5.R0C0	10	Single-KC	88	0.8709887872657622
6785	88	BKT Controller_human(1)	AD 3_9_plus_3_7	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable6.R1C0	10	JCommTable6.R1C0	12	Single-KC	89	0.508563446723873
6786	89	BKT Controller_human(1)	AD 3_9_plus_3_7	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable6.R0C0	10	JCommTable6.R0C0	12	Single-KC	90	0.5832617933275867
6787	90	BKT Controller_human(1)	AD 3_9_plus_3_7	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD done	10	done	12	Single-KC	91	0.9967616324697142
6788	91	BKT Controller_human(1)	M 5_8_times_9_8	1	JCommTable4.R1C0	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	M  JCommTable4.R1C0	2	JCommTable4.R1C0	13	Single-KC	92	1.534486882344023e-06
6789	92	BKT Controller_human(1)	M 5_8_times_9_8	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  JCommTable6.R0C0	2	JCommTable6.R0C0	13	Single-KC	93	0.35531541083246815
6790	93	BKT Controller_human(1)	M 5_8_times_9_8	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	2	1	1	M  JCommTable6.R1C0	2	JCommTable6.R1C0	13	Single-KC	94	0.5132725023775591
6791	94	BKT Controller_human(1)	M 5_8_times_9_8	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  done	2	done	13	Single-KC	95	0.7064616709771876
6792	95	BKT Controller_human(1)	M 10_8_times_8_2	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	1	1	0	M  JCommTable6.R0C0	3	JCommTable6.R0C0	14	Single-KC	96	0.44291286592771445
6793	96	BKT Controller_human(1)	M 10_8_times_8_2	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	2	1	1	M  JCommTable6.R1C0	3	JCommTable6.R1C0	14	Single-KC	97	0.5631370307523839
