	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)	Prediction
45783	32	Streak Agent(1)	AD 5_4_plus_2_7	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD JCommTable8.R0C0	5	JCommTable8.R0C0	5	Single-KC	33	0.8807687353997821
45784	33	Streak Agent(1)	AD 5_4_plus_2_7	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD JCommTable4.R1C0	5	JCommTable4.R1C0	5	Single-KC	34	0.8317767147149634
45785	34	Streak Agent(1)	AD 5_4_plus_2_7	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD JCommTable4.R0C0	5	JCommTable4.R0C0	5	Single-KC	35	0.704563496687839
45786	35	Streak Agent(1)	AD 5_4_plus_2_7	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	2	1	0	AD JCommTable6.R1C0	5	JCommTable6.R1C0	5	Single-KC	36	0.5728092844545236
45787	36	Streak Agent(1)	AD 5_4_plus_2_7	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD JCommTable5.R1C0	5	JCommTable5.R1C0	5	Single-KC	37	0.8606933289047768
45788	37	Streak Agent(1)	AD 5_4_plus_2_7	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	2	1	1	AD JCommTable5.R0C0	5	JCommTable5.R0C0	5	Single-KC	38	0.6033683946687773
45789	38	Streak Agent(1)	AD 5_4_plus_2_7	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	3	1	1	AD JCommTable6.R0C0	5	JCommTable6.R0C0	5	Single-KC	39	0.6350849904897159
45790	39	Streak Agent(1)	AD 5_4_plus_2_7	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD done	5	done	5	Single-KC	40	0.8589481450842552
45791	40	Streak Agent(1)	AD 1_6_plus_2_6	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD JCommTable8.R0C0	6	JCommTable8.R0C0	6	Single-KC	41	0.8827721539792451
45792	41	Streak Agent(1)	AD 1_6_plus_2_6	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD JCommTable4.R1C0	6	JCommTable4.R1C0	6	Single-KC	42	0.8861879149604058
45793	42	Streak Agent(1)	AD 1_6_plus_2_6	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD JCommTable4.R0C0	6	JCommTable4.R0C0	6	Single-KC	43	0.7786017311020154
45794	43	Streak Agent(1)	AD 1_6_plus_2_6	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD JCommTable5.R1C0	6	JCommTable5.R1C0	6	Single-KC	44	0.928525625591403
45795	44	Streak Agent(1)	AD 1_6_plus_2_6	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable5.R0C0	6	JCommTable5.R0C0	6	Single-KC	45	0.6916691740114214
45796	45	Streak Agent(1)	AD 1_6_plus_2_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable6.R1C0	6	JCommTable6.R1C0	6	Single-KC	46	0.5822171540601836
45797	46	Streak Agent(1)	AD 1_6_plus_2_6	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable6.R0C0	6	JCommTable6.R0C0	6	Single-KC	47	0.6458584176689819
45798	47	Streak Agent(1)	AD 1_6_plus_2_6	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD done	6	done	6	Single-KC	48	0.9359276758618031
45799	48	Streak Agent(1)	AS 5_8_plus_2_8	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AS JCommTable8.R0C0	1	JCommTable8.R0C0	7	Single-KC	49	5.2263311069423076e-23
45800	49	Streak Agent(1)	AS 5_8_plus_2_8	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AS JCommTable4.R0C0	1	JCommTable4.R0C0	7	Single-KC	50	1.5760467389125609e-06
45801	50	Streak Agent(1)	AS 5_8_plus_2_8	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AS JCommTable4.R1C0	1	JCommTable4.R1C0	7	Single-KC	51	2.609178582014342e-06
45802	51	Streak Agent(1)	AS 5_8_plus_2_8	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	AS JCommTable6.R0C0	1	JCommTable6.R0C0	7	Single-KC	52	0.6911619068209913
45803	52	Streak Agent(1)	AS 5_8_plus_2_8	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AS JCommTable5.R0C0	1	JCommTable5.R0C0	7	Single-KC	53	4.130663196982289e-07
45804	53	Streak Agent(1)	AS 5_8_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	1	1	1	AS JCommTable6.R1C0	1	JCommTable6.R1C0	7	Single-KC	54	0.696791541506698
45805	54	Streak Agent(1)	AS 5_8_plus_2_8	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AS done	1	done	7	Single-KC	55	0.753095424154134
45806	55	Streak Agent(1)	M 6_2_times_8_3	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	M  JCommTable8.R0C0	1	JCommTable8.R0C0	8	Single-KC	56	2.6689398251508056e-08
45807	56	Streak Agent(1)	M 6_2_times_8_3	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	M  JCommTable4.R1C0	1	JCommTable4.R1C0	8	Single-KC	57	2.4110382805796588e-06
45808	57	Streak Agent(1)	M 6_2_times_8_3	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	M  JCommTable6.R1C0	1	JCommTable6.R1C0	8	Single-KC	58	0.5754600895218536
45809	58	Streak Agent(1)	M 6_2_times_8_3	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	M  JCommTable6.R0C0	1	JCommTable6.R0C0	8	Single-KC	59	0.37512326801514745
45810	59	Streak Agent(1)	M 6_2_times_8_3	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	0	M  done	1	done	8	Single-KC	60	0.6230504932443736
45811	60	Streak Agent(1)	AD 8_3_plus_4_4	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable8.R0C0	7	JCommTable8.R0C0	9	Single-KC	61	0.8847463145282922
45812	61	Streak Agent(1)	AD 8_3_plus_4_4	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	0	AD JCommTable5.R1C0	7	JCommTable5.R1C0	7	Single-KC	62	0.9646837625017651
45813	62	Streak Agent(1)	AD 8_3_plus_4_4	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable4.R1C0	7	JCommTable4.R1C0	9	Single-KC	63	0.9245954563469878
45814	63	Streak Agent(1)	AD 8_3_plus_4_4	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable4.R0C0	7	JCommTable4.R0C0	8	Single-KC	64	0.8383427118648821
45815	64	Streak Agent(1)	AD 8_3_plus_4_4	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	2	1	0	AD JCommTable6.R0C0	7	JCommTable6.R0C0	9	Single-KC	65	0.6564858195074198
45816	65	Streak Agent(1)	AD 8_3_plus_4_4	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	1	1	0	AD JCommTable5.R0C0	7	JCommTable5.R0C0	8	Single-KC	66	0.7678746295312838
45817	66	Streak Agent(1)	AD 8_3_plus_4_4	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable6.R1C0	7	JCommTable6.R1C0	9	Single-KC	67	0.5915655689779787
45818	67	Streak Agent(1)	AD 8_3_plus_4_4	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD done	7	done	9	Single-KC	68	0.972252516847624
45819	68	Streak Agent(1)	AD 10_7_plus_2_9	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable8.R0C0	8	JCommTable8.R0C0	10	Single-KC	69	0.8866914967285209
45820	69	Streak Agent(1)	AD 10_7_plus_2_9	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	0	AD JCommTable4.R0C0	8	JCommTable4.R0C0	9	Single-KC	70	0.8843577525686084
45821	70	Streak Agent(1)	AD 10_7_plus_2_9	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable4.R1C0	8	JCommTable4.R1C0	10	Single-KC	71	0.950761959343119
45822	71	Streak Agent(1)	AD 10_7_plus_2_9	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable5.R1C0	8	JCommTable5.R1C0	8	Single-KC	72	0.982887004177487
45823	72	Streak Agent(1)	AD 10_7_plus_2_9	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable5.R0C0	8	JCommTable5.R0C0	9	Single-KC	73	0.8298780557992401
45824	73	Streak Agent(1)	AD 10_7_plus_2_9	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable6.R1C0	8	JCommTable6.R1C0	10	Single-KC	74	0.6008482110633443
45825	74	Streak Agent(1)	AD 10_7_plus_2_9	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable6.R0C0	8	JCommTable6.R0C0	10	Single-KC	75	0.6669587561836273
45826	75	Streak Agent(1)	AD 10_7_plus_2_9	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD done	8	done	10	Single-KC	76	0.9882422487124861
45827	76	Streak Agent(1)	AD 9_2_plus_4_7	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable8.R0C0	9	JCommTable8.R0C0	11	Single-KC	77	0.8886079826559209
45828	77	Streak Agent(1)	AD 9_2_plus_4_7	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable4.R1C0	9	JCommTable4.R1C0	11	Single-KC	78	0.9681609761930345
45829	78	Streak Agent(1)	AD 9_2_plus_4_7	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable4.R0C0	9	JCommTable4.R0C0	10	Single-KC	79	0.9185474005999624
45830	79	Streak Agent(1)	AD 9_2_plus_4_7	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable5.R1C0	9	JCommTable5.R1C0	9	Single-KC	80	0.9917875245567851
45831	80	Streak Agent(1)	AD 9_2_plus_4_7	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable5.R0C0	9	JCommTable5.R0C0	10	Single-KC	81	0.87795201792295
45832	81	Streak Agent(1)	AD 9_2_plus_4_7	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable6.R1C0	9	JCommTable6.R1C0	11	Single-KC	82	0.6100589477802891
45833	82	Streak Agent(1)	AD 9_2_plus_4_7	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable6.R0C0	9	JCommTable6.R0C0	11	Single-KC	83	0.6772693642924771
45834	83	Streak Agent(1)	AD 9_2_plus_4_7	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD done	9	done	11	Single-KC	84	0.9950645309694052
45835	84	Streak Agent(1)	AS 1_9_plus_5_9	1	JCommTable8.R0C0	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	AS JCommTable8.R0C0	2	JCommTable8.R0C0	12	Single-KC	85	5.2263311069423076e-23
45836	85	Streak Agent(1)	AS 1_9_plus_5_9	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	0	AS JCommTable6.R1C0	2	JCommTable6.R1C0	12	Single-KC	86	0.7033282145378823
45837	86	Streak Agent(1)	AS 1_9_plus_5_9	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	1	1	0	AS JCommTable6.R0C0	2	JCommTable6.R0C0	12	Single-KC	87	0.7059100719904432
45838	87	Streak Agent(1)	AS 1_9_plus_5_9	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AS done	2	done	12	Single-KC	88	0.8982920531474156
45839	88	Streak Agent(1)	AS 2_1_plus_8_1	1	JCommTable8.R0C0	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	AS JCommTable8.R0C0	3	JCommTable8.R0C0	13	Single-KC	89	5.2263311069423076e-23
45840	89	Streak Agent(1)	AS 2_1_plus_8_1	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AS JCommTable6.R1C0	3	JCommTable6.R1C0	13	Single-KC	90	0.7097826615697107
45841	90	Streak Agent(1)	AS 2_1_plus_8_1	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AS JCommTable6.R0C0	3	JCommTable6.R0C0	13	Single-KC	91	0.7202390281546369
45842	91	Streak Agent(1)	AS 2_1_plus_8_1	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AS done	3	done	13	Single-KC	92	0.9623697175229929
45843	92	Streak Agent(1)	M 2_4_times_7_1	1	JCommTable8.R0C0	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	M  JCommTable8.R0C0	2	JCommTable8.R0C0	14	Single-KC	93	2.6689398251508056e-08
45844	93	Streak Agent(1)	M 2_4_times_7_1	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	0	1	1	M  JCommTable6.R0C0	2	JCommTable6.R0C0	14	Single-KC	94	0.4640886898462028
45845	94	Streak Agent(1)	M 2_4_times_7_1	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	0	1	1	M  JCommTable6.R1C0	2	JCommTable6.R1C0	14	Single-KC	95	0.6236253642059394
45846	95	Streak Agent(1)	M 2_4_times_7_1	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  done	2	done	14	Single-KC	96	0.7908609849202572
45847	96	Streak Agent(1)	M 3_2_times_7_4	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	2	1	1	M  JCommTable6.R1C0	3	JCommTable6.R1C0	15	Single-KC	97	0.6694648655556175
45848	97	Streak Agent(1)	M 3_2_times_7_4	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	1	1	0	M  JCommTable6.R0C0	3	JCommTable6.R0C0	15	Single-KC	98	0.5554000322736026
45849	98	Streak Agent(1)	M 3_2_times_7_4	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  done	3	done	15	Single-KC	99	0.8963888861761962
