	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Single-KC)	Opportunity (Single-KC)	KC (Selected)	Opportunity (Selected)	Prediction
10	11	BKT Controller(1)	AS 7_9_plus_4_9	1	11	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	AS done	2	Single-KC	11	done	4	0.6870232019741678
11	12	BKT Controller(1)	M 6_7_times_1_6	1	7	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	M  JCommTable6.R1C0	3	Single-KC	12	JCommTable6.R1C0	5	0.5571523342743703
12	13	BKT Controller(1)	M 6_7_times_1_6	1	1	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	incorrect	1	1	0	M  JCommTable6.R0C0	1	Single-KC	13	JCommTable6.R0C0	4	0.5045952127737507
13	14	BKT Controller(1)	M 6_7_times_1_6	1	3	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	incorrect	1	1	0	M  done	3	Single-KC	14	done	5	0.5387563546945772
14	15	BKT Controller(1)	M 6_7_times_1_6	1	5	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	M  done	4	Single-KC	15	done	6	0.6645958264580746
15	16	BKT Controller(1)	M 5_6_times_2_3	1	1	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  JCommTable6.R0C0	2	Single-KC	16	JCommTable6.R0C0	5	0.5740730771754847
16	17	BKT Controller(1)	M 5_6_times_2_3	1	3	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  JCommTable6.R1C0	4	Single-KC	17	JCommTable6.R1C0	6	0.6406778806343753
17	18	BKT Controller(1)	M 5_6_times_2_3	1	5	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  done	5	Single-KC	18	done	7	0.7707142337739082
18	19	BKT Controller(1)	M 5_6_times_1_7	1	1	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  JCommTable6.R0C0	3	Single-KC	19	JCommTable6.R0C0	6	0.6407443865918928
19	20	BKT Controller(1)	M 5_6_times_1_7	1	3	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  JCommTable6.R1C0	5	Single-KC	20	JCommTable6.R1C0	7	0.7164667109214642
20	21	BKT Controller(1)	M 5_6_times_1_7	1	5	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  done	6	Single-KC	21	done	8	0.8507955465975942
21	22	BKT Controller(1)	M 4_9_times_3_4	1	1	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  JCommTable6.R0C0	4	Single-KC	22	JCommTable6.R0C0	7	0.7023898111153748
22	23	BKT Controller(1)	M 4_9_times_3_4	1	3	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  JCommTable6.R1C0	6	Single-KC	23	JCommTable6.R1C0	8	0.7817164110959866
23	24	BKT Controller(1)	M 4_9_times_3_4	1	5	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  done	7	Single-KC	24	done	9	0.9063074633906897
24	25	BKT Controller(1)	AD 5_3_plus_2_5	1	1	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	AD JCommTable6.R1C0	1	Single-KC	25	JCommTable6.R1C0	9	0.10352039879325263
25	26	BKT Controller(1)	AD 5_3_plus_2_5	1	3	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	AD JCommTable4.R1C0	1	Single-KC	26	JCommTable4.R1C0	1	0.08931782259317164
26	27	BKT Controller(1)	AD 5_3_plus_2_5	1	7	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	AD JCommTable6.R0C0	1	Single-KC	27	JCommTable6.R0C0	8	0.061249741442431054
27	28	BKT Controller(1)	AD 5_3_plus_2_5	1	9	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	AD JCommTable5.R1C0	1	Single-KC	28	JCommTable5.R1C0	1	0.24477510453010237
28	29	BKT Controller(1)	AD 5_3_plus_2_5	1	15	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	AD JCommTable5.R0C0	1	Single-KC	29	JCommTable5.R0C0	1	0.188269376157339
29	30	BKT Controller(1)	AD 5_3_plus_2_5	1	17	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	AD JCommTable6.R1C0	2	Single-KC	30	JCommTable6.R1C0	10	0.13189635335958047
30	31	BKT Controller(1)	AD 5_3_plus_2_5	1	19	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	AD done	1	Single-KC	31	done	10	0.22530600415600902
31	32	BKT Controller(1)	AD 5_3_plus_2_5	1	25	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	AD done	2	Single-KC	32	done	11	0.5573536213019207
32	33	BKT Controller(1)	M 1_4_times_7_8	1	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	0	M  JCommTable8.R0C0	1	Single-KC	33	JCommTable8.R0C0	1	1.8724794286923396e-08
33	34	BKT Controller(1)	M 1_4_times_7_8	1	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	3	1	1	M  JCommTable4.R1C0	1	Single-KC	34	JCommTable4.R1C0	2	1.1099777778935833e-09
34	35	BKT Controller(1)	M 1_4_times_7_8	1	5	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  done	8	Single-KC	35	done	12	0.9425603892584308
35	36	BKT Controller(1)	M 5_9_times_3_7	1	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R0C0	5	Single-KC	36	JCommTable6.R0C0	9	0.7574613695063037
36	37	BKT Controller(1)	M 5_9_times_3_7	1	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R1C0	7	Single-KC	37	JCommTable6.R1C0	11	0.8353999008738252
37	38	BKT Controller(1)	M 5_9_times_3_7	1	5	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  done	9	Single-KC	38	done	13	0.9653225142920608
38	39	BKT Controller(1)	AS 7_9_plus_4_9	2	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	0	AS JCommTable4.R1C0	1	Single-KC	39	JCommTable4.R1C0	3	7.328418731198275e-35
39	40	BKT Controller(1)	AS 7_9_plus_4_9	2	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AS JCommTable6.R0C0	4	Single-KC	40	JCommTable6.R0C0	10	0.5084090031913086
40	41	BKT Controller(1)	AS 7_9_plus_4_9	2	11	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AS done	3	Single-KC	41	done	14	0.8296698381824397
41	42	BKT Controller(1)	M 1_6_times_6_7	1	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R0C0	6	Single-KC	42	JCommTable6.R0C0	11	0.8051689067772984
42	43	BKT Controller(1)	M 1_6_times_6_7	1	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R1C0	8	Single-KC	43	JCommTable6.R1C0	12	0.8779422303997574
43	44	BKT Controller(1)	M 1_6_times_6_7	1	5	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  done	10	Single-KC	44	done	15	0.9792629323564377
44	45	BKT Controller(1)	M 11_9_times_2_3	1	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R0C0	7	Single-KC	45	JCommTable6.R0C0	12	0.8454075638822699
45	46	BKT Controller(1)	M 11_9_times_2_3	1	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R1C0	9	Single-KC	46	JCommTable6.R1C0	13	0.9106649418287129
46	47	BKT Controller(1)	M 11_9_times_2_3	1	5	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  done	11	Single-KC	47	done	16	0.9876708502461664
47	48	BKT Controller(1)	M 1_3_times_4_9	1	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R0C0	8	Single-KC	48	JCommTable6.R0C0	13	0.8785888337139622
48	49	BKT Controller(1)	M 1_3_times_4_9	1	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R1C0	10	Single-KC	49	JCommTable6.R1C0	14	0.9352618418188091
49	50	BKT Controller(1)	M 1_3_times_4_9	1	5	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  done	12	Single-KC	50	done	17	0.9926951775229685
50	51	BKT Controller(1)	AD 6_7_plus_1_6	1	1	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable8.R0C0	1	Single-KC	51	JCommTable8.R0C0	2	0.6621032324648602
51	52	BKT Controller(1)	AD 6_7_plus_1_6	1	3	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	AD JCommTable4.R1C0	2	Single-KC	52	JCommTable4.R1C0	4	0.2558267243286015
52	53	BKT Controller(1)	AD 6_7_plus_1_6	1	7	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable4.R0C0	1	Single-KC	53	JCommTable4.R0C0	1	0.14185527895716665
53	54	BKT Controller(1)	AD 6_7_plus_1_6	1	9	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	1	AD JCommTable6.R1C0	3	Single-KC	54	JCommTable6.R1C0	15	0.1666049203734313
54	55	BKT Controller(1)	AD 6_7_plus_1_6	1	15	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	0	AD JCommTable6.R0C0	2	Single-KC	55	JCommTable6.R0C0	14	0.08213256098916553
55	56	BKT Controller(1)	AD 6_7_plus_1_6	1	21	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AD JCommTable6.R0C0	3	Single-KC	56	JCommTable6.R0C0	15	0.10930625492690134
56	57	BKT Controller(1)	AD 6_7_plus_1_6	1	17	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable6.R1C0	4	Single-KC	57	JCommTable6.R1C0	16	0.20825593661248615
57	58	BKT Controller(1)	AD 6_7_plus_1_6	1	19	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	AD JCommTable6.R0C0	4	Single-KC	58	JCommTable6.R0C0	16	0.14405935697224106
58	59	BKT Controller(1)	AD 6_7_plus_1_6	1	25	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD done	3	Single-KC	59	done	18	0.8449940398103821
59	60	BKT Controller(1)	M 1_3_times_1_6	1	1	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  JCommTable6.R0C0	9	Single-KC	60	JCommTable6.R0C0	17	0.9054447304572772
60	61	BKT Controller(1)	M 1_3_times_1_6	1	3	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  JCommTable6.R1C0	11	Single-KC	61	JCommTable6.R1C0	17	0.9534327076156953
61	62	BKT Controller(1)	M 1_3_times_1_6	1	5	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  done	13	Single-KC	62	done	19	0.9956809640317446
62	63	BKT Controller(1)	M 2_3_times_5_6	1	1	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  JCommTable6.R0C0	10	Single-KC	63	JCommTable6.R0C0	18	0.9268547214950885
63	64	BKT Controller(1)	M 2_3_times_5_6	1	3	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  JCommTable6.R1C0	12	Single-KC	64	JCommTable6.R1C0	18	0.9666850059598202
64	65	BKT Controller(1)	M 2_3_times_5_6	1	5	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  done	14	Single-KC	65	done	20	0.9974494703101721
65	66	BKT Controller(1)	AS 7_9_plus_4_9	3	1	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	0	AS JCommTable8.R0C0	1	Single-KC	66	JCommTable8.R0C0	3	1.0942114800419887e-08
66	67	BKT Controller(1)	AS 7_9_plus_4_9	3	3	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AS JCommTable6.R0C0	5	Single-KC	67	JCommTable6.R0C0	19	0.690869140729605
67	68	BKT Controller(1)	AS 7_9_plus_4_9	3	11	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AS done	4	Single-KC	68	done	21	0.9153157384232445
68	69	BKT Controller(1)	M 4_5_times_2_7	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	11	Single-KC	69	JCommTable6.R0C0	20	0.9437182216278356
69	70	BKT Controller(1)	M 4_5_times_2_7	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	13	Single-KC	70	JCommTable6.R1C0	19	0.9762598209439328
70	71	BKT Controller(1)	M 4_5_times_2_7	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	15	Single-KC	71	done	22	0.9984949247859229
71	72	BKT Controller(1)	M 1_7_times_5_6	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	12	Single-KC	72	JCommTable6.R0C0	21	0.9568747709336795
72	73	BKT Controller(1)	M 1_7_times_5_6	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	14	Single-KC	73	JCommTable6.R1C0	20	0.9831308303135644
73	74	BKT Controller(1)	M 1_7_times_5_6	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	16	Single-KC	74	done	23	0.9991122320121736
74	75	BKT Controller(1)	M 5_3_times_9_8	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	13	Single-KC	75	JCommTable6.R0C0	22	0.9670631556131898
75	76	BKT Controller(1)	M 5_3_times_9_8	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	15	Single-KC	76	JCommTable6.R1C0	21	0.9880375629880462
76	77	BKT Controller(1)	M 5_3_times_9_8	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	17	Single-KC	77	done	24	0.9994764831707349
77	78	BKT Controller(1)	M 2_5_times_7_10	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	14	Single-KC	78	JCommTable6.R0C0	23	0.9749076425620857
78	79	BKT Controller(1)	M 2_5_times_7_10	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	16	Single-KC	79	JCommTable6.R1C0	22	0.9915293720110584
79	80	BKT Controller(1)	M 2_5_times_7_10	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	18	Single-KC	80	done	25	0.9996913282708279
80	81	BKT Controller(1)	M 2_8_times_3_7	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	15	Single-KC	81	JCommTable6.R0C0	24	0.9809206873832429
81	82	BKT Controller(1)	M 2_8_times_3_7	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	17	Single-KC	82	JCommTable6.R1C0	23	0.9940081108522757
82	83	BKT Controller(1)	M 2_8_times_3_7	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	19	Single-KC	83	done	26	0.9998180195425728
83	84	BKT Controller(1)	M 3_2_times_1_4	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	16	Single-KC	84	JCommTable6.R0C0	25	0.9855141976478362
84	85	BKT Controller(1)	M 3_2_times_1_4	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	18	Single-KC	85	JCommTable6.R1C0	24	0.9957646008796136
85	86	BKT Controller(1)	M 3_2_times_1_4	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	20	Single-KC	86	done	27	0.9998927172097004
86	87	BKT Controller(1)	M 4_9_times_3_4	2	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	17	Single-KC	87	JCommTable6.R0C0	26	0.9890141662591284
87	88	BKT Controller(1)	M 4_9_times_3_4	2	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	19	Single-KC	88	JCommTable6.R1C0	25	0.9970077353384228
88	89	BKT Controller(1)	M 4_9_times_3_4	2	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	21	Single-KC	89	done	28	0.9999367556038402
89	90	BKT Controller(1)	M 1_3_times_1_6	2	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	18	Single-KC	90	JCommTable6.R0C0	27	0.9916756373182523
90	91	BKT Controller(1)	M 1_3_times_1_6	2	3	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  JCommTable6.R1C0	20	Single-KC	91	JCommTable6.R1C0	26	0.997886771019401
91	92	BKT Controller(1)	M 1_3_times_1_6	2	5	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  done	22	Single-KC	92	done	29	0.9999627174002323
92	93	BKT Controller(1)	M 1_2_times_2_3	1	1	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  JCommTable6.R0C0	19	Single-KC	93	JCommTable6.R0C0	28	0.993696439533168
93	94	BKT Controller(1)	M 1_2_times_2_3	1	3	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  JCommTable6.R1C0	21	Single-KC	94	JCommTable6.R1C0	27	0.9985079594006889
94	95	BKT Controller(1)	M 1_2_times_2_3	1	5	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  done	23	Single-KC	95	done	30	0.9999780221250341
95	96	BKT Controller(1)	AS 3_8_plus_7_8	1	1	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AS JCommTable6.R1C0	3	Single-KC	96	JCommTable6.R1C0	28	0.7453236031154341
96	97	BKT Controller(1)	AS 3_8_plus_7_8	1	3	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AS JCommTable6.R0C0	6	Single-KC	97	JCommTable6.R0C0	29	0.8284571908992993
97	98	BKT Controller(1)	AS 3_8_plus_7_8	1	11	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AS done	5	Single-KC	98	done	31	0.9599744801647007
98	99	BKT Controller(1)	M 3_7_times_2_8	1	1	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  JCommTable6.R0C0	20	Single-KC	99	JCommTable6.R0C0	30	0.9952290367888308
99	100	BKT Controller(1)	M 3_7_times_2_8	1	3	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  JCommTable6.R1C0	22	Single-KC	100	JCommTable6.R1C0	29	0.9989467408012394
100	101	BKT Controller(1)	M 3_7_times_2_8	1	5	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  done	24	Single-KC	101	done	32	0.9999870442523798
101	102	BKT Controller(1)	AD 1_2_plus_2_3	1	1	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	0	1	1	AD JCommTable8.R0C0	2	Single-KC	102	JCommTable8.R0C0	4	0.8579425246404918
102	103	BKT Controller(1)	AD 1_2_plus_2_3	1	3	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable4.R1C0	3	Single-KC	103	JCommTable4.R1C0	5	0.5464768967651832
103	104	BKT Controller(1)	AD 1_2_plus_2_3	1	7	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	1	AD JCommTable4.R0C0	2	Single-KC	104	JCommTable4.R0C0	2	0.3071974352246316
104	105	BKT Controller(1)	AD 1_2_plus_2_3	1	9	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	1	AD JCommTable6.R0C0	5	Single-KC	105	JCommTable6.R0C0	31	0.1875354780713399
105	106	BKT Controller(1)	AD 1_2_plus_2_3	1	15	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable5.R0C0	2	Single-KC	106	JCommTable5.R0C0	2	0.25184699161802704
106	107	BKT Controller(1)	AD 1_2_plus_2_3	1	17	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable6.R1C0	5	Single-KC	107	JCommTable6.R1C0	30	0.25710727419023877
107	108	BKT Controller(1)	AD 1_2_plus_2_3	1	19	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	0	AD JCommTable6.R0C0	6	Single-KC	108	JCommTable6.R0C0	32	0.24044656512966
108	109	BKT Controller(1)	AD 1_2_plus_2_3	1	25	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD done	4	Single-KC	109	done	33	0.9593518007434385
