Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)
11	Random Controller(1)	AD 5_3_plus_9_8	1	15	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	Single-KC	11	AD JCommTable5.R0C0	1	JCommTable5.R0C0	1
12	Random Controller(1)	AD 5_3_plus_9_8	1	17	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	Single-KC	12	AD JCommTable6.R1C0	2	JCommTable6.R1C0	4
13	Random Controller(1)	AD 5_3_plus_9_8	1	19	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	Single-KC	13	AD JCommTable6.R0C0	2	JCommTable6.R0C0	4
14	Random Controller(1)	AD 5_3_plus_9_8	1	25	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	Single-KC	14	AD done	1	done	3
15	Random Controller(1)	M 4_9_times_3_4	1	1	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	Single-KC	15	M  JCommTable8.R0C0	1	JCommTable8.R0C0	1
16	Random Controller(1)	M 4_9_times_3_4	1	7	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	Single-KC	16	M  JCommTable6.R1C0	3	JCommTable6.R1C0	5
17	Random Controller(1)	M 4_9_times_3_4	1	9	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	Single-KC	17	M  JCommTable4.R1C0	1	JCommTable4.R1C0	2
18	Random Controller(1)	M 4_9_times_3_4	1	5	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	Single-KC	18	M  done	3	done	4
19	Random Controller(1)	AD 2_3_plus_3_5	1	1	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	Single-KC	19	AD JCommTable6.R1C0	3	JCommTable6.R1C0	6
20	Random Controller(1)	AD 2_3_plus_3_5	1	3	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	Single-KC	20	AD JCommTable4.R1C0	2	JCommTable4.R1C0	3
21	Random Controller(1)	AD 2_3_plus_3_5	1	7	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	1	1	1	Single-KC	21	AD JCommTable5.R0C0	2	JCommTable5.R0C0	2
22	Random Controller(1)	AD 2_3_plus_3_5	1	9	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	Single-KC	22	AD JCommTable5.R1C0	2	JCommTable5.R1C0	2
23	Random Controller(1)	AD 2_3_plus_3_5	1	15	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	Single-KC	23	AD JCommTable5.R0C0	3	JCommTable5.R0C0	3
24	Random Controller(1)	AD 2_3_plus_3_5	1	21	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	Single-KC	24	AD JCommTable6.R0C0	3	JCommTable6.R0C0	5
25	Random Controller(1)	AD 2_3_plus_3_5	1	23	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	1	1	0	Single-KC	25	AD done	2	done	5
26	Random Controller(1)	AD 2_3_plus_3_5	1	25	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	Single-KC	26	AD done	3	done	6
27	Random Controller(1)	M 4_5_times_3_10	1	7	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	Single-KC	27	M  JCommTable6.R1C0	4	JCommTable6.R1C0	7
28	Random Controller(1)	M 4_5_times_3_10	1	9	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	Single-KC	28	M  JCommTable6.R0C0	3	JCommTable6.R0C0	6
29	Random Controller(1)	M 4_5_times_3_10	1	5	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	1	1	0	Single-KC	29	M  JCommTable4.R1C0	2	JCommTable4.R1C0	4
30	Random Controller(1)	M 1_7_times_5_6	1	7	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	Single-KC	30	M  JCommTable6.R1C0	5	JCommTable6.R1C0	8
31	Random Controller(1)	M 1_7_times_5_6	1	9	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:02	1/1/1970 0:02	incorrect	2	1	0	Single-KC	31	M  JCommTable6.R0C0	4	JCommTable6.R0C0	7
32	Random Controller(1)	M 1_7_times_5_6	1	5	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	32	M  done	4	done	7
33	Random Controller(1)	M 11_9_times_2_3	1	7	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	33	M  JCommTable6.R1C0	6	JCommTable6.R1C0	9
34	Random Controller(1)	M 11_9_times_2_3	1	9	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	34	M  JCommTable6.R0C0	5	JCommTable6.R0C0	8
35	Random Controller(1)	M 11_9_times_2_3	1	5	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	35	M  done	5	done	8
36	Random Controller(1)	AD 5_6_plus_5_7	1	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	36	AD JCommTable8.R0C0	1	JCommTable8.R0C0	2
37	Random Controller(1)	AD 5_6_plus_5_7	1	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	37	AD JCommTable4.R1C0	3	JCommTable4.R1C0	5
38	Random Controller(1)	AD 5_6_plus_5_7	1	7	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	38	AD JCommTable4.R0C0	1	JCommTable4.R0C0	1
39	Random Controller(1)	AD 5_6_plus_5_7	1	9	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	1	Single-KC	39	AD JCommTable5.R0C0	4	JCommTable5.R0C0	4
40	Random Controller(1)	AD 5_6_plus_5_7	1	15	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	40	AD JCommTable5.R0C0	5	JCommTable5.R0C0	5
41	Random Controller(1)	AD 5_6_plus_5_7	1	21	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	41	AD JCommTable6.R0C0	4	JCommTable6.R0C0	9
42	Random Controller(1)	AD 5_6_plus_5_7	1	23	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	42	AD JCommTable6.R1C0	4	JCommTable6.R1C0	10
43	Random Controller(1)	AD 5_6_plus_5_7	1	25	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	43	AD done	4	done	9
44	Random Controller(1)	AD 3_7_plus_2_8	1	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	44	AD JCommTable8.R0C0	2	JCommTable8.R0C0	3
45	Random Controller(1)	AD 3_7_plus_2_8	1	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	0	Single-KC	45	AD JCommTable6.R1C0	5	JCommTable6.R1C0	11
46	Random Controller(1)	AD 3_7_plus_2_8	1	7	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	46	AD JCommTable4.R0C0	2	JCommTable4.R0C0	2
47	Random Controller(1)	AD 3_7_plus_2_8	1	9	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	47	AD JCommTable5.R1C0	3	JCommTable5.R1C0	3
48	Random Controller(1)	AD 3_7_plus_2_8	1	15	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	48	AD JCommTable5.R0C0	6	JCommTable5.R0C0	6
49	Random Controller(1)	AD 3_7_plus_2_8	1	21	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	49	AD JCommTable6.R0C0	5	JCommTable6.R0C0	10
50	Random Controller(1)	AD 3_7_plus_2_8	1	23	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	50	AD JCommTable6.R1C0	6	JCommTable6.R1C0	12
51	Random Controller(1)	AD 3_7_plus_2_8	1	25	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	51	AD done	5	done	10
52	Random Controller(1)	M 3_7_times_2_8	1	1	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	52	M  JCommTable8.R0C0	2	JCommTable8.R0C0	4
53	Random Controller(1)	M 3_7_times_2_8	1	7	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	53	M  JCommTable6.R1C0	7	JCommTable6.R1C0	13
54	Random Controller(1)	M 3_7_times_2_8	1	9	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	0	Single-KC	54	M  JCommTable4.R1C0	3	JCommTable4.R1C0	6
55	Random Controller(1)	M 3_7_times_2_8	1	5	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	55	M  done	6	done	11
56	Random Controller(1)	M 3_4_times_4_9	1	7	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	56	M  JCommTable6.R1C0	8	JCommTable6.R1C0	14
57	Random Controller(1)	M 3_4_times_4_9	1	9	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	57	M  JCommTable6.R0C0	6	JCommTable6.R0C0	11
58	Random Controller(1)	M 3_4_times_4_9	1	5	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	58	M  done	7	done	12
59	Random Controller(1)	AD 7_8_plus_1_3	1	1	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	59	AD JCommTable8.R0C0	3	JCommTable8.R0C0	5
60	Random Controller(1)	AD 7_8_plus_1_3	1	3	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	60	AD JCommTable4.R1C0	4	JCommTable4.R1C0	7
61	Random Controller(1)	AD 7_8_plus_1_3	1	7	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	61	AD JCommTable4.R0C0	3	JCommTable4.R0C0	3
62	Random Controller(1)	AD 7_8_plus_1_3	1	9	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	62	AD JCommTable5.R1C0	4	JCommTable5.R1C0	4
63	Random Controller(1)	AD 7_8_plus_1_3	1	15	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	63	AD JCommTable5.R0C0	7	JCommTable5.R0C0	7
64	Random Controller(1)	AD 7_8_plus_1_3	1	21	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	64	AD JCommTable6.R0C0	6	JCommTable6.R0C0	12
65	Random Controller(1)	AD 7_8_plus_1_3	1	23	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	65	AD JCommTable6.R1C0	7	JCommTable6.R1C0	15
66	Random Controller(1)	AD 7_8_plus_1_3	1	25	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	66	AD done	6	done	13
67	Random Controller(1)	AD 1_2_plus_2_3	1	1	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	67	AD JCommTable8.R0C0	4	JCommTable8.R0C0	6
68	Random Controller(1)	AD 1_2_plus_2_3	1	3	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	68	AD JCommTable4.R1C0	5	JCommTable4.R1C0	8
69	Random Controller(1)	AD 1_2_plus_2_3	1	7	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	69	AD JCommTable4.R0C0	4	JCommTable4.R0C0	4
70	Random Controller(1)	AD 1_2_plus_2_3	1	9	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	70	AD JCommTable5.R1C0	5	JCommTable5.R1C0	5
71	Random Controller(1)	AD 1_2_plus_2_3	1	15	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	71	AD JCommTable5.R0C0	8	JCommTable5.R0C0	8
72	Random Controller(1)	AD 1_2_plus_2_3	1	21	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	72	AD JCommTable6.R0C0	7	JCommTable6.R0C0	13
73	Random Controller(1)	AD 1_2_plus_2_3	1	23	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	73	AD JCommTable6.R1C0	8	JCommTable6.R1C0	16
74	Random Controller(1)	AD 1_2_plus_2_3	1	25	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	74	AD done	7	done	14
75	Random Controller(1)	M 1_2_times_5_4	1	7	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	75	M  JCommTable6.R1C0	9	JCommTable6.R1C0	17
76	Random Controller(1)	M 1_2_times_5_4	1	9	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	76	M  JCommTable6.R0C0	7	JCommTable6.R0C0	14
77	Random Controller(1)	M 1_2_times_5_4	1	5	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	77	M  done	8	done	15
78	Random Controller(1)	M 3_2_times_1_3	1	7	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	78	M  JCommTable6.R1C0	10	JCommTable6.R1C0	18
79	Random Controller(1)	M 3_2_times_1_3	1	9	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	79	M  JCommTable6.R0C0	8	JCommTable6.R0C0	15
80	Random Controller(1)	M 3_2_times_1_3	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	80	M  done	9	done	16
81	Random Controller(1)	AD 5_6_plus_1_7	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	81	AD JCommTable8.R0C0	5	JCommTable8.R0C0	7
82	Random Controller(1)	AD 5_6_plus_1_7	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	82	AD JCommTable4.R1C0	6	JCommTable4.R1C0	9
83	Random Controller(1)	AD 5_6_plus_1_7	1	7	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	83	AD JCommTable4.R0C0	5	JCommTable4.R0C0	5
84	Random Controller(1)	AD 5_6_plus_1_7	1	9	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	84	AD JCommTable5.R1C0	6	JCommTable5.R1C0	6
85	Random Controller(1)	AD 5_6_plus_1_7	1	15	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	85	AD JCommTable5.R0C0	9	JCommTable5.R0C0	9
86	Random Controller(1)	AD 5_6_plus_1_7	1	21	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	86	AD JCommTable6.R0C0	8	JCommTable6.R0C0	16
87	Random Controller(1)	AD 5_6_plus_1_7	1	23	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	87	AD JCommTable6.R1C0	9	JCommTable6.R1C0	19
88	Random Controller(1)	AD 5_6_plus_1_7	1	25	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	88	AD done	8	done	17
89	Random Controller(1)	M 5_9_times_3_7	1	7	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	89	M  JCommTable6.R1C0	11	JCommTable6.R1C0	20
90	Random Controller(1)	M 5_9_times_3_7	1	9	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	0	Single-KC	90	M  JCommTable6.R0C0	9	JCommTable6.R0C0	17
91	Random Controller(1)	M 5_9_times_3_7	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	91	M  done	10	done	18
92	Random Controller(1)	M 1_4_times_3_2	1	7	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	92	M  JCommTable6.R1C0	12	JCommTable6.R1C0	21
93	Random Controller(1)	M 1_4_times_3_2	1	9	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	93	M  JCommTable6.R0C0	10	JCommTable6.R0C0	18
94	Random Controller(1)	M 1_4_times_3_2	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	94	M  done	11	done	19
95	Random Controller(1)	M 4_5_times_2_7	1	7	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	95	M  JCommTable6.R1C0	13	JCommTable6.R1C0	22
96	Random Controller(1)	M 4_5_times_2_7	1	9	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	96	M  JCommTable6.R0C0	11	JCommTable6.R0C0	19
97	Random Controller(1)	M 4_5_times_2_7	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	97	M  done	12	done	20
98	Random Controller(1)	M 5_3_times_9_8	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	Single-KC	98	M  JCommTable6.R0C0	12	JCommTable6.R0C0	20
99	Random Controller(1)	M 5_3_times_9_8	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	99	M  JCommTable6.R1C0	14	JCommTable6.R1C0	23
100	Random Controller(1)	M 5_3_times_9_8	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	100	M  done	13	done	21
101	Random Controller(1)	M 9_8_times_5_3	1	7	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	101	M  JCommTable6.R1C0	15	JCommTable6.R1C0	24
102	Random Controller(1)	M 9_8_times_5_3	1	9	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	102	M  JCommTable6.R0C0	13	JCommTable6.R0C0	21
103	Random Controller(1)	M 9_8_times_5_3	1	5	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	103	M  done	14	done	22
104	Random Controller(1)	AS 2_9_plus_3_9	1	1	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	1	Single-KC	104	AS JCommTable8.R0C0	1	JCommTable8.R0C0	8
105	Random Controller(1)	AS 2_9_plus_3_9	1	3	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	0	1	1	Single-KC	105	AS JCommTable6.R0C0	1	JCommTable6.R0C0	22
106	Random Controller(1)	AS 2_9_plus_3_9	1	11	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	106	AS done	1	done	23
107	Random Controller(1)	M 2_3_times_1_2	1	7	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	Single-KC	107	M  JCommTable6.R1C0	16	JCommTable6.R1C0	25
108	Random Controller(1)	M 2_3_times_1_2	1	1	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	Single-KC	108	M  JCommTable6.R0C0	14	JCommTable6.R0C0	23
109	Random Controller(1)	M 2_3_times_1_2	1	7	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	109	M  JCommTable6.R1C0	17	JCommTable6.R1C0	26
110	Random Controller(1)	M 2_3_times_1_2	1	9	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	110	M  JCommTable6.R0C0	15	JCommTable6.R0C0	24
111	Random Controller(1)	M 2_3_times_1_2	1	5	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	111	M  done	15	done	24
112	Random Controller(1)	M 4_9_times_1_3	1	7	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	112	M  JCommTable6.R1C0	18	JCommTable6.R1C0	27
113	Random Controller(1)	M 4_9_times_1_3	1	9	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	113	M  JCommTable6.R0C0	16	JCommTable6.R0C0	25
114	Random Controller(1)	M 4_9_times_1_3	1	5	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	114	M  done	16	done	25
115	Random Controller(1)	M 5_4_times_1_2	1	7	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	115	M  JCommTable6.R1C0	19	JCommTable6.R1C0	28
116	Random Controller(1)	M 5_4_times_1_2	1	9	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	116	M  JCommTable6.R0C0	17	JCommTable6.R0C0	26
117	Random Controller(1)	M 5_4_times_1_2	1	5	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	117	M  done	17	done	26
118	Random Controller(1)	M 3_4_times_1_8	1	7	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	118	M  JCommTable6.R1C0	20	JCommTable6.R1C0	29
119	Random Controller(1)	M 3_4_times_1_8	1	9	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	119	M  JCommTable6.R0C0	18	JCommTable6.R0C0	27
