	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Single-KC)	Opportunity (Single-KC)	KC (Selected)	Opportunity (Selected)	Prediction
39443	11	Streak Agent(1)	AD 3_3_plus_7_8	1	JCommTable4.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	AD JCommTable4.R1C0	2	Single-KC	11	JCommTable4.R1C0	2	0.4335475452369864
39444	12	Streak Agent(1)	AD 3_3_plus_7_8	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	AD JCommTable6.R1C0	2	Single-KC	12	JCommTable6.R1C0	2	0.4282026121204245
39445	13	Streak Agent(1)	AD 3_3_plus_7_8	1	JCommTable6.R0C0	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	AD JCommTable6.R0C0	2	Single-KC	13	JCommTable6.R0C0	2	0.47378424333345476
39446	14	Streak Agent(1)	AD 3_3_plus_7_8	1	JCommTable5.R1C0	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	AD JCommTable5.R1C0	2	Single-KC	14	JCommTable5.R1C0	2	0.27823239464864613
39447	15	Streak Agent(1)	AD 3_3_plus_7_8	1	JCommTable4.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	1	1	0	AD JCommTable4.R0C0	2	Single-KC	15	JCommTable4.R0C0	2	0.2946521292419311
39448	16	Streak Agent(1)	AD 3_3_plus_7_8	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	AD JCommTable5.R0C0	2	Single-KC	16	JCommTable5.R0C0	2	0.19323703292923702
39449	17	Streak Agent(1)	AD 3_3_plus_7_8	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	1	1	1	AD JCommTable5.R1C0	3	Single-KC	17	JCommTable5.R1C0	3	0.39236289255976436
39450	18	Streak Agent(1)	AD 3_3_plus_7_8	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	AD JCommTable6.R0C0	3	Single-KC	18	JCommTable6.R0C0	3	0.48517443121033554
39451	19	Streak Agent(1)	AD 3_3_plus_7_8	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	AD JCommTable5.R0C0	3	Single-KC	19	JCommTable5.R0C0	3	0.23024696167722808
39452	20	Streak Agent(1)	AD 3_3_plus_7_8	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	1	1	1	AD JCommTable6.R1C0	3	Single-KC	20	JCommTable6.R1C0	3	0.4371039060559538
39453	21	Streak Agent(1)	AD 3_3_plus_7_8	1	done	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	AD done	3	Single-KC	21	done	3	0.5309311778790675
39454	22	Streak Agent(1)	AD 3_3_plus_7_8	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable6.R0C0	4	Single-KC	22	JCommTable6.R0C0	4	0.4965800408044609
39455	23	Streak Agent(1)	AD 3_3_plus_7_8	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	AD done	4	Single-KC	23	done	4	0.6327824146812471
39456	24	Streak Agent(1)	AD 3_9_plus_4_3	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	AD JCommTable4.R1C0	3	Single-KC	24	JCommTable4.R1C0	3	0.5110764733569539
39457	25	Streak Agent(1)	AD 3_9_plus_4_3	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	AD JCommTable8.R0C0	3	Single-KC	25	JCommTable8.R0C0	3	0.7616741221840003
39458	26	Streak Agent(1)	AD 3_9_plus_4_3	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	AD JCommTable4.R0C0	3	Single-KC	26	JCommTable4.R0C0	3	0.34712831352375906
39459	27	Streak Agent(1)	AD 3_9_plus_4_3	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	AD JCommTable4.R1C0	4	Single-KC	27	JCommTable4.R1C0	4	0.5880761557124241
39460	28	Streak Agent(1)	AD 3_9_plus_4_3	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	AD JCommTable4.R0C0	4	Single-KC	28	JCommTable4.R0C0	4	0.40360258305465413
39461	29	Streak Agent(1)	AD 3_9_plus_4_3	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	AD JCommTable5.R1C0	4	Single-KC	29	JCommTable5.R1C0	4	0.5196062238006403
39462	30	Streak Agent(1)	AD 3_9_plus_4_3	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	AD JCommTable6.R1C0	4	Single-KC	30	JCommTable6.R1C0	4	0.4460458937645922
39463	31	Streak Agent(1)	AD 3_9_plus_4_3	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	1	1	1	AD JCommTable5.R1C0	5	Single-KC	31	JCommTable5.R1C0	5	0.6443559545088829
39464	32	Streak Agent(1)	AD 3_9_plus_4_3	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	AD JCommTable5.R0C0	4	Single-KC	32	JCommTable5.R0C0	4	0.27195580336875
39465	33	Streak Agent(1)	AD 3_9_plus_4_3	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:02	hint	1	1	1	AD JCommTable6.R1C0	5	Single-KC	33	JCommTable6.R1C0	5	0.4550229379768595
39466	34	Streak Agent(1)	AD 3_9_plus_4_3	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	1	1	1	AD JCommTable6.R0C0	5	Single-KC	34	JCommTable6.R0C0	5	0.507989210839514
39467	35	Streak Agent(1)	AD 3_9_plus_4_3	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD done	5	Single-KC	35	done	5	0.7240141325061592
39468	36	Streak Agent(1)	AD 9_7_plus_5_2	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD JCommTable8.R0C0	4	Single-KC	36	JCommTable8.R0C0	4	0.7667445783611168
39469	37	Streak Agent(1)	AD 9_7_plus_5_2	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD JCommTable4.R1C0	5	Single-KC	37	JCommTable4.R1C0	5	0.6609930668876621
39470	38	Streak Agent(1)	AD 9_7_plus_5_2	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	AD JCommTable4.R0C0	5	Single-KC	38	JCommTable4.R0C0	5	0.4627523811393632
39471	39	Streak Agent(1)	AD 9_7_plus_5_2	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD JCommTable5.R1C0	6	Single-KC	39	JCommTable5.R1C0	6	0.7521620617506617
39472	40	Streak Agent(1)	AD 9_7_plus_5_2	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	AD JCommTable6.R0C0	6	Single-KC	40	JCommTable6.R0C0	6	0.5193900652243194
39473	41	Streak Agent(1)	AD 9_7_plus_5_2	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	AD JCommTable5.R0C0	5	Single-KC	41	JCommTable5.R0C0	5	0.31809785134862667
39474	42	Streak Agent(1)	AD 9_7_plus_5_2	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	1	1	1	AD JCommTable4.R0C0	6	Single-KC	42	JCommTable4.R0C0	6	0.5229694590304057
39475	43	Streak Agent(1)	AD 9_7_plus_5_2	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	1	1	1	AD JCommTable5.R0C0	6	Single-KC	43	JCommTable5.R0C0	6	0.3681103394956222
39476	44	Streak Agent(1)	AD 9_7_plus_5_2	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD JCommTable6.R1C0	6	Single-KC	44	JCommTable6.R1C0	6	0.4640293108919257
39477	45	Streak Agent(1)	AD 9_7_plus_5_2	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	3	1	1	AD JCommTable6.R0C0	7	Single-KC	45	JCommTable6.R0C0	7	0.5307707624579983
39478	46	Streak Agent(1)	AD 9_7_plus_5_2	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD done	6	Single-KC	46	done	6	0.799752856060715
39479	47	Streak Agent(1)	AD 7_8_plus_4_3	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD JCommTable8.R0C0	5	Single-KC	47	JCommTable8.R0C0	5	0.7717394874453031
39480	48	Streak Agent(1)	AD 7_8_plus_4_3	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	1	1	0	AD JCommTable4.R1C0	6	Single-KC	48	JCommTable4.R1C0	6	0.7269946281924476
39481	49	Streak Agent(1)	AD 7_8_plus_4_3	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD JCommTable5.R1C0	7	Single-KC	49	JCommTable5.R1C0	7	0.8356254143953061
39482	50	Streak Agent(1)	AD 7_8_plus_4_3	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	AD JCommTable5.R0C0	7	Single-KC	50	JCommTable5.R0C0	7	0.4211298426521838
39483	51	Streak Agent(1)	AD 7_8_plus_4_3	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AD JCommTable4.R0C0	7	Single-KC	51	JCommTable4.R0C0	7	0.5825261349248382
39484	52	Streak Agent(1)	AD 7_8_plus_4_3	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AD JCommTable6.R0C0	8	Single-KC	52	JCommTable6.R0C0	8	0.5421195447297747
39485	53	Streak Agent(1)	AD 7_8_plus_4_3	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AD JCommTable4.R0C0	8	Single-KC	53	JCommTable4.R0C0	8	0.639768996113619
39486	54	Streak Agent(1)	AD 7_8_plus_4_3	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	1	1	1	AD JCommTable5.R0C0	8	Single-KC	54	JCommTable5.R0C0	8	0.4760328981468114
39487	55	Streak Agent(1)	AD 7_8_plus_4_3	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable6.R1C0	7	Single-KC	55	JCommTable6.R1C0	7	0.4730592085589775
39488	56	Streak Agent(1)	AD 7_8_plus_4_3	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	1	1	1	AD JCommTable6.R0C0	9	Single-KC	56	JCommTable6.R0C0	9	0.553424786281871
39489	57	Streak Agent(1)	AD 7_8_plus_4_3	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD done	7	Single-KC	57	done	7	0.8587612958088886
39490	58	Streak Agent(1)	AD 4_7_plus_10_9	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable8.R0C0	6	Single-KC	58	JCommTable8.R0C0	6	0.7766585920477992
39491	59	Streak Agent(1)	AD 4_7_plus_10_9	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AD JCommTable5.R1C0	8	Single-KC	59	JCommTable5.R1C0	8	0.8949083395523556
39492	60	Streak Agent(1)	AD 4_7_plus_10_9	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AD JCommTable4.R0C0	9	Single-KC	60	JCommTable4.R0C0	9	0.6932954254818912
39493	61	Streak Agent(1)	AD 4_7_plus_10_9	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable4.R1C0	7	Single-KC	61	JCommTable4.R1C0	7	0.7843388048824852
39494	62	Streak Agent(1)	AD 4_7_plus_10_9	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	1	1	0	AD JCommTable4.R0C0	10	Single-KC	62	JCommTable4.R0C0	10	0.7420748673914328
39495	63	Streak Agent(1)	AD 4_7_plus_10_9	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AD JCommTable6.R0C0	10	Single-KC	63	JCommTable6.R0C0	10	0.5646750406150347
39496	64	Streak Agent(1)	AD 4_7_plus_10_9	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AD JCommTable5.R0C0	9	Single-KC	64	JCommTable5.R0C0	9	0.5315214230727288
39497	65	Streak Agent(1)	AD 4_7_plus_10_9	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AD JCommTable6.R0C0	11	Single-KC	65	JCommTable6.R0C0	11	0.5758590861335915
39498	66	Streak Agent(1)	AD 4_7_plus_10_9	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	AD JCommTable5.R1C0	9	Single-KC	66	JCommTable5.R1C0	9	0.9344866978729417
39499	67	Streak Agent(1)	AD 4_7_plus_10_9	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AD JCommTable6.R1C0	8	Single-KC	67	JCommTable6.R1C0	8	0.4821067656765967
39500	68	Streak Agent(1)	AD 4_7_plus_10_9	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	AD JCommTable5.R0C0	10	Single-KC	68	JCommTable5.R0C0	10	0.5862412195461495
39501	69	Streak Agent(1)	AD 4_7_plus_10_9	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable6.R1C0	9	Single-KC	69	JCommTable6.R1C0	9	0.4911660707309405
39502	70	Streak Agent(1)	AD 4_7_plus_10_9	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AD JCommTable5.R0C0	11	Single-KC	70	JCommTable5.R0C0	11	0.6389115904027269
39503	71	Streak Agent(1)	AD 4_7_plus_10_9	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable6.R0C0	12	Single-KC	71	JCommTable6.R0C0	12	0.586965969850097
39504	72	Streak Agent(1)	AD 4_7_plus_10_9	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD done	8	Single-KC	72	done	8	0.9025010966265564
39505	73	Streak Agent(1)	AD 8_1_plus_1_9	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable8.R0C0	7	Single-KC	73	JCommTable8.R0C0	7	0.7815017016342329
39506	74	Streak Agent(1)	AD 8_1_plus_1_9	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable4.R1C0	8	Single-KC	74	JCommTable4.R1C0	8	0.8324145586323758
39507	75	Streak Agent(1)	AD 8_1_plus_1_9	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	1	1	0	AD JCommTable5.R1C0	10	Single-KC	75	JCommTable5.R1C0	10	0.9598286219168342
39508	76	Streak Agent(1)	AD 8_1_plus_1_9	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable4.R0C0	11	Single-KC	76	JCommTable4.R0C0	11	0.7854965654897991
39509	77	Streak Agent(1)	AD 8_1_plus_1_9	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable5.R0C0	12	Single-KC	77	JCommTable5.R0C0	12	0.688440448311114
39510	78	Streak Agent(1)	AD 8_1_plus_1_9	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable6.R1C0	10	Single-KC	78	JCommTable6.R1C0	10	0.5002311813903112
39511	79	Streak Agent(1)	AD 8_1_plus_1_9	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable6.R0C0	13	Single-KC	79	JCommTable6.R0C0	13	0.5979850487981727
39512	80	Streak Agent(1)	AD 8_1_plus_1_9	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD done	9	Single-KC	80	done	9	0.9337403909461576
39513	81	Streak Agent(1)	AD 6_1_plus_5_1	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable8.R0C0	8	Single-KC	81	JCommTable8.R0C0	8	0.7862686907457792
39514	82	Streak Agent(1)	AD 6_1_plus_5_1	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable4.R1C0	9	Single-KC	82	JCommTable4.R1C0	9	0.8715285686346395
39515	83	Streak Agent(1)	AD 6_1_plus_5_1	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable5.R1C0	11	Single-KC	83	JCommTable5.R1C0	11	0.9756234668603071
39516	84	Streak Agent(1)	AD 6_1_plus_5_1	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable4.R0C0	12	Single-KC	84	JCommTable4.R0C0	12	0.8233483830045496
39517	85	Streak Agent(1)	AD 6_1_plus_5_1	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable5.R0C0	13	Single-KC	85	JCommTable5.R0C0	13	0.7340040350426013
39518	86	Streak Agent(1)	AD 6_1_plus_5_1	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable6.R1C0	11	Single-KC	86	JCommTable6.R1C0	11	0.5092961400712742
39519	87	Streak Agent(1)	AD 6_1_plus_5_1	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable6.R0C0	14	Single-KC	87	JCommTable6.R0C0	14	0.6089060288352898
39520	88	Streak Agent(1)	AD 6_1_plus_5_1	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD done	10	Single-KC	88	done	10	0.9554643356323512
39521	89	Streak Agent(1)	AD 6_5_plus_3_10	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable8.R0C0	9	Single-KC	89	JCommTable8.R0C0	9	0.7909594971524123
39522	90	Streak Agent(1)	AD 6_5_plus_3_10	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable4.R1C0	10	Single-KC	90	JCommTable4.R1C0	10	0.9025818564942808
39523	91	Streak Agent(1)	AD 6_5_plus_3_10	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable5.R1C0	12	Single-KC	91	JCommTable5.R1C0	12	0.9853030840094589
39524	92	Streak Agent(1)	AD 6_5_plus_3_10	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable4.R0C0	13	Single-KC	92	JCommTable4.R0C0	13	0.8557474172345614
39525	93	Streak Agent(1)	AD 6_5_plus_3_10	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable5.R0C0	14	Single-KC	93	JCommTable5.R0C0	14	0.7750812175805089
39526	94	Streak Agent(1)	AD 6_5_plus_3_10	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable6.R1C0	12	Single-KC	94	JCommTable6.R1C0	12	0.5183549895898397
39527	95	Streak Agent(1)	AD 6_5_plus_3_10	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD JCommTable6.R0C0	15	Single-KC	95	JCommTable6.R0C0	15	0.6197190005544135
39528	96	Streak Agent(1)	AD 6_5_plus_3_10	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	AD done	11	Single-KC	96	done	11	0.9702924499547407
39529	97	Streak Agent(1)	M 6_7_times_9_5	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	M  JCommTable8.R0C0	1	Single-KC	97	JCommTable8.R0C0	10	5.264398907285198e-09
39530	98	Streak Agent(1)	M 6_7_times_9_5	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	1	1	1	M  JCommTable6.R0C0	1	Single-KC	98	JCommTable6.R0C0	16	0.30949967069503403
39531	99	Streak Agent(1)	M 6_7_times_9_5	1	done	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	M  done	1	Single-KC	99	done	12	0.39083676609706014
