	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)	Prediction
3765	11	Random Controller(1)	M 2_10_times_2_7	1	JCommTable6.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	JCommTable6.R0C0	4	Single-KC	11	M  JCommTable6.R0C0	4	0.5842178514146897
3766	12	Random Controller(1)	M 2_10_times_2_7	1	done	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	done	4	Single-KC	12	M  done	4	0.9163214622576072
3767	13	Random Controller(1)	M 3_7_times_6_6	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	JCommTable6.R1C0	5	Single-KC	13	M  JCommTable6.R1C0	5	0.7014295428946284
3768	14	Random Controller(1)	M 3_7_times_6_6	1	JCommTable6.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	JCommTable6.R0C0	5	Single-KC	14	M  JCommTable6.R0C0	5	0.6186489263182164
3769	15	Random Controller(1)	M 3_7_times_6_6	1	done	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	done	5	Single-KC	15	M  done	5	0.9672379400533838
3770	16	Random Controller(1)	AS 10_8_plus_4_8	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	JCommTable6.R1C0	6	Single-KC	16	AS JCommTable6.R1C0	1	0.5535192636270825
3771	17	Random Controller(1)	AS 10_8_plus_4_8	1	done	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	done	6	Single-KC	17	AS done	1	0.694617926503858
3772	18	Random Controller(1)	AS 10_8_plus_4_8	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable6.R1C0	7	Single-KC	18	AS JCommTable6.R1C0	2	0.5748873810335938
3773	19	Random Controller(1)	AS 10_8_plus_4_8	1	JCommTable6.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable6.R0C0	6	Single-KC	19	AS JCommTable6.R0C0	1	0.6144679185093876
3774	20	Random Controller(1)	AS 10_8_plus_4_8	1	done	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	done	7	Single-KC	20	AS done	2	0.7803700906536718
3775	21	Random Controller(1)	AS 1_8_plus_3_8	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable6.R1C0	8	Single-KC	21	AS JCommTable6.R1C0	3	0.5959792918393049
3776	22	Random Controller(1)	AS 1_8_plus_3_8	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable6.R0C0	7	Single-KC	22	AS JCommTable6.R0C0	2	0.6377147173879868
3777	23	Random Controller(1)	AS 1_8_plus_3_8	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	done	8	Single-KC	23	AS done	3	0.8473350463291938
3778	24	Random Controller(1)	AD 2_5_plus_3_4	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable6.R1C0	9	Single-KC	24	AD JCommTable6.R1C0	1	0.3663816906206764
3779	25	Random Controller(1)	AD 2_5_plus_3_4	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable6.R0C0	8	Single-KC	25	AD JCommTable6.R0C0	1	0.4011136314072835
3780	26	Random Controller(1)	AD 2_5_plus_3_4	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable6.R1C0	10	Single-KC	26	AD JCommTable6.R1C0	2	0.37758389453263724
3781	27	Random Controller(1)	AD 2_5_plus_3_4	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable8.R0C0	1	Single-KC	27	AD JCommTable8.R0C0	1	0.803480723024598
3782	28	Random Controller(1)	AD 2_5_plus_3_4	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable4.R1C0	1	Single-KC	28	AD JCommTable4.R1C0	1	0.5043032044607518
3783	29	Random Controller(1)	AD 2_5_plus_3_4	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable4.R0C0	1	Single-KC	29	AD JCommTable4.R0C0	1	0.43283258220503007
3784	30	Random Controller(1)	AD 2_5_plus_3_4	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable5.R1C0	1	Single-KC	30	AD JCommTable5.R1C0	1	0.5506155760075687
3785	31	Random Controller(1)	AD 2_5_plus_3_4	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable6.R1C0	11	Single-KC	31	AD JCommTable6.R1C0	3	0.3889183739171502
3786	32	Random Controller(1)	AD 2_5_plus_3_4	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable6.R0C0	9	Single-KC	32	AD JCommTable6.R0C0	2	0.4150810801654611
3787	33	Random Controller(1)	AD 2_5_plus_3_4	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable5.R0C0	1	Single-KC	33	AD JCommTable5.R0C0	1	0.40385097541153614
3788	34	Random Controller(1)	AD 2_5_plus_3_4	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable6.R1C0	12	Single-KC	34	AD JCommTable6.R1C0	4	0.4003742323568666
3789	35	Random Controller(1)	AD 2_5_plus_3_4	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	JCommTable6.R0C0	10	Single-KC	35	AD JCommTable6.R0C0	3	0.42918634637786024
3790	36	Random Controller(1)	AD 2_5_plus_3_4	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	done	9	Single-KC	36	AD done	1	0.3836477631256832
3791	37	Random Controller(1)	AS 7_4_plus_1_4	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable8.R0C0	2	Single-KC	37	AS JCommTable8.R0C0	1	8.518243370523044e-62
3792	38	Random Controller(1)	AS 7_4_plus_1_4	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable5.R1C0	2	Single-KC	38	AS JCommTable5.R1C0	1	2.622009219066199e-11
3793	39	Random Controller(1)	AS 7_4_plus_1_4	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable4.R0C0	2	Single-KC	39	AS JCommTable4.R0C0	1	1.9102170211884137e-12
3794	40	Random Controller(1)	AS 7_4_plus_1_4	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable6.R1C0	13	Single-KC	40	AS JCommTable6.R1C0	4	0.6167224136407221
3795	41	Random Controller(1)	AS 7_4_plus_1_4	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable6.R0C0	11	Single-KC	41	AS JCommTable6.R0C0	3	0.6603346320441174
3796	42	Random Controller(1)	AS 7_4_plus_1_4	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	10	Single-KC	42	AS done	4	0.8965881111343588
3797	43	Random Controller(1)	AS 7_4_plus_8_4	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R1C0	14	Single-KC	43	AS JCommTable6.R1C0	5	0.6370491243178725
3798	44	Random Controller(1)	AS 7_4_plus_8_4	1	done	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	done	11	Single-KC	44	AS done	5	0.9312405066866843
3799	45	Random Controller(1)	AS 7_4_plus_8_4	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable4.R0C0	3	Single-KC	45	AS JCommTable4.R0C0	2	1.9102170211884137e-12
3800	46	Random Controller(1)	AS 7_4_plus_8_4	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	12	Single-KC	46	AS JCommTable6.R0C0	4	0.6822459463193947
3801	47	Random Controller(1)	AS 7_4_plus_8_4	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	12	Single-KC	47	AS done	6	0.9548657292299155
3802	48	Random Controller(1)	AS 9_4_plus_8_4	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R1C0	15	Single-KC	48	AS JCommTable6.R1C0	6	0.6568975587062621
3803	49	Random Controller(1)	AS 9_4_plus_8_4	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	13	Single-KC	49	AS JCommTable6.R0C0	5	0.7033787209046821
3804	50	Random Controller(1)	AS 9_4_plus_8_4	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	13	Single-KC	50	AS done	7	0.970629527286367
3805	51	Random Controller(1)	M 7_10_times_9_10	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	0	JCommTable6.R1C0	16	Single-KC	51	M  JCommTable6.R1C0	6	0.7398471868632269
3806	52	Random Controller(1)	M 7_10_times_9_10	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	14	Single-KC	52	M  JCommTable6.R0C0	6	0.6519275039446087
3807	53	Random Controller(1)	M 7_10_times_9_10	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	14	Single-KC	53	M  done	6	0.9875924145077725
3808	54	Random Controller(1)	AS 4_7_plus_2_7	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R1C0	17	Single-KC	54	AS JCommTable6.R1C0	7	0.6762122422459711
3809	55	Random Controller(1)	AS 4_7_plus_2_7	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	15	Single-KC	55	AS JCommTable6.R0C0	6	0.7236752712927906
3810	56	Random Controller(1)	AS 4_7_plus_2_7	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	15	Single-KC	56	AS done	8	0.9809971604130854
3811	57	Random Controller(1)	AD 10_7_plus_8_9	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R1C0	18	Single-KC	57	AD JCommTable6.R1C0	5	0.41194005707170556
3812	58	Random Controller(1)	AD 10_7_plus_8_9	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable8.R0C0	3	Single-KC	58	AD JCommTable8.R0C0	2	0.8136908487678103
3813	59	Random Controller(1)	AD 10_7_plus_8_9	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R1C0	19	Single-KC	59	AD JCommTable6.R1C0	6	0.4236039601661247
3814	60	Random Controller(1)	AD 10_7_plus_8_9	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R1C0	2	Single-KC	60	AD JCommTable4.R1C0	2	0.5378179665365452
3815	61	Random Controller(1)	AD 10_7_plus_8_9	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable5.R0C0	2	Single-KC	61	AD JCommTable5.R0C0	2	0.4289974304200979
3816	62	Random Controller(1)	AD 10_7_plus_8_9	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R1C0	20	Single-KC	62	AD JCommTable6.R1C0	7	0.4353536241331635
3817	63	Random Controller(1)	AD 10_7_plus_8_9	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R0C0	16	Single-KC	63	AD JCommTable6.R0C0	4	0.4434075771326098
3818	64	Random Controller(1)	AD 10_7_plus_8_9	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable4.R0C0	4	Single-KC	64	AD JCommTable4.R0C0	2	0.46710764837978225
3819	65	Random Controller(1)	AD 10_7_plus_8_9	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R1C0	21	Single-KC	65	AD JCommTable6.R1C0	8	0.4471763512822306
3820	66	Random Controller(1)	AD 10_7_plus_8_9	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	JCommTable5.R1C0	3	Single-KC	66	AD JCommTable5.R1C0	2	0.5727598653143153
3821	67	Random Controller(1)	AD 10_7_plus_8_9	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	JCommTable5.R0C0	3	Single-KC	67	AD JCommTable5.R0C0	3	0.4545158850069234
3822	68	Random Controller(1)	AD 10_7_plus_8_9	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	22	Single-KC	68	AD JCommTable6.R1C0	9	0.4590591166973687
3823	69	Random Controller(1)	AD 10_7_plus_8_9	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	JCommTable6.R0C0	17	Single-KC	69	AD JCommTable6.R0C0	5	0.4577221685710986
3824	70	Random Controller(1)	AD 10_7_plus_8_9	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	16	Single-KC	70	AD done	2	0.5125752697466811
3825	71	Random Controller(1)	AS 2_6_plus_4_6	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable4.R1C0	3	Single-KC	71	AS JCommTable4.R1C0	1	1.658018669856948e-16
3826	72	Random Controller(1)	AS 2_6_plus_4_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	23	Single-KC	72	AS JCommTable6.R1C0	8	0.6949445523519384
3827	73	Random Controller(1)	AS 2_6_plus_4_6	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable8.R0C0	4	Single-KC	73	AS JCommTable8.R0C0	2	8.518243370523044e-62
3828	74	Random Controller(1)	AS 2_6_plus_4_6	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	18	Single-KC	74	AS JCommTable6.R0C0	7	0.7430902771785802
3829	75	Random Controller(1)	AS 2_6_plus_4_6	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	17	Single-KC	75	AS done	9	0.9877512532454985
3830	76	Random Controller(1)	AS 6_9_plus_10_9	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	24	Single-KC	76	AS JCommTable6.R1C0	9	0.7130530057378468
3831	77	Random Controller(1)	AS 6_9_plus_10_9	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	19	Single-KC	77	AS JCommTable6.R0C0	8	0.7615905565289731
3832	78	Random Controller(1)	AS 6_9_plus_10_9	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	18	Single-KC	78	AS done	10	0.9921240426674558
3833	79	Random Controller(1)	M 3_9_times_5_8	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	25	Single-KC	79	M  JCommTable6.R1C0	7	0.7749078777691464
3834	80	Random Controller(1)	M 3_9_times_5_8	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	0	JCommTable6.R0C0	20	Single-KC	80	M  JCommTable6.R0C0	7	0.6837863939884489
3835	81	Random Controller(1)	M 3_9_times_5_8	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	19	Single-KC	81	M  done	7	0.9953616651828247
3836	82	Random Controller(1)	M 1_10_times_9_4	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	26	Single-KC	82	M  JCommTable6.R1C0	8	0.8064793939498471
3837	83	Random Controller(1)	M 1_10_times_9_4	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	21	Single-KC	83	M  JCommTable6.R0C0	8	0.7140084773663478
3838	84	Random Controller(1)	M 1_10_times_9_4	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	20	Single-KC	84	M  done	8	0.9982745481818406
3839	85	Random Controller(1)	AD 4_7_plus_5_5	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable8.R0C0	5	Single-KC	85	AD JCommTable8.R0C0	3	0.8234870446321205
3840	86	Random Controller(1)	AD 4_7_plus_5_5	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable5.R1C0	4	Single-KC	86	AD JCommTable5.R1C0	3	0.5946163358993567
3841	87	Random Controller(1)	AD 4_7_plus_5_5	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R1C0	4	Single-KC	87	AD JCommTable4.R1C0	3	0.5709943946686278
3842	88	Random Controller(1)	AD 4_7_plus_5_5	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable4.R0C0	5	Single-KC	88	AD JCommTable4.R0C0	3	0.5016960265008061
3843	89	Random Controller(1)	AD 4_7_plus_5_5	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R1C0	5	Single-KC	89	AD JCommTable5.R1C0	4	0.6161041137500302
3844	90	Random Controller(1)	AD 4_7_plus_5_5	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R0C0	4	Single-KC	90	AD JCommTable5.R0C0	4	0.4802755259549655
3845	91	Random Controller(1)	AD 4_7_plus_5_5	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	27	Single-KC	91	AD JCommTable6.R1C0	10	0.47098862427732785
3846	92	Random Controller(1)	AD 4_7_plus_5_5	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	1	JCommTable6.R0C0	22	Single-KC	92	AD JCommTable6.R0C0	6	0.4721069055042184
3847	93	Random Controller(1)	AD 4_7_plus_5_5	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	21	Single-KC	93	AD done	3	0.6398509172857016
3848	94	Random Controller(1)	AD 2_9_plus_4_8	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable8.R0C0	6	Single-KC	94	AD JCommTable8.R0C0	4	0.8328739484023182
3849	95	Random Controller(1)	AD 2_9_plus_4_8	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable5.R1C0	6	Single-KC	95	AD JCommTable5.R1C0	5	0.6371479493873202
3850	96	Random Controller(1)	AD 2_9_plus_4_8	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable4.R1C0	5	Single-KC	96	AD JCommTable4.R1C0	4	0.6035448634675122
3851	97	Random Controller(1)	AD 2_9_plus_4_8	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable4.R0C0	6	Single-KC	97	AD JCommTable4.R0C0	4	0.5362681796390685
3852	98	Random Controller(1)	AD 2_9_plus_4_8	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable5.R0C0	5	Single-KC	98	AD JCommTable5.R0C0	5	0.5061404656194878
3853	99	Random Controller(1)	AD 2_9_plus_4_8	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R1C0	7	Single-KC	99	AD JCommTable5.R1C0	6	0.6576791725538944
3854	100	Random Controller(1)	AD 2_9_plus_4_8	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	JCommTable5.R0C0	6	Single-KC	100	AD JCommTable5.R0C0	6	0.5319725785106695
3855	101	Random Controller(1)	AD 2_9_plus_4_8	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	28	Single-KC	101	AD JCommTable6.R1C0	11	0.4829513653595309
3856	102	Random Controller(1)	AD 2_9_plus_4_8	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	23	Single-KC	102	AD JCommTable6.R0C0	7	0.4865381094602406
