Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Selected)	Opportunity (Selected)	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Single-KC)	Opportunity (Single-KC)
32	BKT Controller(1)	AD 6_7_plus_1_6	1	23	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable6.R1C0	6	AD JCommTable6.R1C0	3	Single-KC	32
33	BKT Controller(1)	AD 6_7_plus_1_6	1	25	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	4	AD done	3	Single-KC	33
34	BKT Controller(1)	AD 3_7_plus_2_8	2	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable8.R0C0	3	AD JCommTable8.R0C0	3	Single-KC	34
35	BKT Controller(1)	AD 3_7_plus_2_8	2	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	0	JCommTable5.R1C0	5	AD JCommTable5.R1C0	3	Single-KC	35
36	BKT Controller(1)	AD 3_7_plus_2_8	2	7	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R0C0	3	AD JCommTable4.R0C0	3	Single-KC	36
37	BKT Controller(1)	AD 3_7_plus_2_8	2	9	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	0	JCommTable5.R0C0	3	AD JCommTable5.R0C0	3	Single-KC	37
38	BKT Controller(1)	AD 3_7_plus_2_8	2	15	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	0	JCommTable6.R0C0	8	AD JCommTable6.R0C0	7	Single-KC	38
39	BKT Controller(1)	AD 3_7_plus_2_8	2	17	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R1C0	7	AD JCommTable6.R1C0	4	Single-KC	39
40	BKT Controller(1)	AD 3_7_plus_2_8	2	19	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	9	AD JCommTable6.R0C0	8	Single-KC	40
41	BKT Controller(1)	AD 3_7_plus_2_8	2	25	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	5	AD done	4	Single-KC	41
42	BKT Controller(1)	AD 5_6_plus_1_7	1	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	3	1	1	JCommTable4.R0C0	4	AD JCommTable4.R0C0	4	Single-KC	42
43	BKT Controller(1)	AD 5_6_plus_1_7	1	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable4.R1C0	7	AD JCommTable4.R1C0	5	Single-KC	43
44	BKT Controller(1)	AD 5_6_plus_1_7	1	7	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R0C0	5	AD JCommTable4.R0C0	5	Single-KC	44
45	BKT Controller(1)	AD 5_6_plus_1_7	1	9	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable5.R1C0	6	AD JCommTable5.R1C0	4	Single-KC	45
46	BKT Controller(1)	AD 5_6_plus_1_7	1	15	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable5.R0C0	4	AD JCommTable5.R0C0	4	Single-KC	46
47	BKT Controller(1)	AD 5_6_plus_1_7	1	21	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	10	AD JCommTable6.R0C0	9	Single-KC	47
48	BKT Controller(1)	AD 5_6_plus_1_7	1	23	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R1C0	8	AD JCommTable6.R1C0	5	Single-KC	48
49	BKT Controller(1)	AD 5_6_plus_1_7	1	25	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	6	AD done	5	Single-KC	49
50	BKT Controller(1)	M 3_10_times_4_5	1	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	11	M  JCommTable6.R0C0	2	Single-KC	50
51	BKT Controller(1)	M 3_10_times_4_5	1	3	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	0	done	7	M  done	2	Single-KC	51
52	BKT Controller(1)	M 3_10_times_4_5	1	5	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	8	M  done	3	Single-KC	52
53	BKT Controller(1)	M 4_5_times_2_7	1	1	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	12	M  JCommTable6.R0C0	3	Single-KC	53
54	BKT Controller(1)	M 4_5_times_2_7	1	3	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	9	M  JCommTable6.R1C0	4	Single-KC	54
55	BKT Controller(1)	M 4_5_times_2_7	1	5	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	9	M  done	4	Single-KC	55
56	BKT Controller(1)	M 4_5_times_3_10	1	1	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	13	M  JCommTable6.R0C0	4	Single-KC	56
57	BKT Controller(1)	M 4_5_times_3_10	1	3	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	10	M  JCommTable6.R1C0	5	Single-KC	57
58	BKT Controller(1)	M 4_5_times_3_10	1	5	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	10	M  done	5	Single-KC	58
59	BKT Controller(1)	AS 2_6_plus_3_6	1	1	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable8.R0C0	4	AS JCommTable8.R0C0	1	Single-KC	59
60	BKT Controller(1)	AS 2_6_plus_3_6	1	7	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable6.R0C0	14	AS JCommTable6.R0C0	1	Single-KC	60
61	BKT Controller(1)	AS 2_6_plus_3_6	1	1	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	1	JCommTable6.R1C0	11	AS JCommTable6.R1C0	1	Single-KC	61
62	BKT Controller(1)	AS 2_6_plus_3_6	1	3	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	1	done	11	AS done	1	Single-KC	62
63	BKT Controller(1)	AS 2_6_plus_3_6	1	11	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	done	12	AS done	2	Single-KC	63
64	BKT Controller(1)	M 9_8_times_5_3	1	1	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable6.R0C0	15	M  JCommTable6.R0C0	5	Single-KC	64
65	BKT Controller(1)	M 9_8_times_5_3	1	7	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	1	JCommTable6.R1C0	12	M  JCommTable6.R1C0	6	Single-KC	65
66	BKT Controller(1)	M 9_8_times_5_3	1	1	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	16	M  JCommTable6.R0C0	6	Single-KC	66
67	BKT Controller(1)	M 9_8_times_5_3	1	3	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	1	JCommTable5.R1C0	7	M  JCommTable5.R1C0	3	Single-KC	67
68	BKT Controller(1)	M 9_8_times_5_3	1	5	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	13	M  done	6	Single-KC	68
69	BKT Controller(1)	M 9_8_times_5_3	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	17	M  JCommTable6.R0C0	7	Single-KC	69
70	BKT Controller(1)	M 9_8_times_5_3	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	13	M  JCommTable6.R1C0	7	Single-KC	70
71	BKT Controller(1)	M 9_8_times_5_3	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	14	M  done	7	Single-KC	71
72	BKT Controller(1)	M 5_4_times_1_2	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	18	M  JCommTable6.R0C0	8	Single-KC	72
73	BKT Controller(1)	M 5_4_times_1_2	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	14	M  JCommTable6.R1C0	8	Single-KC	73
74	BKT Controller(1)	M 5_4_times_1_2	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	15	M  done	8	Single-KC	74
75	BKT Controller(1)	M 6_7_times_1_6	1	7	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	15	M  JCommTable6.R1C0	9	Single-KC	75
76	BKT Controller(1)	M 6_7_times_1_6	1	9	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	JCommTable6.R0C0	19	M  JCommTable6.R0C0	9	Single-KC	76
77	BKT Controller(1)	M 6_7_times_1_6	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	16	M  done	9	Single-KC	77
78	BKT Controller(1)	M 3_7_times_5_9	1	7	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	16	M  JCommTable6.R1C0	10	Single-KC	78
79	BKT Controller(1)	M 3_7_times_5_9	1	9	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	1	JCommTable4.R1C0	8	M  JCommTable4.R1C0	3	Single-KC	79
80	BKT Controller(1)	M 3_7_times_5_9	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	17	M  done	10	Single-KC	80
81	BKT Controller(1)	M 6_7_times_1_6	2	7	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	17	M  JCommTable6.R1C0	11	Single-KC	81
82	BKT Controller(1)	M 6_7_times_1_6	2	9	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	20	M  JCommTable6.R0C0	10	Single-KC	82
83	BKT Controller(1)	M 6_7_times_1_6	2	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	18	M  done	11	Single-KC	83
84	BKT Controller(1)	M 1_8_times_3_4	1	7	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	18	M  JCommTable6.R1C0	12	Single-KC	84
85	BKT Controller(1)	M 1_8_times_3_4	1	9	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	21	M  JCommTable6.R0C0	11	Single-KC	85
86	BKT Controller(1)	M 1_8_times_3_4	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	19	M  done	12	Single-KC	86
87	BKT Controller(1)	M 5_3_times_9_8	1	7	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	19	M  JCommTable6.R1C0	13	Single-KC	87
88	BKT Controller(1)	M 5_3_times_9_8	1	9	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	22	M  JCommTable6.R0C0	12	Single-KC	88
89	BKT Controller(1)	M 5_3_times_9_8	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	20	M  done	13	Single-KC	89
90	BKT Controller(1)	AD 5_6_plus_5_7	1	1	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable8.R0C0	5	AD JCommTable8.R0C0	4	Single-KC	90
91	BKT Controller(1)	AD 5_6_plus_5_7	1	3	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	3	1	1	JCommTable4.R0C0	6	AD JCommTable4.R0C0	6	Single-KC	91
92	BKT Controller(1)	AD 5_6_plus_5_7	1	11	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable5.R1C0	8	AD JCommTable5.R1C0	5	Single-KC	92
93	BKT Controller(1)	AD 5_6_plus_5_7	1	13	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	2	1	0	JCommTable6.R1C0	20	AD JCommTable6.R1C0	6	Single-KC	93
94	BKT Controller(1)	AD 5_6_plus_5_7	1	15	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable5.R0C0	5	AD JCommTable5.R0C0	5	Single-KC	94
95	BKT Controller(1)	AD 5_6_plus_5_7	1	21	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable6.R0C0	23	AD JCommTable6.R0C0	10	Single-KC	95
96	BKT Controller(1)	AD 5_6_plus_5_7	1	23	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	0	1	1	JCommTable6.R1C0	21	AD JCommTable6.R1C0	7	Single-KC	96
97	BKT Controller(1)	AD 5_6_plus_5_7	1	25	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	done	21	AD done	6	Single-KC	97
98	BKT Controller(1)	M 1_4_times_3_2	1	1	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	JCommTable8.R0C0	6	M  JCommTable8.R0C0	1	Single-KC	98
99	BKT Controller(1)	M 1_4_times_3_2	1	7	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable6.R1C0	22	M  JCommTable6.R1C0	14	Single-KC	99
100	BKT Controller(1)	M 1_4_times_3_2	1	9	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable6.R0C0	24	M  JCommTable6.R0C0	13	Single-KC	100
101	BKT Controller(1)	M 1_4_times_3_2	1	5	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	done	22	M  done	14	Single-KC	101
102	BKT Controller(1)	AS 11_2_plus_3_2	1	1	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	1	JCommTable6.R1C0	23	AS JCommTable6.R1C0	2	Single-KC	102
103	BKT Controller(1)	AS 11_2_plus_3_2	1	3	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable6.R0C0	25	AS JCommTable6.R0C0	2	Single-KC	103
104	BKT Controller(1)	AS 11_2_plus_3_2	1	11	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	done	23	AS done	3	Single-KC	104
1	BKT Controller(2)	M 1_6_times_6_7	1	1	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	0	1	1	JCommTable6.R0C0	1	M  JCommTable6.R0C0	1	Single-KC	1
2	BKT Controller(2)	M 1_6_times_6_7	1	3	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	0	1	1	JCommTable6.R1C0	1	M  JCommTable6.R1C0	1	Single-KC	2
3	BKT Controller(2)	M 1_6_times_6_7	1	5	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	0	1	1	done	1	M  done	1	Single-KC	3
4	BKT Controller(2)	M 1_7_times_5_6	1	7	1/1/1970 0:06	1/1/1970 0:06		1/1/1970 0:06	incorrect	1	0	0	JCommTable6.R1C0	2	M  JCommTable6.R1C0	2	Single-KC	4
5	BKT Controller(2)	M 1_7_times_5_6	1	1	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	1	1	1	done	2	M  done	2	Single-KC	5
6	BKT Controller(2)	M 1_7_times_5_6	1	3	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	hint	0	1	1	JCommTable6.R1C0	3	M  JCommTable6.R1C0	3	Single-KC	6
7	BKT Controller(2)	M 1_7_times_5_6	1	5	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	done	3	M  done	3	Single-KC	7
8	BKT Controller(2)	M 9_8_times_5_3	1	1	1/1/1970 0:06	1/1/1970 0:06		1/1/1970 0:06	incorrect	1	0	0	JCommTable6.R0C0	2	M  JCommTable6.R0C0	2	Single-KC	8
9	BKT Controller(2)	M 9_8_times_5_3	1	7	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	JCommTable6.R1C0	4	M  JCommTable6.R1C0	4	Single-KC	9
10	BKT Controller(2)	M 9_8_times_5_3	1	9	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	1	1	1	JCommTable6.R0C0	3	M  JCommTable6.R0C0	3	Single-KC	10
11	BKT Controller(2)	M 9_8_times_5_3	1	5	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	done	4	M  done	4	Single-KC	11
12	BKT Controller(2)	M 1_3_times_1_6	1	7	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	JCommTable6.R1C0	5	M  JCommTable6.R1C0	5	Single-KC	12
13	BKT Controller(2)	M 1_3_times_1_6	1	9	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	JCommTable6.R0C0	4	M  JCommTable6.R0C0	4	Single-KC	13
14	BKT Controller(2)	M 1_3_times_1_6	1	5	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	done	5	M  done	5	Single-KC	14
15	BKT Controller(2)	M 4_9_times_3_4	1	7	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	JCommTable6.R1C0	6	M  JCommTable6.R1C0	6	Single-KC	15
