Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Single-KC)	Opportunity (Single-KC)	KC (Selected)	Opportunity (Selected)
11	BKT Controller(1)	AS 7_9_plus_4_9	1	11	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	AS done	2	Single-KC	11	done	4
12	BKT Controller(1)	M 6_7_times_1_6	1	7	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	M  JCommTable6.R1C0	3	Single-KC	12	JCommTable6.R1C0	5
13	BKT Controller(1)	M 6_7_times_1_6	1	1	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	incorrect	1	1	0	M  JCommTable6.R0C0	1	Single-KC	13	JCommTable6.R0C0	4
14	BKT Controller(1)	M 6_7_times_1_6	1	3	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	incorrect	1	1	0	M  done	3	Single-KC	14	done	5
15	BKT Controller(1)	M 6_7_times_1_6	1	5	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	M  done	4	Single-KC	15	done	6
16	BKT Controller(1)	M 5_6_times_2_3	1	1	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  JCommTable6.R0C0	2	Single-KC	16	JCommTable6.R0C0	5
17	BKT Controller(1)	M 5_6_times_2_3	1	3	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  JCommTable6.R1C0	4	Single-KC	17	JCommTable6.R1C0	6
18	BKT Controller(1)	M 5_6_times_2_3	1	5	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  done	5	Single-KC	18	done	7
19	BKT Controller(1)	M 5_6_times_1_7	1	1	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  JCommTable6.R0C0	3	Single-KC	19	JCommTable6.R0C0	6
20	BKT Controller(1)	M 5_6_times_1_7	1	3	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  JCommTable6.R1C0	5	Single-KC	20	JCommTable6.R1C0	7
21	BKT Controller(1)	M 5_6_times_1_7	1	5	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  done	6	Single-KC	21	done	8
22	BKT Controller(1)	M 4_9_times_3_4	1	1	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  JCommTable6.R0C0	4	Single-KC	22	JCommTable6.R0C0	7
23	BKT Controller(1)	M 4_9_times_3_4	1	3	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  JCommTable6.R1C0	6	Single-KC	23	JCommTable6.R1C0	8
24	BKT Controller(1)	M 4_9_times_3_4	1	5	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	M  done	7	Single-KC	24	done	9
25	BKT Controller(1)	AD 5_3_plus_2_5	1	1	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	AD JCommTable6.R1C0	1	Single-KC	25	JCommTable6.R1C0	9
26	BKT Controller(1)	AD 5_3_plus_2_5	1	3	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	AD JCommTable4.R1C0	1	Single-KC	26	JCommTable4.R1C0	1
27	BKT Controller(1)	AD 5_3_plus_2_5	1	7	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	AD JCommTable6.R0C0	1	Single-KC	27	JCommTable6.R0C0	8
28	BKT Controller(1)	AD 5_3_plus_2_5	1	9	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	AD JCommTable5.R1C0	1	Single-KC	28	JCommTable5.R1C0	1
29	BKT Controller(1)	AD 5_3_plus_2_5	1	15	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	AD JCommTable5.R0C0	1	Single-KC	29	JCommTable5.R0C0	1
30	BKT Controller(1)	AD 5_3_plus_2_5	1	17	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	AD JCommTable6.R1C0	2	Single-KC	30	JCommTable6.R1C0	10
31	BKT Controller(1)	AD 5_3_plus_2_5	1	19	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	AD done	1	Single-KC	31	done	10
32	BKT Controller(1)	AD 5_3_plus_2_5	1	25	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	AD done	2	Single-KC	32	done	11
33	BKT Controller(1)	M 1_4_times_7_8	1	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	0	M  JCommTable8.R0C0	1	Single-KC	33	JCommTable8.R0C0	1
34	BKT Controller(1)	M 1_4_times_7_8	1	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	3	1	1	M  JCommTable4.R1C0	1	Single-KC	34	JCommTable4.R1C0	2
35	BKT Controller(1)	M 1_4_times_7_8	1	5	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  done	8	Single-KC	35	done	12
36	BKT Controller(1)	M 5_9_times_3_7	1	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R0C0	5	Single-KC	36	JCommTable6.R0C0	9
37	BKT Controller(1)	M 5_9_times_3_7	1	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R1C0	7	Single-KC	37	JCommTable6.R1C0	11
38	BKT Controller(1)	M 5_9_times_3_7	1	5	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  done	9	Single-KC	38	done	13
39	BKT Controller(1)	AS 7_9_plus_4_9	2	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	0	AS JCommTable4.R1C0	1	Single-KC	39	JCommTable4.R1C0	3
40	BKT Controller(1)	AS 7_9_plus_4_9	2	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AS JCommTable6.R0C0	4	Single-KC	40	JCommTable6.R0C0	10
41	BKT Controller(1)	AS 7_9_plus_4_9	2	11	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	AS done	3	Single-KC	41	done	14
42	BKT Controller(1)	M 1_6_times_6_7	1	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R0C0	6	Single-KC	42	JCommTable6.R0C0	11
43	BKT Controller(1)	M 1_6_times_6_7	1	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R1C0	8	Single-KC	43	JCommTable6.R1C0	12
44	BKT Controller(1)	M 1_6_times_6_7	1	5	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  done	10	Single-KC	44	done	15
45	BKT Controller(1)	M 11_9_times_2_3	1	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R0C0	7	Single-KC	45	JCommTable6.R0C0	12
46	BKT Controller(1)	M 11_9_times_2_3	1	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R1C0	9	Single-KC	46	JCommTable6.R1C0	13
47	BKT Controller(1)	M 11_9_times_2_3	1	5	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  done	11	Single-KC	47	done	16
48	BKT Controller(1)	M 1_3_times_4_9	1	1	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R0C0	8	Single-KC	48	JCommTable6.R0C0	13
49	BKT Controller(1)	M 1_3_times_4_9	1	3	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  JCommTable6.R1C0	10	Single-KC	49	JCommTable6.R1C0	14
50	BKT Controller(1)	M 1_3_times_4_9	1	5	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	M  done	12	Single-KC	50	done	17
51	BKT Controller(1)	AD 6_7_plus_1_6	1	1	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable8.R0C0	1	Single-KC	51	JCommTable8.R0C0	2
52	BKT Controller(1)	AD 6_7_plus_1_6	1	3	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	AD JCommTable4.R1C0	2	Single-KC	52	JCommTable4.R1C0	4
53	BKT Controller(1)	AD 6_7_plus_1_6	1	7	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable4.R0C0	1	Single-KC	53	JCommTable4.R0C0	1
54	BKT Controller(1)	AD 6_7_plus_1_6	1	9	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	1	AD JCommTable6.R1C0	3	Single-KC	54	JCommTable6.R1C0	15
55	BKT Controller(1)	AD 6_7_plus_1_6	1	15	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	0	AD JCommTable6.R0C0	2	Single-KC	55	JCommTable6.R0C0	14
56	BKT Controller(1)	AD 6_7_plus_1_6	1	21	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	AD JCommTable6.R0C0	3	Single-KC	56	JCommTable6.R0C0	15
57	BKT Controller(1)	AD 6_7_plus_1_6	1	17	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD JCommTable6.R1C0	4	Single-KC	57	JCommTable6.R1C0	16
58	BKT Controller(1)	AD 6_7_plus_1_6	1	19	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	AD JCommTable6.R0C0	4	Single-KC	58	JCommTable6.R0C0	16
59	BKT Controller(1)	AD 6_7_plus_1_6	1	25	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AD done	3	Single-KC	59	done	18
60	BKT Controller(1)	M 1_3_times_1_6	1	1	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  JCommTable6.R0C0	9	Single-KC	60	JCommTable6.R0C0	17
61	BKT Controller(1)	M 1_3_times_1_6	1	3	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  JCommTable6.R1C0	11	Single-KC	61	JCommTable6.R1C0	17
62	BKT Controller(1)	M 1_3_times_1_6	1	5	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  done	13	Single-KC	62	done	19
63	BKT Controller(1)	M 2_3_times_5_6	1	1	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  JCommTable6.R0C0	10	Single-KC	63	JCommTable6.R0C0	18
64	BKT Controller(1)	M 2_3_times_5_6	1	3	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  JCommTable6.R1C0	12	Single-KC	64	JCommTable6.R1C0	18
65	BKT Controller(1)	M 2_3_times_5_6	1	5	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	M  done	14	Single-KC	65	done	20
66	BKT Controller(1)	AS 7_9_plus_4_9	3	1	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	0	AS JCommTable8.R0C0	1	Single-KC	66	JCommTable8.R0C0	3
67	BKT Controller(1)	AS 7_9_plus_4_9	3	3	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AS JCommTable6.R0C0	5	Single-KC	67	JCommTable6.R0C0	19
68	BKT Controller(1)	AS 7_9_plus_4_9	3	11	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	AS done	4	Single-KC	68	done	21
69	BKT Controller(1)	M 4_5_times_2_7	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	11	Single-KC	69	JCommTable6.R0C0	20
70	BKT Controller(1)	M 4_5_times_2_7	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	13	Single-KC	70	JCommTable6.R1C0	19
71	BKT Controller(1)	M 4_5_times_2_7	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	15	Single-KC	71	done	22
72	BKT Controller(1)	M 1_7_times_5_6	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	12	Single-KC	72	JCommTable6.R0C0	21
73	BKT Controller(1)	M 1_7_times_5_6	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	14	Single-KC	73	JCommTable6.R1C0	20
74	BKT Controller(1)	M 1_7_times_5_6	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	16	Single-KC	74	done	23
75	BKT Controller(1)	M 5_3_times_9_8	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	13	Single-KC	75	JCommTable6.R0C0	22
76	BKT Controller(1)	M 5_3_times_9_8	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	15	Single-KC	76	JCommTable6.R1C0	21
77	BKT Controller(1)	M 5_3_times_9_8	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	17	Single-KC	77	done	24
78	BKT Controller(1)	M 2_5_times_7_10	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	14	Single-KC	78	JCommTable6.R0C0	23
79	BKT Controller(1)	M 2_5_times_7_10	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	16	Single-KC	79	JCommTable6.R1C0	22
80	BKT Controller(1)	M 2_5_times_7_10	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	18	Single-KC	80	done	25
81	BKT Controller(1)	M 2_8_times_3_7	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	15	Single-KC	81	JCommTable6.R0C0	24
82	BKT Controller(1)	M 2_8_times_3_7	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	17	Single-KC	82	JCommTable6.R1C0	23
83	BKT Controller(1)	M 2_8_times_3_7	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	19	Single-KC	83	done	26
84	BKT Controller(1)	M 3_2_times_1_4	1	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	16	Single-KC	84	JCommTable6.R0C0	25
85	BKT Controller(1)	M 3_2_times_1_4	1	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	18	Single-KC	85	JCommTable6.R1C0	24
86	BKT Controller(1)	M 3_2_times_1_4	1	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	20	Single-KC	86	done	27
87	BKT Controller(1)	M 4_9_times_3_4	2	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	17	Single-KC	87	JCommTable6.R0C0	26
88	BKT Controller(1)	M 4_9_times_3_4	2	3	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R1C0	19	Single-KC	88	JCommTable6.R1C0	25
89	BKT Controller(1)	M 4_9_times_3_4	2	5	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  done	21	Single-KC	89	done	28
90	BKT Controller(1)	M 1_3_times_1_6	2	1	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	M  JCommTable6.R0C0	18	Single-KC	90	JCommTable6.R0C0	27
91	BKT Controller(1)	M 1_3_times_1_6	2	3	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  JCommTable6.R1C0	20	Single-KC	91	JCommTable6.R1C0	26
92	BKT Controller(1)	M 1_3_times_1_6	2	5	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  done	22	Single-KC	92	done	29
93	BKT Controller(1)	M 1_2_times_2_3	1	1	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  JCommTable6.R0C0	19	Single-KC	93	JCommTable6.R0C0	28
94	BKT Controller(1)	M 1_2_times_2_3	1	3	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  JCommTable6.R1C0	21	Single-KC	94	JCommTable6.R1C0	27
95	BKT Controller(1)	M 1_2_times_2_3	1	5	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  done	23	Single-KC	95	done	30
96	BKT Controller(1)	AS 3_8_plus_7_8	1	1	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AS JCommTable6.R1C0	3	Single-KC	96	JCommTable6.R1C0	28
97	BKT Controller(1)	AS 3_8_plus_7_8	1	3	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AS JCommTable6.R0C0	6	Single-KC	97	JCommTable6.R0C0	29
98	BKT Controller(1)	AS 3_8_plus_7_8	1	11	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AS done	5	Single-KC	98	done	31
99	BKT Controller(1)	M 3_7_times_2_8	1	1	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  JCommTable6.R0C0	20	Single-KC	99	JCommTable6.R0C0	30
100	BKT Controller(1)	M 3_7_times_2_8	1	3	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  JCommTable6.R1C0	22	Single-KC	100	JCommTable6.R1C0	29
101	BKT Controller(1)	M 3_7_times_2_8	1	5	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  done	24	Single-KC	101	done	32
102	BKT Controller(1)	AD 1_2_plus_2_3	1	1	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	0	1	1	AD JCommTable8.R0C0	2	Single-KC	102	JCommTable8.R0C0	4
103	BKT Controller(1)	AD 1_2_plus_2_3	1	3	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable4.R1C0	3	Single-KC	103	JCommTable4.R1C0	5
104	BKT Controller(1)	AD 1_2_plus_2_3	1	7	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	1	AD JCommTable4.R0C0	2	Single-KC	104	JCommTable4.R0C0	2
105	BKT Controller(1)	AD 1_2_plus_2_3	1	9	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	1	AD JCommTable6.R0C0	5	Single-KC	105	JCommTable6.R0C0	31
106	BKT Controller(1)	AD 1_2_plus_2_3	1	15	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable5.R0C0	2	Single-KC	106	JCommTable5.R0C0	2
107	BKT Controller(1)	AD 1_2_plus_2_3	1	17	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD JCommTable6.R1C0	5	Single-KC	107	JCommTable6.R1C0	30
108	BKT Controller(1)	AD 1_2_plus_2_3	1	19	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	0	AD JCommTable6.R0C0	6	Single-KC	108	JCommTable6.R0C0	32
109	BKT Controller(1)	AD 1_2_plus_2_3	1	25	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	AD done	4	Single-KC	109	done	33
110	BKT Controller(1)	M 1_3_times_4_9	2	1	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  JCommTable6.R0C0	21	Single-KC	110	JCommTable6.R0C0	33
111	BKT Controller(1)	M 1_3_times_4_9	2	3	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  JCommTable6.R1C0	23	Single-KC	111	JCommTable6.R1C0	31
112	BKT Controller(1)	M 1_3_times_4_9	2	5	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	M  done	25	Single-KC	112	done	34
113	BKT Controller(1)	M 11_9_times_2_3	2	1	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	M  JCommTable6.R0C0	22	Single-KC	113	JCommTable6.R0C0	34
114	BKT Controller(1)	M 11_9_times_2_3	2	3	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	M  JCommTable6.R1C0	24	Single-KC	114	JCommTable6.R1C0	32
115	BKT Controller(1)	M 11_9_times_2_3	2	5	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	M  done	26	Single-KC	115	done	35
116	BKT Controller(1)	AS 2_3_plus_4_3	1	1	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	2	1	0	AS JCommTable6.R1C0	4	Single-KC	116	JCommTable6.R1C0	33
117	BKT Controller(1)	AS 2_3_plus_4_3	1	3	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	1	1	1	AS JCommTable4.R0C0	1	Single-KC	117	JCommTable4.R0C0	3
118	BKT Controller(1)	AS 2_3_plus_4_3	1	11	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	AS done	6	Single-KC	118	done	36
119	BKT Controller(1)	M 4_9_times_1_3	1	1	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	M  JCommTable6.R0C0	23	Single-KC	119	JCommTable6.R0C0	35
120	BKT Controller(1)	M 4_9_times_1_3	1	3	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	M  JCommTable6.R1C0	25	Single-KC	120	JCommTable6.R1C0	34
