	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Selected)	Opportunity (Selected)	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Single-KC)	Opportunity (Single-KC)	Prediction
14	15	Random Controller(1)	AD 5_3_plus_9_8	1	JCommTable5.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable5.R0C0	1	AD JCommTable5.R0C0	1	Single-KC	15	0.2531072982949085
15	16	Random Controller(1)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable6.R1C0	5	AD JCommTable6.R1C0	3	Single-KC	16	0.21239383967816675
16	17	Random Controller(1)	AD 5_3_plus_9_8	1	JCommTable6.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable6.R0C0	4	AD JCommTable6.R0C0	2	Single-KC	17	0.13761203337238814
17	18	Random Controller(1)	AD 5_3_plus_9_8	1	done	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	done	4	AD done	2	Single-KC	18	0.650813841767056
18	19	Random Controller(1)	M 4_9_times_3_4	1	JCommTable8.R0C0	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	JCommTable8.R0C0	2	M  JCommTable8.R0C0	1	Single-KC	19	8.513246646112022e-11
19	20	Random Controller(1)	M 4_9_times_3_4	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	JCommTable6.R1C0	6	M  JCommTable6.R1C0	3	Single-KC	20	0.7288180791991047
20	21	Random Controller(1)	M 4_9_times_3_4	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable4.R1C0	2	M  JCommTable4.R1C0	1	Single-KC	21	4.98947237201635e-13
21	22	Random Controller(1)	M 4_9_times_3_4	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	1	1	1	JCommTable6.R0C0	5	M  JCommTable6.R0C0	3	Single-KC	22	0.6162972703454764
22	23	Random Controller(1)	M 4_9_times_3_4	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	done	5	M  done	3	Single-KC	23	0.684751598482756
23	24	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable6.R1C0	7	AD JCommTable6.R1C0	4	Single-KC	24	0.24909098154741185
24	25	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable4.R1C0	3	AD JCommTable4.R1C0	2	Single-KC	25	0.46312940629171445
25	26	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable8.R0C0	3	AD JCommTable8.R0C0	2	Single-KC	26	0.5658154276343049
26	27	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable4.R1C0	4	AD JCommTable4.R1C0	3	Single-KC	27	0.5572363520698614
27	28	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable5.R0C0	2	AD JCommTable5.R0C0	2	Single-KC	28	0.30109872543120053
28	29	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable4.R0C0	2	AD JCommTable4.R0C0	2	Single-KC	29	0.35370841169377065
29	30	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable5.R1C0	2	AD JCommTable5.R1C0	2	Single-KC	30	0.4690978433985543
30	31	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable5.R0C0	3	AD JCommTable5.R0C0	3	Single-KC	31	0.3538783587821572
31	32	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable6.R0C0	6	AD JCommTable6.R0C0	3	Single-KC	32	0.1738922026910647
32	33	Random Controller(1)	AD 2_3_plus_3_5	1	done	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	done	6	AD done	3	Single-KC	33	0.8647962220919855
33	34	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable6.R1C0	8	AD JCommTable6.R1C0	5	Single-KC	34	0.28979566016966424
34	35	Random Controller(1)	AD 2_3_plus_3_5	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	done	7	AD done	4	Single-KC	35	0.9564285148407864
35	36	Random Controller(1)	M 4_5_times_3_10	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable6.R1C0	9	M  JCommTable6.R1C0	4	Single-KC	36	0.7604432421328131
36	37	Random Controller(1)	M 4_5_times_3_10	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable6.R0C0	7	M  JCommTable6.R0C0	4	Single-KC	37	0.6616052365440164
37	38	Random Controller(1)	M 4_5_times_3_10	1	done	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	done	8	M  done	4	Single-KC	38	0.8085473181660077
38	39	Random Controller(1)	M 4_5_times_3_10	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable6.R0C0	8	M  JCommTable6.R0C0	5	Single-KC	39	0.7041315965994162
39	40	Random Controller(1)	M 4_5_times_3_10	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable4.R1C0	5	M  JCommTable4.R1C0	2	Single-KC	40	4.98947237201635e-13
40	41	Random Controller(1)	M 4_5_times_3_10	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	done	9	M  done	5	Single-KC	41	0.8914367753491498
41	42	Random Controller(1)	M 1_7_times_5_6	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable6.R1C0	10	M  JCommTable6.R1C0	5	Single-KC	42	0.789445777654373
42	43	Random Controller(1)	M 1_7_times_5_6	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable6.R0C0	9	M  JCommTable6.R0C0	6	Single-KC	43	0.7433865086126149
43	44	Random Controller(1)	M 1_7_times_5_6	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable4.R1C0	6	M  JCommTable4.R1C0	3	Single-KC	44	4.98947237201635e-13
44	45	Random Controller(1)	M 1_7_times_5_6	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	10	M  JCommTable6.R0C0	7	Single-KC	45	0.7790673627102529
45	46	Random Controller(1)	M 1_7_times_5_6	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	10	M  done	6	Single-KC	46	0.9410554601230616
46	47	Random Controller(1)	M 11_9_times_2_3	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R1C0	11	M  JCommTable6.R1C0	6	Single-KC	47	0.8157876296216481
47	48	Random Controller(1)	M 11_9_times_2_3	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	11	M  JCommTable6.R0C0	8	Single-KC	48	0.8110480050402867
48	49	Random Controller(1)	M 11_9_times_2_3	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	11	M  done	7	Single-KC	49	0.9687899709972336
49	50	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable8.R0C0	4	AD JCommTable8.R0C0	3	Single-KC	50	0.7043095732533088
50	51	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R1C0	7	AD JCommTable4.R1C0	4	Single-KC	51	0.6474062229987546
51	52	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R0C0	3	AD JCommTable4.R0C0	3	Single-KC	52	0.44233742367144696
52	53	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable5.R0C0	4	AD JCommTable5.R0C0	4	Single-KC	53	0.41047603890618267
53	54	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable5.R1C0	3	AD JCommTable5.R1C0	3	Single-KC	54	0.5323708971005321
54	55	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable5.R0C0	5	AD JCommTable5.R0C0	5	Single-KC	55	0.469547470941686
55	56	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	12	AD JCommTable6.R0C0	4	Single-KC	56	0.2173268894701027
56	57	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R1C0	12	AD JCommTable6.R1C0	6	Single-KC	57	0.33419168603065613
57	58	Random Controller(1)	AD 5_6_plus_5_7	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	12	AD done	5	Single-KC	58	0.9868992109414797
58	59	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable8.R0C0	5	AD JCommTable8.R0C0	4	Single-KC	59	0.8132111085869766
59	60	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R1C0	13	AD JCommTable6.R1C0	7	Single-KC	60	0.3817333589958558
60	61	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R1C0	8	AD JCommTable4.R1C0	5	Single-KC	61	0.7281707165934734
61	62	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R0C0	4	AD JCommTable4.R0C0	4	Single-KC	62	0.5347975879950987
62	63	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable5.R1C0	4	AD JCommTable5.R1C0	4	Single-KC	63	0.5946196712765872
63	64	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable5.R0C0	6	AD JCommTable5.R0C0	6	Single-KC	64	0.5294846704767903
64	65	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	13	AD JCommTable6.R0C0	5	Single-KC	65	0.2680899006487924
65	66	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R1C0	14	AD JCommTable6.R1C0	8	Single-KC	66	0.4316535533277968
66	67	Random Controller(1)	AD 3_7_plus_2_8	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	13	AD done	6	Single-KC	67	0.9961467889591806
67	68	Random Controller(1)	M 3_7_times_2_8	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable8.R0C0	6	M  JCommTable8.R0C0	2	Single-KC	68	8.513246646112022e-11
68	69	Random Controller(1)	M 3_7_times_2_8	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	15	M  JCommTable6.R1C0	7	Single-KC	69	0.8395039196932532
69	70	Random Controller(1)	M 3_7_times_2_8	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable4.R1C0	9	M  JCommTable4.R1C0	4	Single-KC	70	4.98947237201635e-13
70	71	Random Controller(1)	M 3_7_times_2_8	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	14	M  JCommTable6.R0C0	9	Single-KC	71	0.8393539302621653
71	72	Random Controller(1)	M 3_7_times_2_8	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	14	M  done	8	Single-KC	72	0.9837008941938814
72	73	Random Controller(1)	M 3_4_times_4_9	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	16	M  JCommTable6.R1C0	8	Single-KC	73	0.8606882899808533
73	74	Random Controller(1)	M 3_4_times_4_9	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	15	M  JCommTable6.R0C0	10	Single-KC	74	0.8641298542243795
74	75	Random Controller(1)	M 3_4_times_4_9	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	15	M  done	9	Single-KC	75	0.9915501003656214
75	76	Random Controller(1)	AD 7_8_plus_1_3	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable8.R0C0	7	AD JCommTable8.R0C0	5	Single-KC	76	0.8883620599988227
76	77	Random Controller(1)	AD 7_8_plus_1_3	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R1C0	10	AD JCommTable4.R1C0	6	Single-KC	77	0.7962574280374966
77	78	Random Controller(1)	AD 7_8_plus_1_3	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R0C0	5	AD JCommTable4.R0C0	5	Single-KC	78	0.624926619048082
78	79	Random Controller(1)	AD 7_8_plus_1_3	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R1C0	5	AD JCommTable5.R1C0	5	Single-KC	79	0.6539681013512768
79	80	Random Controller(1)	AD 7_8_plus_1_3	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R0C0	7	AD JCommTable5.R0C0	7	Single-KC	80	0.5885834263398863
80	81	Random Controller(1)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	16	AD JCommTable6.R0C0	6	Single-KC	81	0.32577473480439706
81	82	Random Controller(1)	AD 7_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	17	AD JCommTable6.R1C0	9	Single-KC	82	0.4830019868078056
82	83	Random Controller(1)	AD 7_8_plus_1_3	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	16	AD done	7	Single-KC	83	0.9988741383394641
83	84	Random Controller(1)	AD 1_2_plus_2_3	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable8.R0C0	8	AD JCommTable8.R0C0	6	Single-KC	84	0.9356693021938365
84	85	Random Controller(1)	AD 1_2_plus_2_3	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R1C0	11	AD JCommTable4.R1C0	7	Single-KC	85	0.8507847411457945
85	86	Random Controller(1)	AD 1_2_plus_2_3	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R0C0	6	AD JCommTable4.R0C0	6	Single-KC	86	0.7071556086344525
86	87	Random Controller(1)	AD 1_2_plus_2_3	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R1C0	6	AD JCommTable5.R1C0	6	Single-KC	87	0.7088816993089859
87	88	Random Controller(1)	AD 1_2_plus_2_3	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R0C0	8	AD JCommTable5.R0C0	8	Single-KC	88	0.6452327483647389
88	89	Random Controller(1)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	17	AD JCommTable6.R0C0	7	Single-KC	89	0.38927019654229034
89	90	Random Controller(1)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	18	AD JCommTable6.R1C0	10	Single-KC	90	0.5347119062412857
90	91	Random Controller(1)	AD 1_2_plus_2_3	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	17	AD done	8	Single-KC	91	0.9996716731109982
91	92	Random Controller(1)	M 1_2_times_5_4	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	19	M  JCommTable6.R1C0	9	Single-KC	92	0.8794779009667326
92	93	Random Controller(1)	M 1_2_times_5_4	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	18	M  JCommTable6.R0C0	11	Single-KC	93	0.8856054422018771
93	94	Random Controller(1)	M 1_2_times_5_4	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	18	M  done	10	Single-KC	94	0.9956361109295456
94	95	Random Controller(1)	M 3_2_times_1_3	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	20	M  JCommTable6.R1C0	10	Single-KC	95	0.8960393760729063
95	96	Random Controller(1)	M 3_2_times_1_3	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	19	M  JCommTable6.R0C0	12	Single-KC	96	0.9040634584824481
96	97	Random Controller(1)	M 3_2_times_1_3	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	19	M  done	11	Single-KC	97	0.9977507832199292
97	98	Random Controller(1)	AD 5_6_plus_1_7	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable8.R0C0	9	AD JCommTable8.R0C0	7	Single-KC	98	0.9637478818161703
98	99	Random Controller(1)	AD 5_6_plus_1_7	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable4.R1C0	12	AD JCommTable4.R1C0	8	Single-KC	99	0.8926857480402676
99	100	Random Controller(1)	AD 5_6_plus_1_7	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable4.R0C0	7	AD JCommTable4.R0C0	7	Single-KC	100	0.7777679610585119
100	101	Random Controller(1)	AD 5_6_plus_1_7	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R1C0	7	AD JCommTable5.R1C0	7	Single-KC	101	0.7583015526431985
101	102	Random Controller(1)	AD 5_6_plus_1_7	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R0C0	9	AD JCommTable5.R0C0	9	Single-KC	102	0.6980830076527481
