Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)
14	BKT Controller(1)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	Single-KC	14	AD JCommTable6.R1C0	1	JCommTable6.R1C0	5
15	BKT Controller(1)	AD 5_3_plus_9_8	1	JCommTable6.R0C0	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	Single-KC	15	AD JCommTable6.R0C0	1	JCommTable6.R0C0	6
16	BKT Controller(1)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	Single-KC	16	AD JCommTable6.R1C0	2	JCommTable6.R1C0	6
17	BKT Controller(1)	AD 5_3_plus_9_8	1	JCommTable8.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	Single-KC	17	AD JCommTable8.R0C0	1	JCommTable8.R0C0	1
18	BKT Controller(1)	AD 5_3_plus_9_8	1	JCommTable4.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	Single-KC	18	AD JCommTable4.R1C0	1	JCommTable4.R1C0	1
19	BKT Controller(1)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	Single-KC	19	AD JCommTable6.R1C0	3	JCommTable6.R1C0	7
20	BKT Controller(1)	AD 5_3_plus_9_8	1	JCommTable4.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	Single-KC	20	AD JCommTable4.R0C0	1	JCommTable4.R0C0	1
21	BKT Controller(1)	AD 5_3_plus_9_8	1	JCommTable5.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	Single-KC	21	AD JCommTable5.R1C0	1	JCommTable5.R1C0	1
22	BKT Controller(1)	AD 5_3_plus_9_8	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	Single-KC	22	AD JCommTable5.R0C0	1	JCommTable5.R0C0	1
23	BKT Controller(1)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	Single-KC	23	AD JCommTable6.R1C0	4	JCommTable6.R1C0	8
24	BKT Controller(1)	AD 5_3_plus_9_8	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	1	1	1	Single-KC	24	AD JCommTable6.R0C0	2	JCommTable6.R0C0	7
25	BKT Controller(1)	AD 5_3_plus_9_8	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	Single-KC	25	AD done	1	done	5
26	BKT Controller(1)	M 3_4_times_4_9	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	26	M  JCommTable8.R0C0	1	JCommTable8.R0C0	2
27	BKT Controller(1)	M 3_4_times_4_9	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	27	M  JCommTable4.R0C0	1	JCommTable4.R0C0	2
28	BKT Controller(1)	M 3_4_times_4_9	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	28	M  JCommTable5.R1C0	1	JCommTable5.R1C0	2
29	BKT Controller(1)	M 3_4_times_4_9	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	1	1	1	Single-KC	29	M  JCommTable6.R0C0	4	JCommTable6.R0C0	8
30	BKT Controller(1)	M 3_4_times_4_9	1	done	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	30	M  done	4	done	6
31	BKT Controller(1)	M 3_4_times_4_9	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	Single-KC	31	M  JCommTable6.R1C0	3	JCommTable6.R1C0	9
32	BKT Controller(1)	M 3_4_times_4_9	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	32	M  JCommTable4.R1C0	1	JCommTable4.R1C0	2
33	BKT Controller(1)	M 3_4_times_4_9	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	Single-KC	33	M  done	5	done	7
34	BKT Controller(1)	AS 2_3_plus_4_3	2	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	34	AS JCommTable4.R0C0	1	JCommTable4.R0C0	3
35	BKT Controller(1)	AS 2_3_plus_4_3	2	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	35	AS JCommTable6.R0C0	3	JCommTable6.R0C0	9
36	BKT Controller(1)	AS 2_3_plus_4_3	2	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	36	AS JCommTable8.R0C0	1	JCommTable8.R0C0	3
37	BKT Controller(1)	AS 2_3_plus_4_3	2	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	Single-KC	37	AS JCommTable6.R1C0	3	JCommTable6.R1C0	10
38	BKT Controller(1)	AS 2_3_plus_4_3	2	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	38	AS JCommTable6.R0C0	4	JCommTable6.R0C0	10
39	BKT Controller(1)	AS 2_3_plus_4_3	2	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	39	AS JCommTable4.R0C0	2	JCommTable4.R0C0	4
40	BKT Controller(1)	AS 2_3_plus_4_3	2	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	Single-KC	40	AS JCommTable5.R0C0	1	JCommTable5.R0C0	2
41	BKT Controller(1)	AS 2_3_plus_4_3	2	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	Single-KC	41	AS JCommTable6.R0C0	5	JCommTable6.R0C0	11
42	BKT Controller(1)	AS 2_3_plus_4_3	2	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	Single-KC	42	AS done	2	done	8
43	BKT Controller(1)	M 1_6_times_1_3	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	1	Single-KC	43	M  JCommTable6.R0C0	5	JCommTable6.R0C0	12
44	BKT Controller(1)	M 1_6_times_1_3	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	44	M  JCommTable6.R1C0	4	JCommTable6.R1C0	11
45	BKT Controller(1)	M 1_6_times_1_3	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	45	M  done	6	done	9
46	BKT Controller(1)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	46	AD JCommTable6.R0C0	3	JCommTable6.R0C0	13
47	BKT Controller(1)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	47	AD JCommTable6.R1C0	5	JCommTable6.R1C0	12
48	BKT Controller(1)	AD 1_2_plus_2_3	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	Single-KC	48	AD JCommTable8.R0C0	2	JCommTable8.R0C0	4
49	BKT Controller(1)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	49	AD JCommTable6.R0C0	4	JCommTable6.R0C0	14
50	BKT Controller(1)	AD 1_2_plus_2_3	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	50	AD JCommTable4.R0C0	2	JCommTable4.R0C0	5
51	BKT Controller(1)	AD 1_2_plus_2_3	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	51	AD JCommTable5.R0C0	2	JCommTable5.R0C0	3
52	BKT Controller(1)	AD 1_2_plus_2_3	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	Single-KC	52	AD JCommTable4.R1C0	2	JCommTable4.R1C0	3
53	BKT Controller(1)	AD 1_2_plus_2_3	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	53	AD JCommTable5.R1C0	2	JCommTable5.R1C0	3
54	BKT Controller(1)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	54	AD JCommTable6.R0C0	5	JCommTable6.R0C0	15
55	BKT Controller(1)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	55	AD JCommTable6.R1C0	6	JCommTable6.R1C0	13
56	BKT Controller(1)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	56	AD JCommTable6.R0C0	6	JCommTable6.R0C0	16
57	BKT Controller(1)	AD 1_2_plus_2_3	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	Single-KC	57	AD JCommTable4.R0C0	3	JCommTable4.R0C0	6
58	BKT Controller(1)	AD 1_2_plus_2_3	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	58	AD JCommTable5.R0C0	3	JCommTable5.R0C0	4
59	BKT Controller(1)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	59	AD JCommTable6.R1C0	7	JCommTable6.R1C0	14
60	BKT Controller(1)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	2	1	1	Single-KC	60	AD JCommTable6.R0C0	7	JCommTable6.R0C0	17
61	BKT Controller(1)	AD 1_2_plus_2_3	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	61	AD done	2	done	10
62	BKT Controller(1)	AS 1_7_plus_3_7	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	62	AS JCommTable5.R1C0	1	JCommTable5.R1C0	4
63	BKT Controller(1)	AS 1_7_plus_3_7	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	63	AS JCommTable8.R0C0	2	JCommTable8.R0C0	5
64	BKT Controller(1)	AS 1_7_plus_3_7	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	Single-KC	64	AS JCommTable6.R1C0	4	JCommTable6.R1C0	15
65	BKT Controller(1)	AS 1_7_plus_3_7	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	Single-KC	65	AS JCommTable6.R0C0	6	JCommTable6.R0C0	18
66	BKT Controller(1)	AS 1_7_plus_3_7	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	66	AS done	3	done	11
67	BKT Controller(1)	M 5_6_times_1_7	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	67	M  JCommTable6.R0C0	6	JCommTable6.R0C0	19
68	BKT Controller(1)	M 5_6_times_1_7	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	68	M  JCommTable6.R1C0	5	JCommTable6.R1C0	16
69	BKT Controller(1)	M 5_6_times_1_7	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	69	M  done	7	done	12
70	BKT Controller(1)	AS 2_9_plus_3_9	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	0	Single-KC	70	AS JCommTable6.R1C0	5	JCommTable6.R1C0	17
71	BKT Controller(1)	AS 2_9_plus_3_9	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	Single-KC	71	AS JCommTable6.R0C0	7	JCommTable6.R0C0	20
72	BKT Controller(1)	AS 2_9_plus_3_9	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	72	AS done	4	done	13
73	BKT Controller(1)	AD 6_7_plus_1_6	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	73	AD JCommTable6.R0C0	8	JCommTable6.R0C0	21
74	BKT Controller(1)	AD 6_7_plus_1_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	74	AD JCommTable6.R1C0	8	JCommTable6.R1C0	18
75	BKT Controller(1)	AD 6_7_plus_1_6	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	75	AD JCommTable6.R0C0	9	JCommTable6.R0C0	22
76	BKT Controller(1)	AD 6_7_plus_1_6	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	76	AD JCommTable8.R0C0	3	JCommTable8.R0C0	6
77	BKT Controller(1)	AD 6_7_plus_1_6	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	77	AD JCommTable5.R1C0	3	JCommTable5.R1C0	5
78	BKT Controller(1)	AD 6_7_plus_1_6	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	78	AD JCommTable6.R0C0	10	JCommTable6.R0C0	23
79	BKT Controller(1)	AD 6_7_plus_1_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	79	AD JCommTable6.R1C0	9	JCommTable6.R1C0	19
80	BKT Controller(1)	AD 6_7_plus_1_6	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	Single-KC	80	AD JCommTable4.R1C0	3	JCommTable4.R1C0	4
81	BKT Controller(1)	AD 6_7_plus_1_6	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	81	AD JCommTable4.R0C0	4	JCommTable4.R0C0	7
82	BKT Controller(1)	AD 6_7_plus_1_6	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	82	AD JCommTable5.R1C0	4	JCommTable5.R1C0	6
83	BKT Controller(1)	AD 6_7_plus_1_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	83	AD JCommTable6.R1C0	10	JCommTable6.R1C0	20
84	BKT Controller(1)	AD 6_7_plus_1_6	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	Single-KC	84	AD JCommTable5.R0C0	4	JCommTable5.R0C0	5
85	BKT Controller(1)	AD 6_7_plus_1_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	Single-KC	85	AD JCommTable6.R1C0	11	JCommTable6.R1C0	21
86	BKT Controller(1)	AD 6_7_plus_1_6	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	Single-KC	86	AD JCommTable6.R0C0	11	JCommTable6.R0C0	24
87	BKT Controller(1)	AD 6_7_plus_1_6	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	87	AD done	3	done	14
88	BKT Controller(1)	M 3_7_times_2_8	2	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	88	M  JCommTable6.R0C0	7	JCommTable6.R0C0	25
89	BKT Controller(1)	M 3_7_times_2_8	2	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	89	M  JCommTable6.R1C0	6	JCommTable6.R1C0	22
90	BKT Controller(1)	M 3_7_times_2_8	2	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	90	M  done	8	done	15
91	BKT Controller(1)	M 1_2_times_2_3	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	91	M  JCommTable6.R0C0	8	JCommTable6.R0C0	26
92	BKT Controller(1)	M 1_2_times_2_3	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	92	M  JCommTable6.R1C0	7	JCommTable6.R1C0	23
93	BKT Controller(1)	M 1_2_times_2_3	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	93	M  done	9	done	16
94	BKT Controller(1)	M 3_2_times_1_3	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	94	M  JCommTable6.R0C0	9	JCommTable6.R0C0	27
95	BKT Controller(1)	M 3_2_times_1_3	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	95	M  JCommTable6.R1C0	8	JCommTable6.R1C0	24
96	BKT Controller(1)	M 3_2_times_1_3	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	96	M  done	10	done	17
97	BKT Controller(1)	AS 5_4_plus_3_4	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	1	Single-KC	97	AS JCommTable6.R1C0	6	JCommTable6.R1C0	25
98	BKT Controller(1)	AS 5_4_plus_3_4	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	98	AS JCommTable6.R0C0	8	JCommTable6.R0C0	28
99	BKT Controller(1)	AS 5_4_plus_3_4	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	99	AS done	5	done	18
100	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	Single-KC	100	AD JCommTable6.R1C0	12	JCommTable6.R1C0	26
101	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	Single-KC	101	AD JCommTable6.R0C0	12	JCommTable6.R0C0	29
102	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	102	AD JCommTable8.R0C0	4	JCommTable8.R0C0	7
103	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	Single-KC	103	AD JCommTable5.R1C0	5	JCommTable5.R1C0	7
104	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	Single-KC	104	AD JCommTable4.R1C0	4	JCommTable4.R1C0	5
105	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	Single-KC	105	AD JCommTable6.R0C0	13	JCommTable6.R0C0	30
106	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	106	AD JCommTable5.R1C0	6	JCommTable5.R1C0	8
107	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable4.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	107	AD JCommTable4.R0C0	5	JCommTable4.R0C0	8
108	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable5.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	108	AD JCommTable5.R0C0	5	JCommTable5.R0C0	6
109	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	109	AD JCommTable6.R1C0	13	JCommTable6.R1C0	27
110	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	3	1	1	Single-KC	110	AD JCommTable6.R0C0	14	JCommTable6.R0C0	31
111	BKT Controller(1)	AD 1_3_plus_3_2	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	111	AD done	4	done	19
112	BKT Controller(1)	AS 3_7_plus_4_7	1	JCommTable4.R0C0	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	Single-KC	112	AS JCommTable4.R0C0	3	JCommTable4.R0C0	9
