Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Selected)	Opportunity (Selected)	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Single-KC)	Opportunity (Single-KC)
12	Random Controller(1)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	JCommTable6.R1C0	4	AD JCommTable6.R1C0	2	Single-KC	12
13	Random Controller(1)	AD 5_3_plus_9_8	1	JCommTable4.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable4.R0C0	1	AD JCommTable4.R0C0	1	Single-KC	13
14	Random Controller(1)	AD 5_3_plus_9_8	1	JCommTable5.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable5.R1C0	1	AD JCommTable5.R1C0	1	Single-KC	14
15	Random Controller(1)	AD 5_3_plus_9_8	1	JCommTable5.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable5.R0C0	1	AD JCommTable5.R0C0	1	Single-KC	15
16	Random Controller(1)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable6.R1C0	5	AD JCommTable6.R1C0	3	Single-KC	16
17	Random Controller(1)	AD 5_3_plus_9_8	1	JCommTable6.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable6.R0C0	4	AD JCommTable6.R0C0	2	Single-KC	17
18	Random Controller(1)	AD 5_3_plus_9_8	1	done	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	done	4	AD done	2	Single-KC	18
19	Random Controller(1)	M 4_9_times_3_4	1	JCommTable8.R0C0	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	JCommTable8.R0C0	2	M  JCommTable8.R0C0	1	Single-KC	19
20	Random Controller(1)	M 4_9_times_3_4	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	0	1	0	JCommTable6.R1C0	6	M  JCommTable6.R1C0	3	Single-KC	20
21	Random Controller(1)	M 4_9_times_3_4	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable4.R1C0	2	M  JCommTable4.R1C0	1	Single-KC	21
22	Random Controller(1)	M 4_9_times_3_4	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	1	1	1	JCommTable6.R0C0	5	M  JCommTable6.R0C0	3	Single-KC	22
23	Random Controller(1)	M 4_9_times_3_4	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	done	5	M  done	3	Single-KC	23
24	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable6.R1C0	7	AD JCommTable6.R1C0	4	Single-KC	24
25	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable4.R1C0	3	AD JCommTable4.R1C0	2	Single-KC	25
26	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable8.R0C0	3	AD JCommTable8.R0C0	2	Single-KC	26
27	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable4.R1C0	4	AD JCommTable4.R1C0	3	Single-KC	27
28	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable5.R0C0	2	AD JCommTable5.R0C0	2	Single-KC	28
29	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable4.R0C0	2	AD JCommTable4.R0C0	2	Single-KC	29
30	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable5.R1C0	2	AD JCommTable5.R1C0	2	Single-KC	30
31	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable5.R0C0	3	AD JCommTable5.R0C0	3	Single-KC	31
32	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable6.R0C0	6	AD JCommTable6.R0C0	3	Single-KC	32
33	Random Controller(1)	AD 2_3_plus_3_5	1	done	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	done	6	AD done	3	Single-KC	33
34	Random Controller(1)	AD 2_3_plus_3_5	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable6.R1C0	8	AD JCommTable6.R1C0	5	Single-KC	34
35	Random Controller(1)	AD 2_3_plus_3_5	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	done	7	AD done	4	Single-KC	35
36	Random Controller(1)	M 4_5_times_3_10	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable6.R1C0	9	M  JCommTable6.R1C0	4	Single-KC	36
37	Random Controller(1)	M 4_5_times_3_10	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable6.R0C0	7	M  JCommTable6.R0C0	4	Single-KC	37
38	Random Controller(1)	M 4_5_times_3_10	1	done	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	done	8	M  done	4	Single-KC	38
39	Random Controller(1)	M 4_5_times_3_10	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable6.R0C0	8	M  JCommTable6.R0C0	5	Single-KC	39
40	Random Controller(1)	M 4_5_times_3_10	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable4.R1C0	5	M  JCommTable4.R1C0	2	Single-KC	40
41	Random Controller(1)	M 4_5_times_3_10	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	done	9	M  done	5	Single-KC	41
42	Random Controller(1)	M 1_7_times_5_6	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable6.R1C0	10	M  JCommTable6.R1C0	5	Single-KC	42
43	Random Controller(1)	M 1_7_times_5_6	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable6.R0C0	9	M  JCommTable6.R0C0	6	Single-KC	43
44	Random Controller(1)	M 1_7_times_5_6	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable4.R1C0	6	M  JCommTable4.R1C0	3	Single-KC	44
45	Random Controller(1)	M 1_7_times_5_6	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	10	M  JCommTable6.R0C0	7	Single-KC	45
46	Random Controller(1)	M 1_7_times_5_6	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	10	M  done	6	Single-KC	46
47	Random Controller(1)	M 11_9_times_2_3	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R1C0	11	M  JCommTable6.R1C0	6	Single-KC	47
48	Random Controller(1)	M 11_9_times_2_3	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	11	M  JCommTable6.R0C0	8	Single-KC	48
49	Random Controller(1)	M 11_9_times_2_3	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	11	M  done	7	Single-KC	49
50	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable8.R0C0	4	AD JCommTable8.R0C0	3	Single-KC	50
51	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R1C0	7	AD JCommTable4.R1C0	4	Single-KC	51
52	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R0C0	3	AD JCommTable4.R0C0	3	Single-KC	52
53	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable5.R0C0	4	AD JCommTable5.R0C0	4	Single-KC	53
54	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable5.R1C0	3	AD JCommTable5.R1C0	3	Single-KC	54
55	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable5.R0C0	5	AD JCommTable5.R0C0	5	Single-KC	55
56	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	12	AD JCommTable6.R0C0	4	Single-KC	56
57	Random Controller(1)	AD 5_6_plus_5_7	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R1C0	12	AD JCommTable6.R1C0	6	Single-KC	57
58	Random Controller(1)	AD 5_6_plus_5_7	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	12	AD done	5	Single-KC	58
59	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable8.R0C0	5	AD JCommTable8.R0C0	4	Single-KC	59
60	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R1C0	13	AD JCommTable6.R1C0	7	Single-KC	60
61	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R1C0	8	AD JCommTable4.R1C0	5	Single-KC	61
62	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R0C0	4	AD JCommTable4.R0C0	4	Single-KC	62
63	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable5.R1C0	4	AD JCommTable5.R1C0	4	Single-KC	63
64	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable5.R0C0	6	AD JCommTable5.R0C0	6	Single-KC	64
65	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	13	AD JCommTable6.R0C0	5	Single-KC	65
66	Random Controller(1)	AD 3_7_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R1C0	14	AD JCommTable6.R1C0	8	Single-KC	66
67	Random Controller(1)	AD 3_7_plus_2_8	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	13	AD done	6	Single-KC	67
68	Random Controller(1)	M 3_7_times_2_8	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable8.R0C0	6	M  JCommTable8.R0C0	2	Single-KC	68
69	Random Controller(1)	M 3_7_times_2_8	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	15	M  JCommTable6.R1C0	7	Single-KC	69
70	Random Controller(1)	M 3_7_times_2_8	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable4.R1C0	9	M  JCommTable4.R1C0	4	Single-KC	70
71	Random Controller(1)	M 3_7_times_2_8	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	14	M  JCommTable6.R0C0	9	Single-KC	71
72	Random Controller(1)	M 3_7_times_2_8	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	14	M  done	8	Single-KC	72
73	Random Controller(1)	M 3_4_times_4_9	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	16	M  JCommTable6.R1C0	8	Single-KC	73
74	Random Controller(1)	M 3_4_times_4_9	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	15	M  JCommTable6.R0C0	10	Single-KC	74
75	Random Controller(1)	M 3_4_times_4_9	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	15	M  done	9	Single-KC	75
76	Random Controller(1)	AD 7_8_plus_1_3	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable8.R0C0	7	AD JCommTable8.R0C0	5	Single-KC	76
77	Random Controller(1)	AD 7_8_plus_1_3	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R1C0	10	AD JCommTable4.R1C0	6	Single-KC	77
78	Random Controller(1)	AD 7_8_plus_1_3	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R0C0	5	AD JCommTable4.R0C0	5	Single-KC	78
79	Random Controller(1)	AD 7_8_plus_1_3	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R1C0	5	AD JCommTable5.R1C0	5	Single-KC	79
80	Random Controller(1)	AD 7_8_plus_1_3	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R0C0	7	AD JCommTable5.R0C0	7	Single-KC	80
81	Random Controller(1)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	16	AD JCommTable6.R0C0	6	Single-KC	81
82	Random Controller(1)	AD 7_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	17	AD JCommTable6.R1C0	9	Single-KC	82
83	Random Controller(1)	AD 7_8_plus_1_3	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	16	AD done	7	Single-KC	83
84	Random Controller(1)	AD 1_2_plus_2_3	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable8.R0C0	8	AD JCommTable8.R0C0	6	Single-KC	84
85	Random Controller(1)	AD 1_2_plus_2_3	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R1C0	11	AD JCommTable4.R1C0	7	Single-KC	85
86	Random Controller(1)	AD 1_2_plus_2_3	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R0C0	6	AD JCommTable4.R0C0	6	Single-KC	86
87	Random Controller(1)	AD 1_2_plus_2_3	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R1C0	6	AD JCommTable5.R1C0	6	Single-KC	87
88	Random Controller(1)	AD 1_2_plus_2_3	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R0C0	8	AD JCommTable5.R0C0	8	Single-KC	88
89	Random Controller(1)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	17	AD JCommTable6.R0C0	7	Single-KC	89
90	Random Controller(1)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	18	AD JCommTable6.R1C0	10	Single-KC	90
91	Random Controller(1)	AD 1_2_plus_2_3	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	17	AD done	8	Single-KC	91
92	Random Controller(1)	M 1_2_times_5_4	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	19	M  JCommTable6.R1C0	9	Single-KC	92
93	Random Controller(1)	M 1_2_times_5_4	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	18	M  JCommTable6.R0C0	11	Single-KC	93
94	Random Controller(1)	M 1_2_times_5_4	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	18	M  done	10	Single-KC	94
95	Random Controller(1)	M 3_2_times_1_3	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	20	M  JCommTable6.R1C0	10	Single-KC	95
96	Random Controller(1)	M 3_2_times_1_3	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	19	M  JCommTable6.R0C0	12	Single-KC	96
97	Random Controller(1)	M 3_2_times_1_3	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	19	M  done	11	Single-KC	97
98	Random Controller(1)	AD 5_6_plus_1_7	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable8.R0C0	9	AD JCommTable8.R0C0	7	Single-KC	98
99	Random Controller(1)	AD 5_6_plus_1_7	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable4.R1C0	12	AD JCommTable4.R1C0	8	Single-KC	99
100	Random Controller(1)	AD 5_6_plus_1_7	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable4.R0C0	7	AD JCommTable4.R0C0	7	Single-KC	100
101	Random Controller(1)	AD 5_6_plus_1_7	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R1C0	7	AD JCommTable5.R1C0	7	Single-KC	101
102	Random Controller(1)	AD 5_6_plus_1_7	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R0C0	9	AD JCommTable5.R0C0	9	Single-KC	102
103	Random Controller(1)	AD 5_6_plus_1_7	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	20	AD JCommTable6.R0C0	8	Single-KC	103
104	Random Controller(1)	AD 5_6_plus_1_7	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	21	AD JCommTable6.R1C0	11	Single-KC	104
105	Random Controller(1)	AD 5_6_plus_1_7	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	20	AD done	9	Single-KC	105
106	Random Controller(1)	M 5_9_times_3_7	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	22	M  JCommTable6.R1C0	11	Single-KC	106
107	Random Controller(1)	M 5_9_times_3_7	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	0	JCommTable6.R0C0	21	M  JCommTable6.R0C0	13	Single-KC	107
108	Random Controller(1)	M 5_9_times_3_7	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	21	M  done	12	Single-KC	108
109	Random Controller(1)	M 1_4_times_3_2	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	23	M  JCommTable6.R1C0	12	Single-KC	109
110	Random Controller(1)	M 1_4_times_3_2	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	22	M  JCommTable6.R0C0	14	Single-KC	110
111	Random Controller(1)	M 1_4_times_3_2	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	22	M  done	13	Single-KC	111
112	Random Controller(1)	M 4_5_times_2_7	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	24	M  JCommTable6.R1C0	13	Single-KC	112
