Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)
80	BKT Controller_random(1)	M 4_4_times_8_10	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  done	3	done	13	Single-KC	81
81	BKT Controller_random(1)	M 2_6_times_10_9	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  JCommTable6.R1C0	4	JCommTable6.R1C0	14	Single-KC	82
82	BKT Controller_random(1)	M 2_6_times_10_9	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	4	1	1	M  JCommTable6.R0C0	4	JCommTable6.R0C0	14	Single-KC	83
83	BKT Controller_random(1)	M 2_6_times_10_9	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  done	4	done	14	Single-KC	84
84	BKT Controller_random(1)	M 1_5_times_9_9	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  JCommTable6.R1C0	5	JCommTable6.R1C0	15	Single-KC	85
85	BKT Controller_random(1)	M 1_5_times_9_9	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	2	1	1	M  JCommTable6.R0C0	5	JCommTable6.R0C0	15	Single-KC	86
86	BKT Controller_random(1)	M 1_5_times_9_9	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	M  done	5	done	15	Single-KC	87
87	BKT Controller_random(1)	M 7_5_times_9_7	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:06	1/1/1970 0:06	incorrect	2	1	1	M  JCommTable6.R0C0	6	JCommTable6.R0C0	16	Single-KC	88
88	BKT Controller_random(1)	M 7_5_times_9_7	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	hint	0	1	1	M  JCommTable6.R1C0	6	JCommTable6.R1C0	16	Single-KC	89
89	BKT Controller_random(1)	M 7_5_times_9_7	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	M  done	6	done	16	Single-KC	90
90	BKT Controller_random(1)	M 3_10_times_8_6	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	M  JCommTable6.R1C0	7	JCommTable6.R1C0	17	Single-KC	91
91	BKT Controller_random(1)	M 3_10_times_8_6	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	3	1	1	M  JCommTable6.R0C0	7	JCommTable6.R0C0	17	Single-KC	92
92	BKT Controller_random(1)	M 3_10_times_8_6	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	M  done	7	done	17	Single-KC	93
93	BKT Controller_random(1)	M 8_1_times_5_7	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	M  JCommTable6.R1C0	8	JCommTable6.R1C0	18	Single-KC	94
94	BKT Controller_random(1)	M 8_1_times_5_7	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	M  JCommTable6.R0C0	8	JCommTable6.R0C0	18	Single-KC	95
95	BKT Controller_random(1)	M 8_1_times_5_7	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	M  done	8	done	18	Single-KC	96
96	BKT Controller_random(1)	M 3_7_times_3_5	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	M  JCommTable6.R1C0	9	JCommTable6.R1C0	19	Single-KC	97
97	BKT Controller_random(1)	M 3_7_times_3_5	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	M  JCommTable6.R0C0	9	JCommTable6.R0C0	19	Single-KC	98
98	BKT Controller_random(1)	M 3_7_times_3_5	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	M  done	9	done	19	Single-KC	99
99	BKT Controller_random(1)	AS 6_6_plus_5_6	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	1	1	0	AS JCommTable6.R1C0	4	JCommTable6.R1C0	20	Single-KC	100
100	BKT Controller_random(1)	AS 6_6_plus_5_6	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	1	1	0	AS JCommTable6.R0C0	4	JCommTable6.R0C0	20	Single-KC	101
101	BKT Controller_random(1)	AS 6_6_plus_5_6	1	JCommTable8.R0C0	1/1/1970 0:06	1/1/1970 0:06		1/1/1970 0:06	incorrect	1	0	0	AS JCommTable8.R0C0	3	JCommTable8.R0C0	11	Single-KC	102
102	BKT Controller_random(1)	AS 6_6_plus_5_6	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	AS done	4	done	20	Single-KC	103
103	BKT Controller_random(1)	AS 5_2_plus_1_2	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:07	1/1/1970 0:07	incorrect	1	1	0	AS JCommTable6.R1C0	5	JCommTable6.R1C0	21	Single-KC	104
104	BKT Controller_random(1)	AS 5_2_plus_1_2	1	JCommTable6.R0C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	incorrect	1	1	0	AS JCommTable6.R0C0	5	JCommTable6.R0C0	21	Single-KC	105
105	BKT Controller_random(1)	AS 5_2_plus_1_2	1	done	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	correct	0	1	0	AS done	5	done	21	Single-KC	106
106	BKT Controller_random(1)	AS 10_7_plus_8_7	1	JCommTable6.R0C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	correct	0	1	0	AS JCommTable6.R0C0	6	JCommTable6.R0C0	22	Single-KC	107
107	BKT Controller_random(1)	AS 10_7_plus_8_7	1	JCommTable6.R1C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	correct	0	1	0	AS JCommTable6.R1C0	6	JCommTable6.R1C0	22	Single-KC	108
