Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)
43	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R1C0	10	Single-KC	43	AD JCommTable6.R1C0	5
44	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R0C0	4	Single-KC	44	AD JCommTable4.R0C0	4
45	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable5.R0C0	4	Single-KC	45	AD JCommTable5.R0C0	4
46	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable5.R1C0	3	Single-KC	46	AD JCommTable5.R1C0	3
47	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R0C0	8	Single-KC	47	AD JCommTable6.R0C0	4
48	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable5.R0C0	5	Single-KC	48	AD JCommTable5.R0C0	5
49	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable6.R1C0	11	Single-KC	49	AD JCommTable6.R1C0	6
50	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	1	JCommTable6.R0C0	9	Single-KC	50	AD JCommTable6.R0C0	5
51	BKT Controller(1)	AD 3_9_plus_7_1	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	9	Single-KC	51	AD done	4
52	BKT Controller(1)	M 1_7_times_2_2	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable4.R0C0	5	Single-KC	52	M  JCommTable4.R0C0	1
53	BKT Controller(1)	M 1_7_times_2_2	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable6.R0C0	10	Single-KC	53	M  JCommTable6.R0C0	2
54	BKT Controller(1)	M 1_7_times_2_2	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable6.R1C0	12	Single-KC	54	M  JCommTable6.R1C0	3
55	BKT Controller(1)	M 1_7_times_2_2	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable4.R1C0	6	Single-KC	55	M  JCommTable4.R1C0	2
56	BKT Controller(1)	M 1_7_times_2_2	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	10	Single-KC	56	M  done	3
57	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable4.R1C0	7	Single-KC	57	AD JCommTable4.R1C0	5
58	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R1C0	13	Single-KC	58	AD JCommTable6.R1C0	7
59	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable8.R0C0	6	Single-KC	59	AD JCommTable8.R0C0	4
60	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R1C0	8	Single-KC	60	AD JCommTable4.R1C0	6
61	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable6.R1C0	14	Single-KC	61	AD JCommTable6.R1C0	8
62	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R0C0	6	Single-KC	62	AD JCommTable4.R0C0	5
63	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	JCommTable5.R1C0	4	Single-KC	63	AD JCommTable5.R1C0	4
64	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable6.R1C0	15	Single-KC	64	AD JCommTable6.R1C0	9
65	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R0C0	6	Single-KC	65	AD JCommTable5.R0C0	6
66	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	16	Single-KC	66	AD JCommTable6.R1C0	10
67	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	0	JCommTable6.R0C0	11	Single-KC	67	AD JCommTable6.R0C0	6
68	BKT Controller(1)	AD 3_2_plus_6_6	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	11	Single-KC	68	AD done	5
69	BKT Controller(1)	AD 10_3_plus_1_10	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable8.R0C0	7	Single-KC	69	AD JCommTable8.R0C0	5
70	BKT Controller(1)	AD 10_3_plus_1_10	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R1C0	9	Single-KC	70	AD JCommTable4.R1C0	7
71	BKT Controller(1)	AD 10_3_plus_1_10	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R1C0	5	Single-KC	71	AD JCommTable5.R1C0	5
72	BKT Controller(1)	AD 10_3_plus_1_10	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R0C0	7	Single-KC	72	AD JCommTable4.R0C0	6
73	BKT Controller(1)	AD 10_3_plus_1_10	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R0C0	7	Single-KC	73	AD JCommTable5.R0C0	7
74	BKT Controller(1)	AD 10_3_plus_1_10	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	17	Single-KC	74	AD JCommTable6.R1C0	11
75	BKT Controller(1)	AD 10_3_plus_1_10	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	0	JCommTable6.R0C0	12	Single-KC	75	AD JCommTable6.R0C0	7
76	BKT Controller(1)	AD 10_3_plus_1_10	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	12	Single-KC	76	AD done	6
77	BKT Controller(1)	M 6_2_times_4_4	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	13	Single-KC	77	M  JCommTable6.R0C0	3
78	BKT Controller(1)	M 6_2_times_4_4	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	18	Single-KC	78	M  JCommTable6.R1C0	4
79	BKT Controller(1)	M 6_2_times_4_4	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	13	Single-KC	79	M  done	4
80	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable6.R1C0	19	Single-KC	80	AD JCommTable6.R1C0	12
81	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	JCommTable8.R0C0	8	Single-KC	81	AD JCommTable8.R0C0	6
82	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R1C0	10	Single-KC	82	AD JCommTable4.R1C0	8
83	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R1C0	6	Single-KC	83	AD JCommTable5.R1C0	6
84	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R0C0	8	Single-KC	84	AD JCommTable4.R0C0	7
85	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R0C0	8	Single-KC	85	AD JCommTable5.R0C0	8
86	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	20	Single-KC	86	AD JCommTable6.R1C0	13
87	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	14	Single-KC	87	AD JCommTable6.R0C0	8
88	BKT Controller(1)	AD 8_2_plus_10_2	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	14	Single-KC	88	AD done	7
89	BKT Controller(1)	M 1_7_times_5_1	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable4.R1C0	11	Single-KC	89	M  JCommTable4.R1C0	3
90	BKT Controller(1)	M 1_7_times_5_1	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	1	JCommTable6.R0C0	15	Single-KC	90	M  JCommTable6.R0C0	4
91	BKT Controller(1)	M 1_7_times_5_1	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable4.R1C0	12	Single-KC	91	M  JCommTable4.R1C0	4
92	BKT Controller(1)	M 1_7_times_5_1	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	21	Single-KC	92	M  JCommTable6.R1C0	5
93	BKT Controller(1)	M 1_7_times_5_1	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	15	Single-KC	93	M  done	5
94	BKT Controller(1)	AS 1_8_plus_3_8	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable8.R0C0	9	Single-KC	94	AS JCommTable8.R0C0	2
95	BKT Controller(1)	AS 1_8_plus_3_8	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable6.R1C0	22	Single-KC	95	AS JCommTable6.R1C0	4
96	BKT Controller(1)	AS 1_8_plus_3_8	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable6.R0C0	16	Single-KC	96	AS JCommTable6.R0C0	4
97	BKT Controller(1)	AS 1_8_plus_3_8	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	JCommTable6.R1C0	23	Single-KC	97	AS JCommTable6.R1C0	5
98	BKT Controller(1)	AS 1_8_plus_3_8	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	17	Single-KC	98	AS JCommTable6.R0C0	5
99	BKT Controller(1)	AS 1_8_plus_3_8	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	16	Single-KC	99	AS done	4
1	BKT Controller(2)	AD 4_2_plus_8_2	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	JCommTable8.R0C0	1	Single-KC	1	AD JCommTable8.R0C0	1
2	BKT Controller(2)	AD 4_2_plus_8_2	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	JCommTable4.R1C0	1	Single-KC	2	AD JCommTable4.R1C0	1
3	BKT Controller(2)	AD 4_2_plus_8_2	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	JCommTable4.R0C0	1	Single-KC	3	AD JCommTable4.R0C0	1
4	BKT Controller(2)	AD 4_2_plus_8_2	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	JCommTable5.R1C0	1	Single-KC	4	AD JCommTable5.R1C0	1
5	BKT Controller(2)	AD 4_2_plus_8_2	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	JCommTable5.R0C0	1	Single-KC	5	AD JCommTable5.R0C0	1
6	BKT Controller(2)	AD 4_2_plus_8_2	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	JCommTable6.R1C0	1	Single-KC	6	AD JCommTable6.R1C0	1
7	BKT Controller(2)	AD 4_2_plus_8_2	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	JCommTable6.R0C0	1	Single-KC	7	AD JCommTable6.R0C0	1
8	BKT Controller(2)	AD 4_2_plus_8_2	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	0	1	1	done	1	Single-KC	8	AD done	1
9	BKT Controller(2)	AD 8_2_plus_10_2	1	JCommTable4.R1C0	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	JCommTable4.R1C0	2	Single-KC	9	AD JCommTable4.R1C0	2
10	BKT Controller(2)	AD 8_2_plus_10_2	1	JCommTable8.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	JCommTable8.R0C0	2	Single-KC	10	AD JCommTable8.R0C0	2
11	BKT Controller(2)	AD 8_2_plus_10_2	1	done	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	done	2	Single-KC	11	AD done	2
12	BKT Controller(2)	AD 8_2_plus_10_2	1	JCommTable4.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	1	JCommTable4.R1C0	3	Single-KC	12	AD JCommTable4.R1C0	3
