	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)	Prediction
23016	37	Streak Agent(1)	AD 5_1_plus_7_7	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable4.R1C0	4	Single-KC	37	AD JCommTable4.R1C0	4	0.44913597634132213
23017	38	Streak Agent(1)	AD 5_1_plus_7_7	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable4.R0C0	5	Single-KC	38	AD JCommTable4.R0C0	5	0.41567636328792823
23018	39	Streak Agent(1)	AD 5_1_plus_7_7	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable5.R1C0	5	Single-KC	39	AD JCommTable5.R1C0	5	0.484651550510257
23019	40	Streak Agent(1)	AD 5_1_plus_7_7	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable5.R0C0	6	Single-KC	40	AD JCommTable5.R0C0	6	0.3783976983995975
23020	41	Streak Agent(1)	AD 5_1_plus_7_7	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable6.R0C0	4	Single-KC	41	AD JCommTable6.R0C0	4	0.2990630218132879
23021	42	Streak Agent(1)	AD 5_1_plus_7_7	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable6.R1C0	9	Single-KC	42	AD JCommTable6.R1C0	9	0.31247992385517787
23022	43	Streak Agent(1)	AD 5_1_plus_7_7	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	done	6	Single-KC	43	AD done	6	0.8210553083963378
23023	44	Streak Agent(1)	AD 7_7_plus_6_9	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable8.R0C0	5	Single-KC	44	AD JCommTable8.R0C0	5	0.7403319563461458
23024	45	Streak Agent(1)	AD 7_7_plus_6_9	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable4.R1C0	5	Single-KC	45	AD JCommTable4.R1C0	5	0.4825535279985294
23025	46	Streak Agent(1)	AD 7_7_plus_6_9	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable4.R0C0	6	Single-KC	46	AD JCommTable4.R0C0	6	0.44966998218647575
23026	47	Streak Agent(1)	AD 7_7_plus_6_9	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	JCommTable5.R1C0	6	Single-KC	47	AD JCommTable5.R1C0	6	0.507136775187225
23027	48	Streak Agent(1)	AD 7_7_plus_6_9	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable5.R0C0	7	Single-KC	48	AD JCommTable5.R0C0	7	0.4030307391840307
23028	49	Streak Agent(1)	AD 7_7_plus_6_9	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	5	Single-KC	49	AD JCommTable6.R0C0	5	0.3113241814623192
23029	50	Streak Agent(1)	AD 7_7_plus_6_9	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R1C0	10	Single-KC	50	AD JCommTable6.R1C0	10	0.3228738728497321
23030	51	Streak Agent(1)	AD 7_7_plus_6_9	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	7	Single-KC	51	AD done	7	0.8857371920714812
23031	52	Streak Agent(1)	M 8_6_times_5_6	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable8.R0C0	6	Single-KC	52	M  JCommTable8.R0C0	1	4.554472786060343e-25
23032	53	Streak Agent(1)	M 8_6_times_5_6	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable5.R0C0	8	Single-KC	53	M  JCommTable5.R0C0	1	1.60544586258421e-14
23033	54	Streak Agent(1)	M 8_6_times_5_6	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable6.R0C0	6	Single-KC	54	M  JCommTable6.R0C0	1	0.32840179255372515
23034	55	Streak Agent(1)	M 8_6_times_5_6	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable4.R0C0	7	Single-KC	55	M  JCommTable4.R0C0	1	1.5579990098062347e-13
23035	56	Streak Agent(1)	M 8_6_times_5_6	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable6.R1C0	11	Single-KC	56	M  JCommTable6.R1C0	1	0.36945744818969417
23036	57	Streak Agent(1)	M 8_6_times_5_6	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	done	8	Single-KC	57	M  done	1	0.23033845528358055
23037	58	Streak Agent(1)	AS 2_5_plus_10_5	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable4.R1C0	6	Single-KC	58	AS JCommTable4.R1C0	1	8.87988499880236e-17
23038	59	Streak Agent(1)	AS 2_5_plus_10_5	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R0C0	7	Single-KC	59	AS JCommTable6.R0C0	1	0.46051054265506747
23039	60	Streak Agent(1)	AS 2_5_plus_10_5	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable6.R1C0	12	Single-KC	60	AS JCommTable6.R1C0	1	0.3990273405056658
23040	61	Streak Agent(1)	AS 2_5_plus_10_5	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable6.R0C0	8	Single-KC	61	AS JCommTable6.R0C0	2	0.48526408200164894
23041	62	Streak Agent(1)	AS 2_5_plus_10_5	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	9	Single-KC	62	AS done	1	0.5491850363171662
23042	63	Streak Agent(1)	AS 5_4_plus_1_4	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable6.R0C0	9	Single-KC	63	AS JCommTable6.R0C0	3	0.5100901299390393
23043	64	Streak Agent(1)	AS 5_4_plus_1_4	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R1C0	13	Single-KC	64	AS JCommTable6.R1C0	2	0.4200422971971584
23044	65	Streak Agent(1)	AS 5_4_plus_1_4	1	done	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	done	10	Single-KC	65	AS done	2	0.6555226643289043
23045	66	Streak Agent(1)	AS 5_4_plus_1_4	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable6.R1C0	14	Single-KC	66	AS JCommTable6.R1C0	3	0.4413512156663638
23046	67	Streak Agent(1)	AS 5_4_plus_1_4	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	11	Single-KC	67	AS done	3	0.7482745046859276
23047	68	Streak Agent(1)	AD 5_7_plus_7_4	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R0C0	10	Single-KC	68	AD JCommTable6.R0C0	6	0.3238557719985946
23048	69	Streak Agent(1)	AD 5_7_plus_7_4	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable8.R0C0	7	Single-KC	69	AD JCommTable8.R0C0	6	0.7528136199929454
23049	70	Streak Agent(1)	AD 5_7_plus_7_4	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable4.R0C0	8	Single-KC	70	AD JCommTable4.R0C0	7	0.4841402315601353
23050	71	Streak Agent(1)	AD 5_7_plus_7_4	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R1C0	7	Single-KC	71	AD JCommTable4.R1C0	6	0.5161278661960478
23051	72	Streak Agent(1)	AD 5_7_plus_7_4	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R0C0	9	Single-KC	72	AD JCommTable4.R0C0	8	0.5187620527097443
23052	73	Streak Agent(1)	AD 5_7_plus_7_4	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable6.R1C0	15	Single-KC	73	AD JCommTable6.R1C0	11	0.3334458742897674
23053	74	Streak Agent(1)	AD 5_7_plus_7_4	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable6.R0C0	11	Single-KC	74	AD JCommTable6.R0C0	7	0.33664521134287967
23054	75	Streak Agent(1)	AD 5_7_plus_7_4	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	JCommTable5.R1C0	7	Single-KC	75	AD JCommTable5.R1C0	7	0.5295931650163958
23055	76	Streak Agent(1)	AD 5_7_plus_7_4	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable6.R1C0	16	Single-KC	76	AD JCommTable6.R1C0	12	0.34418808193064415
23056	77	Streak Agent(1)	AD 5_7_plus_7_4	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	JCommTable5.R0C0	9	Single-KC	77	AD JCommTable5.R0C0	8	0.4281628024492305
23057	78	Streak Agent(1)	AD 5_7_plus_7_4	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	12	Single-KC	78	AD JCommTable6.R0C0	8	0.3496785157588742
23058	79	Streak Agent(1)	AD 5_7_plus_7_4	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	JCommTable6.R1C0	17	Single-KC	79	AD JCommTable6.R1C0	13	0.35509199759284693
23059	80	Streak Agent(1)	AD 5_7_plus_7_4	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	12	Single-KC	80	AD done	8	0.9290590599495685
23060	81	Streak Agent(1)	AD 4_7_plus_5_5	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable6.R0C0	13	Single-KC	81	AD JCommTable6.R0C0	9	0.36294033353393457
23061	82	Streak Agent(1)	AD 4_7_plus_5_5	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable8.R0C0	8	Single-KC	82	AD JCommTable8.R0C0	7	0.7648858546393837
23062	83	Streak Agent(1)	AD 4_7_plus_5_5	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R1C0	8	Single-KC	83	AD JCommTable4.R1C0	7	0.5495572422110806
23063	84	Streak Agent(1)	AD 4_7_plus_5_5	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable5.R0C0	10	Single-KC	84	AD JCommTable5.R0C0	9	0.4536710554140796
23064	85	Streak Agent(1)	AD 4_7_plus_5_5	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable6.R1C0	18	Single-KC	85	AD JCommTable6.R1C0	14	0.36614848829880486
23065	86	Streak Agent(1)	AD 4_7_plus_5_5	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	JCommTable4.R0C0	10	Single-KC	86	AD JCommTable4.R0C0	9	0.5532046367558374
23066	87	Streak Agent(1)	AD 4_7_plus_5_5	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R1C0	8	Single-KC	87	AD JCommTable5.R1C0	8	0.5519303827890825
23067	88	Streak Agent(1)	AD 4_7_plus_5_5	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R0C0	11	Single-KC	88	AD JCommTable5.R0C0	10	0.4794248979220723
23068	89	Streak Agent(1)	AD 4_7_plus_5_5	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	19	Single-KC	89	AD JCommTable6.R1C0	15	0.3773478083553612
23069	90	Streak Agent(1)	AD 4_7_plus_5_5	1	done	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	done	13	Single-KC	90	AD done	9	0.9567576617087373
23070	91	Streak Agent(1)	AD 4_7_plus_5_5	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	1	JCommTable6.R0C0	14	Single-KC	91	AD JCommTable6.R0C0	10	0.37641399374874446
23071	92	Streak Agent(1)	AD 4_7_plus_5_5	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	14	Single-KC	92	AD done	10	0.973944755692057
23072	93	Streak Agent(1)	AD 5_9_plus_8_3	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable8.R0C0	9	Single-KC	93	AD JCommTable8.R0C0	8	0.7765435057084684
23073	94	Streak Agent(1)	AD 5_9_plus_8_3	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R1C0	9	Single-KC	94	AD JCommTable4.R1C0	8	0.582545081611218
23074	95	Streak Agent(1)	AD 5_9_plus_8_3	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable4.R0C0	11	Single-KC	95	AD JCommTable4.R0C0	10	0.5871439704949869
23075	96	Streak Agent(1)	AD 5_9_plus_8_3	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable6.R1C0	20	Single-KC	96	AD JCommTable6.R1C0	16	0.38867962637542447
23076	97	Streak Agent(1)	AD 5_9_plus_8_3	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R1C0	9	Single-KC	97	AD JCommTable5.R1C0	9	0.5740600018103985
23077	98	Streak Agent(1)	AD 5_9_plus_8_3	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable6.R0C0	15	Single-KC	98	AD JCommTable6.R0C0	11	0.3900815702459213
23078	99	Streak Agent(1)	AD 5_9_plus_8_3	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R0C0	12	Single-KC	99	AD JCommTable5.R0C0	11	0.5052885651631334
23079	100	Streak Agent(1)	AD 5_9_plus_8_3	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	16	Single-KC	100	AD JCommTable6.R0C0	12	0.4039239606298952
