	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Selected)	Opportunity (Selected)	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Single-KC)	Opportunity (Single-KC)	Prediction
13105	77	Streak Agent(1)	AS 2_5_plus_4_5	2	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	15	AS done	5	Single-KC	77	0.9883933203754656
13106	78	Streak Agent(1)	M 5_6_times_1_7	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable4.R1C0	8	M  JCommTable4.R1C0	2	Single-KC	78	1.1973384891542123e-15
13107	79	Streak Agent(1)	M 5_6_times_1_7	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable6.R0C0	15	M  JCommTable6.R0C0	5	Single-KC	79	0.6814287496592123
13108	80	Streak Agent(1)	M 5_6_times_1_7	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable8.R0C0	9	M  JCommTable8.R0C0	2	Single-KC	80	3.0050835161073876e-15
13109	81	Streak Agent(1)	M 5_6_times_1_7	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	JCommTable6.R0C0	16	M  JCommTable6.R0C0	6	Single-KC	81	0.7232471518130571
13110	82	Streak Agent(1)	M 5_6_times_1_7	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	19	M  JCommTable6.R1C0	5	Single-KC	82	0.7573819731122651
13111	83	Streak Agent(1)	M 5_6_times_1_7	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable4.R0C0	6	M  JCommTable4.R0C0	1	Single-KC	83	1.7671770708294903e-14
13112	84	Streak Agent(1)	M 5_6_times_1_7	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	16	M  done	3	Single-KC	84	0.6515803658382713
13113	85	Streak Agent(1)	M 1_2_times_2_3	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	20	M  JCommTable6.R1C0	6	Single-KC	85	0.7947158336384171
13114	86	Streak Agent(1)	M 1_2_times_2_3	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	1	JCommTable6.R0C0	17	M  JCommTable6.R0C0	7	Single-KC	86	0.7614974360900948
13115	87	Streak Agent(1)	M 1_2_times_2_3	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	17	M  done	4	Single-KC	87	0.7828332769388621
13116	88	Streak Agent(1)	AS 3_7_plus_4_7	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	21	AS JCommTable6.R1C0	6	Single-KC	88	0.9015201191033959
13117	89	Streak Agent(1)	AS 3_7_plus_4_7	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	18	AS JCommTable6.R0C0	6	Single-KC	89	0.8384814735119268
13118	90	Streak Agent(1)	AS 3_7_plus_4_7	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	18	AS done	6	Single-KC	90	0.9955858841404897
13119	91	Streak Agent(1)	M 2_7_times_4_5	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	22	M  JCommTable6.R1C0	7	Single-KC	91	0.8276123874362785
13120	92	Streak Agent(1)	M 2_7_times_4_5	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable4.R1C0	9	M  JCommTable4.R1C0	3	Single-KC	92	1.1973384891542123e-15
13121	93	Streak Agent(1)	M 2_7_times_4_5	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	19	M  JCommTable6.R0C0	8	Single-KC	93	0.7959526049902155
13122	94	Streak Agent(1)	M 2_7_times_4_5	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	19	M  done	5	Single-KC	94	0.8741889769416236
13123	95	Streak Agent(1)	M 3_2_times_1_4	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	23	M  JCommTable6.R1C0	8	Single-KC	95	0.8561912410609797
13124	96	Streak Agent(1)	M 3_2_times_1_4	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	20	M  JCommTable6.R0C0	9	Single-KC	96	0.8265638932797834
13125	97	Streak Agent(1)	M 3_2_times_1_4	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	20	M  done	6	Single-KC	97	0.9305246685688573
13126	98	Streak Agent(1)	M 4_5_times_2_7	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	24	M  JCommTable6.R1C0	9	Single-KC	98	0.8807150965028098
13127	99	Streak Agent(1)	M 4_5_times_2_7	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	21	M  JCommTable6.R0C0	10	Single-KC	99	0.8534285187361863
13128	100	Streak Agent(1)	M 4_5_times_2_7	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	21	M  done	7	Single-KC	100	0.9627103964162591
13129	101	Streak Agent(1)	AD 3_7_plus_2_8	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable6.R0C0	22	AD JCommTable6.R0C0	6	Single-KC	101	0.3873783098164859
13130	102	Streak Agent(1)	AD 3_7_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	2	0	0	JCommTable6.R1C0	25	AD JCommTable6.R1C0	10	Single-KC	102	0.49310967814363954
